Planning Application No,Proposal,Property Address,Decision,Date decision issued
20/01380/B,"Alterations to existing site access, erecting a timber boundary fence, new gateposts & relocation of existing gates",Shearwater Andreas Road Dhoor Ramsey Isle Of Man IM7 4EB,PER,12-Mar-21
20/01382/B,Erection of a replacement dwelling (in connection with Registered Building application 18/00005/CON),12 Derby Square Douglas Isle Of Man IM1 3LS,PER,03-Feb-21
20/01383/B,Conversion of former dog kennels to provide tourist living accommodation,Kiondhooag East Foxdale Road Foxdale Isle Of Man IM4 3HQ,PER,28-Jan-21
20/01384/A,Approval in Principle for the erection of a new dwelling addressing matters of means of access,Plot 9 Riverbank Road Ramsey Isle Of Man  ,PER,02-Feb-21
20/01385/B,Construction of reinforced concrete wall with stone cladding for the purpose of providing flood protection,Glen Road Laxey Isle Of Man  ,PER,17-Feb-21
20/01386/A,Approval in principle for erection of new dwelling addressing matters of access and landscaping,Land Adjacent To Fasque Andreas Road Ramsey Isle Of Man  ,PER,02-Mar-21
20/01387/A,Approval in Principle for the erection of a new dwelling addressing matters of means of access,Plot 10 West Of 10 Westlands Close Ramsey Isle Of Man IM8 3PU ,PER,02-Feb-21
20/01388/B,Alterations and erection or extension to replace existing to rear elevation,8 Greeba Drive Onchan Isle Of Man IM3 1EN,PER,11-Jan-21
20/01389/B,Alteration and erection of extensions,2 Riverbank Road Ramsey Isle Of Man IM8 3PP ,PER,15-Jan-21
20/01391/B,Creation of carport with garage door to rear elevations with terraced area above,3 Drinkwater Street Douglas Isle Of Man IM1 1AT,PER,11-Feb-21
20/01392/B,Installation of a replacement front door,125 Malew Street Castletown Isle Of Man IM9 1LU,PER,20-Jan-21
20/01393/B,Installation of replacement windows to middle floor to front elevation,13 Mount Havelock Douglas Isle Of Man IM1 2QG ,PER,03-Mar-21
20/01394/B,Creation of grasscrete roadway and pathway,Nobles Park Douglas Isle Of Man IM2 4BD ,PER,03-Feb-21
20/01395/B,Creation of new window,32 Croit Ny Glionney Colby Isle Of Man IM9 4PP ,PER,20-Jan-21
20/01396/B,"Erection of a replacement conservatory with roof terrace over and replacement of bedroom window with patio door to provide access to proposed roof terrace, erection of a conservatory to replace existing rear canopy and formation of additional parking",North Barrule Port Lewaigue Close Port Lewaigue Ramsey Isle Of Man IM7 1AH,PER,21-Jan-21
20/01398/B,Conversion of redundant farm buildings into 3 Tourist Accommodation Units.,Corlea Farm Corlea Road Ballasalla Isle Of Man IM9 3BA ,REF,10-Feb-21
20/01399/C,Change of use from existing gym into nursery facilities (class 4.2),Diamond House Demesne Road Douglas Isle Of Man IM1 3DS,PER,12-May-21
20/01401/A,Approval in Principle for the erection of a dwelling and addressing matters of access and parking,Land To Rear Of 6 Summerland Seamount Road Ramsey Isle Of Man IM8 2HT,PER,25-May-21
20/01402/B,Erection of proposed single detached garage on land adjacent to Okara,Okara Crescent Road Ramsey Isle Of Man IM8 2JR,PER,11-Feb-21
20/01404/B,Construction of new dwelling and detached garage,Land Adjacent To Longmead Ballakillowey Road Colby Isle Of Man  ,REF,05-Mar-21
20/01405/B,Installation of a replacement front door,78A Malew Street Castletown Isle Of Man IM9 1LS,PER,05-Jan-21
20/01406/B,Erection of an extension to existing agricultural shed,Loughan Farm Bretney Road Jurby Isle Of Man IM7 3EZ,PER,16-Feb-21
20/01407/B,Erection of detached garage with additional living accommodation above,"Plot 21, Crosby Meadows Crosby Isle Of Man IM4 2EE ",REF,23-Sep-21
20/01408/A,Approval in principle for the erection of a detached dwelling in rear garden,Rosemanly New Castletown Road Douglas Isle Of Man IM2 1HP ,REF,02-Feb-21
20/01409/B,Extension to terrace and creation of storage area,Wimple Nook Bradda Road Port Erin Isle Of Man IM9 6QA,PER,20-Jan-21
20/01410/B,Replace existing copper roof covering to a zinc roof with associated finishes,Boating Pool Kiosk & Separate Public Toilet Loch Promenade Douglas Isle Of Man IM1 2EZ ,PER,02-Feb-21
20/01411/B,Erection of a single storey extension to rear elevation,14 Central Drive Onchan Isle Of Man IM3 1EU,PER,11-Jan-21
20/01412/B,Alterations and replacement of existing conservatory with a two storey extension,The Millstone Ramsey Road Peel Isle Of Man IM5 2AQ,PER,01-Feb-21
20/01413/B,Erection of single storey supporting buttress structure to rear elevation,Flat 1 & 6 Brookfield Court Brookfield Avenue Ramsey Isle Of Man IM8 2AW,PER,22-Jan-21
20/01414/B,"Alterations, erection of extension and replacement of existing fencing with a wall",2 Hague Walk Onchan Isle Of Man IM3 1NG,PER,24-Feb-21
20/01415/D,Installation of an entrance signage (retrospective),Grenaby Studios Grenaby Road Ballabeg Castletown Isle Of Man IM9 4HD ,PER,08-Apr-21
20/01416/B,Siting of a shipping container for storage of gardening and agricultural equipment (retrospective),Part Of Field 122653 St Judes Road Andreas Isle Of Man IM7 2ER ,REF,22-Jan-21
20/01417/B,Creation of an additional vehicular access,Tremissary House & Coachmans Cottage  Strathallan Road Onchan Isle Of Man IM2 4PN,PER,01-Feb-21
20/01418/B,"Refurbishment works including recovering works to existing roof slates, rendering works, replacing of existing timber fascia and soffit boards with uPVC, alterations to windows and lowering of a section of adjoining boundary stone wall",Ballamona Farmhouse Nobles Hospital Strang Douglas Isle Of Man IM4 4RJ ,PER,01-Feb-21
20/01419/B,Widening of vehicular access and driveway,77 Cronk Drean Douglas Isle Of Man IM2 6AS,PER,11-Feb-21
20/01420/B,Alterations to external wall finishes,Jacksons  Eden Business Park Douglas Isle Of Man IM4 2AZ ,PER,05-Feb-21
20/01421/B,Enclosing of Balcony (retrospective),204 And 205 Kings Court Ramsey Isle Of Man IM8 1LL ,PER,03-Feb-21
20/01422/B,Variation of condition 1 of PA 20/00227/B to erect and retain temporary marquee annually from 1st April to 31st October in any year and variation of condition 2 to allow the marquee to be used for either equestrian or other events held on the site.,Ballacooiley Dollagh Ballaugh Isle Of Man IM7 5AS ,PER,02-Mar-21
20/01423/B,"Alterations including removal of parapet, roof works and addition of cladding to existing conservatory",Carrera Sir Georges Bridge Abbeylands Isle Of Man IM4 5EH,PER,21-Jan-21
20/01425/GB,Installation of replacement windows to front elevation (in association with 20/001426/CON),6 Auckland Terrace Parliament Street Ramsey Isle Of Man IM8 1AF ,PER,11-Jan-21
20/01426/CON,Registered Building consent for the installation of replacement windows to front elevation (in association with 20/001425/GB) Registered Building Nos. 152,6 Auckland Terrace Parliament Street Ramsey Isle Of Man IM8 1AF ,PER,11-Jan-21
20/01427/B,Erection of extension to rear elevation,Bankfield Bungalow Ballamodha Straight Ballasalla Isle Of Man IM9 3EL ,PER,28-Jan-21
20/01428/B,Erection of an extension to South East elevation,41 Lezayre Park Ramsey Isle Of Man IM8 2PT,PER,22-Jan-21
20/01429/B,Installation of replacement windows,First & Second Floors Sam Webbs & Co St Thomas Walk Douglas Isle Of Man IM1 2HF,PER,11-Jan-21
20/01430/C,Change of use from office space to a hair and beauty salon,80 Bucks Road Douglas Isle Of Man IM1 3AF ,PER,02-Mar-21
20/01431/B,Erection of an extension to replace existing Conservatory to side elevation of dwelling.,7 Queens Drive West Ramsey Isle Of Man IM8 2JB,PER,27-Jan-21
20/01432/B,Variation of condition 1 to PA 18/01146/A (Approval in principle for the erection of a replacement dwelling) for an extension of time for a further 2 years,Claddagh Mill House Sulby Bridge Sulby Isle Of Man IM7 2EZ,PER,12-Mar-21
20/01433/B,"Erection of light industrial, storage or distribution unit.",White Hoe Industrial Units White Hoe Industrial Estate Old Castletown Road Douglas Isle Of Man  ,PER,17-Feb-21
20/01434/REM,Reserved Matters application in association with PA 20/00894/A for erection of dwelling and extension of residential curtilage,Land North West Of Ballaragh Old Farmhouse Ballaragh Laxey Isle Of Man  ,REF,01-Apr-21
20/01435/B,Construction of a horse manege (retrospective),Field No. 124965  Ardonan Nurseries Ardonan Lane Regaby Ramsey IM7 3HN,PER,01-Sep-21
20/01436/B,Erection of an extensions to the rear elevation and porch extension to front elevation,Bechers 8 Groudle View Onchan Isle Of Man IM3 2EY ,PER,17-Feb-21
20/01437/B,Erection of a replacement extension to rear elevation,18 Main Road Onchan Isle Of Man IM3 1AS,PER,27-Jan-21
20/01438/B,"Alterations, erection of a two storey extension to provide additional living accommodation and installation of a flue",Rosecroft Shore Road Castletown Isle Of Man IM9 1BF,REF,03-Feb-21
20/01439/B,Ground floor living room extension,3 Abbots Way Abbotswood Ballasalla Isle Of Man IM9 3EQ ,PER,17-Feb-21
20/01440/B,Erection of rear extension and installation of a flue,5 Harbour View Onchan Isle Of Man IM3 2AN,PER,01-Feb-21
20/01441/B,"Erection of a replacement detached dwelling, detached garage and wood store with associated landscaping, relocation of vehicular access and extension of residential curtilage to rear of dwelling",Ellan Ash Clenagh Road Sandygate Ramsey Isle Of Man IM7 3AE,PER,10-Feb-21
20/01442/B,Renovation and conversion of existing building to provide residential or tourist accommodation,Croft Cottage Adjacent To Field 414316 & 414317 Ballakillowey Road Colby Isle Of Man,PER,05-Feb-21
20/01443/B,Installation of 2 rooflights to the front elevation,19 Berkeley Street Douglas Isle Of Man IM2 3QB,PER,24-Feb-21
20/01444/B,Erection of a detached kiosk for the sale of hot and cold food and drink (classes 1.1 and 1.4),Land Adjacent To The St Marys Chapel Car Park Quay Lane Castletown Isle Of Man IM9 1LE ,PER,25-May-21
20/01445/B,Erection of a detached dwelling with integrated garage and creation of vehicular access and landscaping,Land West Of The Herring Houses Fort Island Road Derbyhaven Isle Of Man IM9 1TZ ,PER,17-Mar-21
20/01446/A,Approval in principle for the conversion to a retail unit addressing matters of siting,Former Whitestone Car Showroom And Garage Douglas Road Ballasalla Isle Of Man IM9 2LB ,PER,16-Jul-21
20/01447/B,The installation of a ground source heat pump with underground pipework and associated engineering works and landscaping (Part retrospective),Glentramman Abbey Glen Tramman Ramsey Isle Of Man IM7 2AR ,PER,25-May-21
20/01448/B,Alterations and erection of a single storey extension to rear elevation,18 Westminster Terrace Douglas Isle Of Man IM1 4EE,REF,09-Feb-21
20/01449/CON,Registered building consent for demolition elements relating PA 20/01448/B,18 Westminster Terrace Douglas Isle Of Man IM1 4EE,PER,09-Feb-21
20/01450/B,"Alterations, installation of two replacement windows, replacement of shop window and door with a single window and replacement door and replacement of cement roof tiles with slate",43 High Street Port St. Mary Isle Of Man IM9 5DN,PER,22-Jan-21
20/01451/B,Construction of a modern agricultural barn adjacent existing redundant farm buildings,Field 314144 Rhenass Farm Rhenass Road Cronk Y Voddy Kirk Michael Isle Of Man IM6 1BB ,PER,04-Mar-21
20/01452/B,Erection of a replacement dwelling,East View Sulby Bridge Sulby Isle Of Man IM7 2EU ,REF,01-Sep-21
20/01453/B,Alterations and erection of extension to replace rear conservatory,Sunnymeade Grange Quines Hill Port Soderick Isle Of Man IM4 1AU ,PER,09-Feb-21
20/01454/B,Alterations and erection of a single storey extension to rear elevation,Wyncote Brookfield Avenue Castletown Isle Of Man IM9 1TL,PER,20-Jan-21
20/01455/B,Erection of a detached garage,22 Laureston Grove Douglas Isle Of Man IM2 4BG,PER,03-Feb-21
20/01456/B,"Erection of front entrance porch, erection of side extension and construction of dormer extension.",Lyncroft Lodge Minorca Hill Laxey Isle Of Man IM4 7DN,PER,03-Feb-21
20/01457/B,Erection of an extension to provide a storage room,Changing Rooms Poulsom Park Alexandra Road Castletown Isle Of Man  ,PER,05-Mar-21
20/01459/B,Installation of replacement windows,38 Queen Street Castletown Isle Of Man IM9 1NZ ,PER,15-Jan-21
20/01460/B,"Alterations, erection of single storey extension, attic conversion and re surfacing of car parking area",Wesley Manse Atholl Street Peel Isle Of Man IM5 1HG ,PER,18-Mar-21
20/01461/B,"Alterations and replacement roof, installation of dormer extensions",Dreeym Bradda West Road Spaldrick Port Erin Isle Of Man IM9 6PN,PER,17-Mar-21
20/01462/B,Erection of a detached farm workers dwelling,Field 414797 (formerly 410982) Ballacorkish Farm Scholaby Road Colby Isle Of Man IM9 4AH ,PER,30-Mar-21
20/01463/B,Alteration and erection of extension,Marbeg Old Castletown Road Port Soderick Isle Of Man IM4 1BD,PER,01-Apr-21
20/01464/B,Erection of a single storey extension to rear elevation,8 The Crofts Ballaughton Meadows Douglas Isle Of Man IM2 1JQ ,PER,24-Feb-21
20/01465/B,Conversion of existing outbuilding into 2 apartments,Rose Villa 7 Peveril Road Peel Isle Of Man IM5 1NU,PER,03-Mar-21
20/01466/B,Erection of dwelling,12 Mylchreest Drive Reayrt Mie Ballasalla Isle Of Man IM9 2BB ,PER,12-Apr-21
20/01468/GB,Temporary painted plywood protective screen to upper floors of the exposed NE elevation of Castle Mona following demolition of the NE hotel wing; blocking up of the individual openings at the lower levels exposed by the demolition; blocking up of existing,Castle Mona Hotel Castle Drive Douglas Isle Of Man IM2 4LY ,PER,19-Mar-21
20/01469/CON,Temporary painted plywood protective screen to upper floors of the exposed NE elevation of Castle Mona following demolition of the NE hotel wing; blocking up of the individual openings at the lower levels exposed by the demolition; blocking up of existing,Castle Mona Hotel Castle Drive Douglas Isle Of Man IM2 4LY ,PER,19-Mar-21
20/01470/MCH,Minor Changes application to PA 20/01033/B involving change of kitchen window to bifold doors and Plot 7 is handed so the garage is on the right,"Plots 5, 6 & 7 Ballabeg Grove Main Road Glen Vine Isle Of Man IM4 4HZ ",PER,14-Jan-21
20/01471/B,Installation of cladding and external lighting,B C S House Peel Road Braddan Douglas Isle Of Man IM4 4LE ,PER,18-Mar-21
20/01473/B,Alteration and erection of two storey extension and erection of detached garage with ancillary living accommodation above.,Hillside Cottage Ballavale Road Santon Isle Of Man IM4 1EH,PER,05-Feb-21
20/01474/B,Alterations to fenestration to north elevation of dwelling (retrospective),Cornaa House Ballaglass Glen Road Cornaa Ramsey Isle Of Man IM7 1EJ,PER,24-Mar-21
20/01476/B,"Proposed demolition of the existing boundary wall between the cottage and the Main House where this flanks the highway at Cornaa House, Ballaglass Glen, Maughold. Works to include new sliding gate and flood defenses.",Cornaa House Ballaglass Glen Road Cornaa Ramsey Isle Of Man IM7 1EJ,PER,03-Jun-21
