Planning Application No,Proposal,Property Address,Decision,Date decision issued
18/00703/C,Change of use of commercial unit to residential property,11 Bank Street Castletown Isle Of Man IM9 1AT ,PER,16-Aug-18
18/00704/B,Erection of single storey garden room on roadside elevation of property,Ellenbrook House Old Castletown Road Douglas Isle Of Man IM4 1AQ,PER,19-Oct-18
18/00705/B,Erection of stables and creation of a manege,Ballamoar Farm Ramsey Road Laxey Isle Of Man IM4 7PP ,PER,07-Nov-18
18/00706/B,Alterations and erection of an extension (amendments to PA 16/00686/B),The Sidings Station Road Castletown Isle Of Man IM9 1EF,PER,14-Sep-18
18/00707/B,Replacement of existing conservatory roof with tiled roof,18 King Orry Road Glen Vine Isle Of Man IM4 4ES,PER,09-Aug-18
18/00708/B,Replacement of existing conservatory roof with guardian warm roof tiled system,12 Greyfriars Close Ballabeg Castletown Isle Of Man IM9 4EJ,PER,05-Sep-18
18/00709/B,Alterations and erection of lower ground floor extension and first floor extension,52 Victoria Road Douglas Isle Of Man IM2 4HQ,PER,14-Sep-18
18/00711/B,Removal of existing garage door and replacement with door/window unit,White Lodge Rheast Lane Peel Isle Of Man IM5 1BG,PER,04-Oct-18
18/00712/D,Installation of signage over shop entrance and on shop front glazing (retrospective),29 Victoria Street Douglas Isle Of Man IM1 2LG,PER,26-Oct-18
18/00713/B,Re-rendering of property from peddle dash to smooth render,92 Ballabrooie Drive Douglas Isle Of Man IM1 4HF,PER,16-Aug-18
18/00714/B, Replacement of existing flat conservatory roof with raised tiled roof,86 Ballagarey Road Glen Vine Isle Of Man IM4 4EJ,PER,14-Sep-18
18/00715/B,Replacement of existing conservatory roof with tiled roof,24A Derby Road Peel Isle Of Man IM5 1HW,PER,05-Sep-18
18/00716/B,"Alterations, removal of existing conservatory and erection of a rear extension",26 Fairway Drive Ramsey Isle Of Man IM8 2BB,PER,16-Aug-18
18/00717/B,Erection of a detached dwelling,Plot Between 18 And 22 Victoria Terrace Douglas Isle Of Man  ,PER,18-Dec-18
18/00719/B,"Erection of steel clad shed for storage of tractor, grounds maintenance equipment and sports equipment",Football Club Billy Goat Park Stoney Mountain Road Eairy Isle Of Man IM4 3HJ ,PER,23-Aug-18
18/00720/B,Erection of a detached building to provide storage and double carport / garage,Ballarhenny Farm Orrisdale Kirk Michael Isle Of Man IM6 2HJ ,PER,16-Aug-18
18/00721/B,Replacement of existing conservatory with an extension,105 Fairways Drive Mount Murray Douglas Isle Of Man IM4 2JL,PER,07-Sep-18
18/00723/B,Erection of an agricultural building,Baljean Farm Baldhoon Road Laxey Isle Of Man IM4 7QL,PER,16-Aug-18
18/00724/B,"Variation of condition 6 of PA 09/00721/B, Erection of a three storey Leisure & Community Centre, to change the hours of operation",West Coast Fitness Close Beg Ballawattleworth Peel Isle Of Man  ,PER,18-Oct-18
18/00725/B,Creation of an additional vehicular access and driveway,The Pines Woodlands Avenue Douglas Isle Of Man IM2 3QS,PER,12-Oct-18
18/00726/B,Alterations to existing windows and installation of two patio doors to rear elevation,22 Carrick Park Sulby Isle Of Man IM7 2EY,PER,19-Sep-18
18/00727/A,Approval in principle for the erection of a detached dwelling with garaging,Land To Rear Of Olinda South Cape Laxey Isle Of Man  ,PER,11-Oct-18
18/00728/B,Creation of a vehicular access and driveway,58 Port E Chee Avenue Douglas Isle Of Man IM2 5ER,REF,18-Dec-18
18/00729/B,Installation of a flue,Ty-Siriol Tromode Park Douglas Isle Of Man IM2 5LB,PER,18-Oct-18
18/00730/B,Creation of a vehicular access and driveway,60 Port E Chee Avenue Douglas Isle Of Man IM2 5ER,REF,18-Dec-18
18/00731/B,Installation of a flue,12 & 12A Hillcrest Grove Onchan Isle Of Man IM3 3HY,PER,22-Aug-18
18/00733/B,Replacement of existing glazed conservatory roof with tiles,85 Hawthorne Grove Ballasalla Isle Of Man IM9 2EB,PER,16-Aug-18
18/00734/B,Alterations and erection of an extension to replace existing,Ballaquinnea Farm Braaid Road Glen Vine Isle Of Man IM4 2AT ,PER,04-Oct-18
18/00735/B,"Alterations, erection of front porch and rear extension",Creggans Brookfield Avenue Castletown Isle Of Man IM9 1TL,PER,23-Aug-18
18/00736/B,"Alterations, roofing works and installation of rear dormer windows",Ballachrink House Glen Mooar Road St Johns Isle Of Man IM4 3AG,PER,04-Oct-18
18/00738/B,Alterations and erection of side and rear extension to provide garage and additional living accommodation,5 Silverburn Drive Ballasalla Isle Of Man IM9 2DR,PER,23-Aug-18
18/00739/B,Alterations and erection of an extension to provide swimming pool and a games room,Praslin Grenaby Road Ballabeg Castletown Isle Of Man IM9 4HD ,PER,23-Aug-18
18/00740/B,Replacement of render facing with stone cladding,Praslin Grenaby Road Ballabeg Castletown Isle Of Man IM9 4HD ,PER,23-Aug-18
18/00741/B,Window / door alterations and construction of three chimneys,Aingeville 93 Woodbourne Road Douglas Isle Of Man IM2 3AW,PER,22-Aug-18
18/00742/LAW,Application to make lawful the bricking up of a window and raising of an annex roof,2 Ballaughton Villas Douglas Isle Of Man IM2 1JF,PER,28-Dec-18
18/00743/B,Alterations and erection of a conservatory (amendment to PA 17/01208/B),Ballakinnag  Douglas Road Kirk Michael Isle Of Man IM6 1AT ,PER,04-Oct-18
18/00745/D,Erection of signage,Garage Former Elite Showroom Peel Road Douglas Isle Of Man IM1 4LX ,PER,03-Oct-18
18/00746/B,Removal of a chimney stack,14 Greeba Avenue Glen Vine Isle Of Man IM4 4ED ,PER,04-Oct-18
18/00748/LAW,Application to make lawful the use of the property as a House in Multiple Occupancy (HMO),Seafield Guest Home 1 Stanley View Douglas Isle Of Man IM2 3JA,CLAWA,16-Nov-18
18/00749/B,Relocation of vehicular access to rear yard and installation of flue (retrospective),3 Wayside Cottages Station Road Ballasalla Isle Of Man IM9 2DF,PER,04-Sep-18
18/00750/B,Erection of a replacement detached dwelling with integral garage,Thie Grianagh Balleira Road Kirk Michael Isle Of Man IM6 1EE,REF,16-Nov-18
18/00751/B,Creation of off road parking area to front of property,33 Third Avenue Onchan Isle Of Man IM3 4LZ,REF,28-Sep-18
18/00752/B,Removal of an existing greenhouse and shed and erection of a storage building (in association with 18/00753/CON),14 Malvern Road Douglas Isle Of Man IM2 5AS,PER,11-Dec-18
18/00753/CON,Registered Building consent for removal of an existing greenhouse and shed as part of works (in association with 18/00752/B),14 Malvern Road Douglas Isle Of Man IM2 5AS,PER,12-Dec-18
18/00754/B,Widening of existing vehicular access,16 Beech Avenue Onchan Isle Of Man IM3 3HQ,PER,22-Aug-18
18/00755/B,"Alterations and additions to property, and replacement windows",Rose Lodge 96 Woodbourne Road Douglas Isle Of Man IM2 3AS ,PER,27-Nov-18
18/00757/B,Replacement of existing timber porch with upvc structure and units,54 Glenfaba Road Peel Isle Of Man IM5 1DA,PER,19-Sep-18
18/00759/B,Removal of chimneys between 65 & 67 and 67 & 69 Parliament Street (retrospective),Victoria Mall Parliament Street Ramsey Isle Of Man IM8 1AZ ,PER,12-Oct-18
18/00760/B,"Alterations, erection of rear balcony and installation of a flue",Fieldhead Glen Mona Loop Road Glen Mona Ramsey Isle Of Man IM7 1HG,PER,04-Sep-18
18/00761/B,Installation of a patio extension (retrospective),30 Glen Vine Park Glen Vine Isle Of Man IM4 4EY,PER,25-Sep-18
18/00762/B,Internal alterations to convert existing upholstery workshop and showroom into a self-contained apartment for permanent and/or tourist use.,Showroom And Workshop Hillcliffe Bay View Road Port St. Mary Isle Of Man IM9 5AP ,PER,04-Sep-18
18/00764/A,Approval in principle for the demolition of existing dwelling and construction of 3 detached dwellings with garages,Waitara And Site To North Clifton Road Port St. Mary Isle Of Man IM9 5EL,PER,19-Oct-18
18/00765/B,Alterations and erection of extension,1 Cooil Veg Andreas Isle Of Man IM7 4EU,REF,12-Dec-18
18/00769/B,Erection of an external storage building,Swagelok Ltd Factory Ballafletcher Road Cronkbourne Douglas Isle Of Man IM4 4RA,PER,14-Nov-18
18/00770/B,Enlargement of first floor rear window,21 Farrant Street Douglas Isle Of Man IM2 3HF,PER,03-Oct-18
18/00771/B,Erection of a rear extension,5 Close Cowley Douglas Isle Of Man IM2 2HU,PER,04-Sep-18
18/00772/B,"Alterations, replacement of glazed conservatory roof with fibreglass, removal of a chimney and installation of a flue",4 Lezayre Park Ramsey Isle Of Man IM8 2PU,PER,03-Oct-18
18/00773/CON,Registered Building consent for the installation of replacement flooring to upper hall. Registered Building Nos. 227,Laxey Workingmens Institute 17 New Road Laxey Isle Of Man IM4 7BD,PER,13-Sep-18
18/00774/B,Installation of a replacement front door and rear window,72 Derby Road Douglas Isle Of Man IM2 3EB,PER,12-Dec-18
18/00775/B,"Removal of windows and masonry below, and replacement with glazed double doors and window in upvc",14 Ballanard Road Douglas Isle Of Man IM2 5HW,PER,03-Oct-18
18/00777/B,Alterations to existing ancillary accommodation to form staff accommodation,Baaie Mooar House Bay View Ramsey Isle Of Man IM8 3EQ ,PER,06-Dec-18
18/00779/B,Creation of additional drainage works,Corrin Memorial Home Albany Road Peel Isle Of Man IM5 1HR,PER,06-Sep-18
18/00780/B,Erection of attached single garage,Ballaruha Derbyhaven Isle Of Man IM9 1TS ,PER,18-Oct-18
18/00782/B,"Replacement of window with door and side window, and installation of external escape stair",5 & 6 Wimbledon Court Douglas Isle Of Man IM2 3LY,PER,07-Sep-18
18/00783/CON,Registered Building consent for demolition of the rear outbuildings (in connection with PA 18/00508/B),4 The Crofts Castletown Isle Of Man IM9 1LY,PER,07-Sep-18
18/00784/B,"Alterations, installation of an access ramp and creation of additional parking",Magnet Douglas Head Industrial Estate Douglas Isle Of Man IM1 5BF,PER,28-Sep-18
18/00785/B,Creation of a vehicular access,24 Third Avenue Onchan Isle Of Man IM3 4NA,PER,24-Dec-18
18/00786/B,Erection of 12 metre lattice tower and equipment cabin for telecommunications purposes,Ramsey & District Cottage Hospital Cumberland Road Ramsey Isle Of Man IM8 3RH,PER,23-Oct-18
18/00787/B,Alterations and erection of extension to rear elevation,5 Hilltop Rise Douglas Isle Of Man IM2 2LF,PER,07-Sep-18
18/00788/B,"Replacement of existing conservatory with garden room, and formation of patio area and garden walling (amendment to PA 18/00089/B)",8 Vicarage Park Douglas Isle Of Man IM2 2QB ,PER,07-Sep-18
18/00789/B,Erection of demountable tent structure and enclosing wall,The Old Mortuary Farrants Way Castletown Isle Of Man IM9 1NR,PER,24-Sep-18
18/00790/B,Installation of a replacement front door with sidelights and toplight,2 Victoria Road Port St. Mary Isle Of Man IM9 5AF,REF,11-Sep-18
18/00791/B,Replacement of existing timber windows with upvc units to front elevation,Cronk Coar Quarterbridge Road Douglas Isle Of Man IM2 3RJ,REF,11-Sep-18
18/00795/B,Erection of an agricultural storage building for vehicles and machinery,Springfield St. Judes Isle Of Man IM7 2EW ,PER,13-Dec-18
18/00796/B,"Alterations, partial demolition of existing store building and installation of double doors (in association with 18/00797/CON)",Warehouse/Stores Behind 31A Parliament Street Ramsey Isle Of Man IM8 1AT ,PER,24-Oct-18
18/00797/CON,"Registered Building consent for alterations, partial demolition of existing store building and installation of double doors (in association with 18/00796/B)",Warehouse/Stores Behind 31A Parliament Street Ramsey Isle Of Man IM8 1AT ,PER,24-Oct-18
18/00798/D,Installation of non-illuminated signage,Shop Elite House 14 Douglas Street Peel Isle Of Man IM5 1BA ,PER,14-Sep-18
18/00800/B,Erection of a detached dwelling with integral garage (amendment to PA 16/00232/B),Plot 63 Phase 2 Royal Park Ramsey Isle Of Man  ,PER,11-Sep-18
18/00801/D,Erection of illuminated signage and a retractable awning,24 Duke Street Douglas Isle Of Man IM1 2AY,PER,19-Sep-18
18/00805/B,Installation of replacement windows to front elevation,4 Duke Street Peel Isle Of Man IM5 1NG,PER,11-Sep-18
18/00807/B,Removal of both chimneys on semi-detached properties,High Lea And Grasmead Tromode Road Douglas Isle Of Man IM2 5EJ,PER,12-Oct-18
18/00808/B,Erection of a pair of semi-detached dwellings with associated parking and access,Land At Clarecourt 14 Marathon Road Douglas Isle Of Man  ,PER,18-Oct-18
18/00809/B,"Replacement windows and porch with UPVC units, and replacement of garage rear window with door and window.",Old Chapel Main Road Colby Isle Of Man IM9 4NF,PER,06-Dec-18
18/00812/C,Additional use of training centre car park for the parking of up to six minibuses (retrospective),Isle Of Man College On-Line Test Centre Thie Ushtey Glencrutchery Road Douglas Isle Of Man  ,PER,24-Dec-18
18/00814/C,Additional use of car park within school grounds for parking of up to 3 minibuses (retrospective),Scoill Vallajeelt Meadow Crescent Douglas Isle Of Man IM2 1NN,PER,24-Dec-18
18/00816/C,Additional use of part of parking area to park up to 6 minibuses (retrospective),Pulrose Youth & Community Centre Pulrose Road Douglas Isle Of Man IM2 1AT,PER,24-Dec-18
18/00817/C,Additional use of part of car park within school grounds for parking of up to 5 minibuses (retrospective),West Building   Ramsey Grammar School Lezayre Road Ramsey Isle Of Man IM8 2RG,PER,24-Dec-18
18/00818/B,First floor extension to rear of dwelling,7 Brisbane Street Douglas Isle Of Man IM1 3JL,REF,24-Oct-18
18/00820/B,Alterations to existing outbuilding to form private living accommodation,Outbuildings Ballagarraghyn Farm Coast Road Jurby Isle Of Man  ,PER,06-Dec-18
18/00821/B,Replacement of existing conservatory roof with tiled roof,5 Poplar Road Douglas Isle Of Man IM2 4AS,PER,19-Sep-18
18/00822/B,Single storey extension to rear elevation,Birch Holme 14 Droghadfayle Road Port Erin Isle Of Man IM9 6EL ,PER,12-Oct-18
18/00823/B,Use of part field for recreational use including siting of motorhome from March to September holiday use and erection of four sheds / structures and concrete pad for solar panels (retrospective),Field 211090 Sandygate Ramsey Isle Of Man  ,REF,19-Oct-18
18/00824/B,Replacement of existing porch to front elevation,Lamode Ballakillowey Road Colby Isle Of Man IM9 4BP,PER,12-Oct-18
18/00825/B,Alterations and erection of front and rear extension,26 Furman Close Onchan Isle Of Man IM3 1BT,PER,19-Sep-18
18/00826/B,Replacement composite door and pvc side panel to front elevation,Barnston Cottage Glen Road Laxey Isle Of Man IM4 7AJ,PER,21-Dec-18
18/00827/B,Alterations and extension to property including installation of flue and part cladding of external walls,1 Mount View Andreas Village Isle Of Man IM7 4HJ ,PER,10-Oct-18
18/00828/B,"Alterations, replacement windows and application of render",Illiam Dhone House 2 Circular Road Douglas Isle Of Man IM1 1PG ,PER,19-Sep-18
18/00829/B,"Alterations including adjustments the window/door openings and installation of solar panels, and erection of first floor extension.",Ballakilley Beg Dreemskerry Hill Dreemskerry Ramsey Isle Of Man IM7 1BE,PER,10-Dec-18
18/00830/B,Installation of replacement windows and door to front elevation,27 Kensington Road Douglas Isle Of Man IM1 3EW,REF,24-Dec-18
18/00831/B,"Alterations to garage, and replacement of existing conservatory with part single/part double storey extension",Stirling Alexander Drive Douglas Isle Of Man IM2 3QX,PER,19-Nov-18
18/00832/B,Replacement of existing conservatory roof with tiled roof,2 Ballagarey Crescent Glen Vine Isle Of Man IM4 4FA,PER,19-Sep-18
18/00834/B,Alterations and rear extension to property,11 Bridge Street Peel Isle Of Man IM5 1NF,PER,19-Sep-18
18/00835/B,Replacement of existing rear window with upvc unit,Harbour View Back Shore Road Laxey Isle Of Man IM4 7DQ,PER,18-Oct-18
18/00836/B,Alterations and erection of a single detached garage,Ballameesch Andreas Road Andreas Isle Of Man IM7 4EN ,PER,10-Oct-18
18/00838/B,Erection of detached double garage,Rose Hill Lodge Richmond Hill Douglas Isle Of Man IM4 1JG ,PER,18-Dec-18
18/00839/B,"Alterations, replacement rear porch, installation of a garage door within rear wall and creation of off road parking (in association with 18/00840/CON)",17 Wesley Terrace Douglas Isle Of Man IM1 3HG,PER,18-Oct-18
18/00840/CON,"Registered Building consent for alterations, replacement rear porch, installation of a garage door within rear wall and creation of off road parking (in association with 18/00839/B)",17 Wesley Terrace Douglas Isle Of Man IM1 3HG,PER,19-Oct-18
18/00841/B,Alterations to and renovation of property including removal of existing chimney,Thorny Lodge Thorny Road Douglas Isle Of Man IM2 5EG,PER,19-Sep-18
18/00843/B,"Alterations, replacement of existing sun lounge glazed roof with tiles and installation of a flue",3 Lakeside Road Douglas Isle Of Man IM2 7BR,PER,19-Sep-18
18/00844/B,Erection of a replacement rear sunroom,14 Hilltop View Douglas Isle Of Man IM2 2LD,PER,19-Sep-18
18/00847/B,Installation of four roof lights,49 Arbory Street Castletown Isle Of Man IM9 1LL,PER,12-Oct-18
18/00848/B,Formation of culvert over stream for access to path to approved play area (PA 16/00806/C),Land Off Glen Vine Road Adjacent To Stoneycroft Glen Vine Isle Of Man  ,PER,10-Oct-18
18/00849/B,Installation of dormer to front elevation,Albert Hotel Athol Street Port St. Mary Isle Of Man IM9 5DS,REF,07-Dec-18
18/00850/A,"Approval in principle for the erection of a new dwelling with integral garaging, addressing means of access",Fields 621477 & 621479 Adj To Magher Drine Ballajora Ramsey Isle Of Man  ,REF,19-Oct-18
18/00851/B,Alterations and erection of rear extension,Ballarhennie House Orrisdale Kirk Michael Isle Of Man IM6 2HJ ,PER,04-Oct-18
18/00852/B,Reduction in size of an existing window to South East elevation,6 Rheast Mooar Close Ramsey Isle Of Man IM8 3LT,PER,28-Sep-18
18/00854/B,Installation of three windows (retrospective),Mountain View Innovation Centre Jurby Road Ramsey Isle Of Man IM7 2DZ ,PER,20-Sep-18
18/00855/B,Installation of two replacement 100 Tonne dry cement storage silos,Site At Oatlands Quarry Santon Depot Oatlands Road Santon Isle Of Man  ,PER,20-Sep-18
18/00857/GB,"Re-location of entrance gate pillar, widening of gates and re-routing of entrance drive at Lezayre Road junction - RB 168 (in association with Registered Building Application 18/00858/CON)",Milntown Mansion Glen Auldyn Ramsey Isle Of Man IM7 2AB ,PER,11-Oct-18
18/00858/CON,"Registered Building Consent for the re-location of entrance gate pillar, widening of gates and re-routing of entrance drive at Lezayre Road junction - RB 168 (in association with application 18/00857/GB)",Milntown Mansion Glen Auldyn Ramsey Isle Of Man IM7 2AB ,PER,11-Oct-18
18/00859/B,Installation of french doors and glazed balcony in place of existing window at third floor level,Pebbles Douglas Street Castletown Isle Of Man IM9 1BD,PER,27-Sep-18
18/00860/B,"Alterations and extension to property, and creation of terrace",7 Perwick Road Port St. Mary Isle Of Man IM9 5PA,PER,22-Nov-18
18/00861/B,Alterations and additions including replacement of conservatory with sun lounge and erection of detached garage,5 Farmhill Lane Douglas Isle Of Man IM2 2EB,PER,12-Oct-18
18/00863/B,"Alterations to existing first floor balcony and ground level terrace, including installation of decking, new pergola and new external staircase",Silver Creek House 12 Cronk Road Union Mills Isle Of Man IM4 4NJ ,PER,21-Nov-18
18/00866/B,Installation of timber raised balcony deck,Minorca Chapel Minorca Hill Laxey Isle Of Man IM4 7DP,PER,12-Oct-18
18/00867/B,Removal of chimney stack and associated roof works,19 Castle Street Douglas Isle Of Man IM1 2EX,PER,27-Sep-18
18/00868/B,Replacement of two single garage doors and dividing pillar with one double garage door.,32 Cronk Drean Douglas Isle Of Man IM2 6AU,PER,27-Sep-18
18/00871/B,Erection of summerhouse (amendments to application 18/00188/B),Murtagh House Battery Road Peel Isle Of Man IM5 1UD ,PER,27-Sep-18
18/00872/B,Increase in height of existing timber boundary fence,9 Bradda View Ballakillowey Colby Isle Of Man IM9 4BE,PER,24-Sep-18
18/00873/B,Removal of false chimney stack on west elevation of property,35A Ard Reayrt Laxey Isle Of Man IM4 7QP ,REF,27-Sep-18
18/00874/B,Replacement of existing conservatory roof with tiled roof,5 Tromode Green Douglas Isle Of Man IM2 5NT ,PER,20-Sep-18
18/00875/B,"Alterations to property including replacement windows, removal of pebble dash finish and replacement of flat roofs with pitched roofs to dormer window and sun lounge",Cliff View Pinfold Hill Laxey Isle Of Man IM4 7HL,PER,24-Oct-18
18/00877/B,Replacement single storey conservatory,Glengarth Port Soderick Glen Port Soderick Isle Of Man IM4 1BE,PER,07-Nov-18
18/00878/B,Erection of an extension to an existing agricultural building and alterations to an existing vehicular access,Ballakeigh Farm West Kimmeragh Road Bride Isle Of Man IM7 4BA,REF,24-Oct-18
18/00879/B,Installation of flue from extraction unit,Unit 11B The Village Walk Onchan Isle Of Man IM3 4EB,PER,23-Oct-18
18/00881/B,Replacement of existing balcony double doors and side lights with Veka UPVC units,Apartment 24 Millennium Court Queens Promenade Douglas Isle Of Man IM2 4NN ,PER,04-Oct-18
18/00883/B,Erection of storage shed for agricultural equipment,Field 521615 Land Adj To Leece Lodge Strang Douglas Isle Of Man  ,PER,19-Nov-18
18/00884/C,Additional use of ancillary accommodation as tourist accommodation,Mill House Old Castletown Road Santon Isle Of Man IM4 1EX,PER,10-Oct-18
18/00885/B,"Variation of condition 10 of PA 12/01140/B, Erection of a fishing complex with lakes, cafe, four holiday cottages, educational facility and landscaping, to change the hours of operation for cafe from 05.00hrs to 21.00hrs to 07.00hrs to 23.00hrs",Sunset Lakes Ballagyr Lane Peel Isle Of Man   ,PER,04-Oct-18
18/00886/B,Erection of first floor extensions to provide additional living accommodation,Rose Hill Farm Richmond Hill Douglas Isle Of Man IM4 1JG ,PER,07-Nov-18
18/00887/B,Removal of redundant chimney stack,6 Ramsey Road Peel Isle Of Man IM5 1UB,PER,10-Oct-18
18/00888/B,Creation of new ground floor window and alterations to existing window openings,Santa Rosa Summerhill Douglas Isle Of Man IM2 4PG,PER,03-Oct-18
18/00889/B,Street paving and associated regeneration works,Street Market Hill Douglas Isle Of Man  ,PER,24-Dec-18
18/00892/B,Replacement windows to front elevation of dwelling,5 Tynwald Road Peel Isle Of Man IM5 1JZ,PER,14-Nov-18
18/00893/B,Installation of an oil tank,1 Ballaterson Road Peel Isle Of Man IM5 1BJ,PER,19-Oct-18
18/00895/B,Alterations and refurbishment of existing garages including installation of a double garage door and altering existing flat roof to pitched roof,18 Somerset Road Douglas Isle Of Man IM2 5AD,PER,03-Oct-18
18/00896/B,"Alterations in connection with a change of use from bank to restaurant (class 3) and takeaway, including installation of flue from new extraction system.",Bank Station Road Ballasalla Isle Of Man IM9 2DD,REF,26-Oct-18
18/00897/C,Change of use of property from cafe and apartment to full residential use,Tower Buildings Strand Road Port Erin Isle Of Man IM9 6HE,PER,14-Nov-18
18/00898/B,Replacement of existing conservatory roof with tiled roof with a hipped pitch form,114 Magherbreekyn Port Erin Isle Of Man IM9 6DE,PER,25-Oct-18
18/00900/B,Widening of existing vehicular access,1 Close Corneil Port Erin Isle Of Man IM9 6BN,PER,25-Oct-18
18/00902/B,Alterations to property including replacement of roof tiles with marley concrete tiles and rendering of west gable,Barrowcroft Shore Road Castletown Isle Of Man IM9 1BF,PER,12-Oct-18
18/00903/B,Construction of porch to front of property,Brook Cottage Castletown Road Port St. Mary Isle Of Man IM9 5LT,PER,25-Oct-18
18/00904/B,Erection of log cabin on former tarmac playground for storage and making up beekeeping equipment,Old Marown School Old Church Road Crosby Isle Of Man IM4 2HA ,PER,04-Oct-18
18/00905/C,Change of use from estate agents to hair and beauty salon,The Old Post Office Main Road Kirk Michael Isle Of Man IM6 1AH ,PER,19-Oct-18
18/00906/B,Erection of wood cabin to side of property for use as storage and hobbies room,18 Erin Lane Port Erin Isle Of Man IM9 6FE ,PER,26-Oct-18
18/00909/C,Change of use from commercial unused offices to a residential property,6 Kingswood Grove Douglas Isle Of Man IM1 3LX,PER,03-Oct-18
18/00910/B,Alterations and erection of an extension,2 Cronk Y Berry Drive Douglas Isle Of Man IM2 6HB,PER,18-Oct-18
18/00911/B,"Alterations, removal of a chimney and erection of an extension",East Lhergydhoo Dairy Farm Farmhouse Lhergydhoo Peel Isle Of Man IM5 2AE ,PER,04-Oct-18
18/00915/B,Replacement of existing conservatory roof with tiled roof,Silverdene Station Road Ballasalla Isle Of Man IM9 2DQ,PER,19-Oct-18
18/00917/B,Erection of a front porch to replace existing canopy,10 Ballanawin Strang Douglas Isle Of Man IM4 4NR,PER,18-Dec-18
18/00920/B,Extension and alterations to property,Quarterbridge House Quarterbridge Road Douglas Isle Of Man IM2 3RL,PER,03-Oct-18
18/00921/B,Installation of a replacement front door,3 Bridge Street Peel Isle Of Man IM5 1NB,PER,19-Nov-18
18/00922/B,"Alterations, erection of extension and expansion of driveway and access",2 St Marys Glebe Port St. Mary Isle Of Man IM9 5PF,PER,30-Oct-18
18/00923/B,"Replacement of existing utility room and porch with single storey extension to create new kitchen, utility and living area",North Point Formerly Harmony View Upper Ballastrooan Colby Isle Of Man IM9 4NR ,PER,14-Nov-18
18/00925/B,"Erection of fencing, summer house and a replacement garage",White Cottage Main Road Ballabeg Castletown Isle Of Man IM9 4HA,PER,30-Oct-18
18/00926/B,"Replacement of existing conservatory with single storey extension to rear of property, and installation of window to side of property as part of garage conversion to living accommodation",35 Droghadfayle Road Port Erin Isle Of Man IM9 6EN,PER,19-Oct-18
18/00927/B,"Alterations, erection of an extension and replacement of glazed conservatory roof with tiles",28 The Laurels Douglas Isle Of Man IM2 7DN,PER,10-Oct-18
18/00928/B,"Alterations, erection of extension and raised decking",19 Highfield Crescent Onchan Isle Of Man IM3 3BX,PER,10-Oct-18
18/00929/B,"Alterations to facilitate a change of use from class 1/offices to class 3 food and drink, and takeaway",6 Regent Street Douglas Isle Of Man IM1 2EA ,PER,30-Oct-18
18/00930/B,Erection of an agricultural building,Field 434971 Billown Quarry Fields Foxdale Road Ballasalla Isle Of Man  ,PER,27-Nov-18
18/00931/B,Erection of outbuilding to rear of property for boiler/water cylinder and storage,7 Brookfield Terrace Foxdale Isle Of Man IM4 3ED,PER,11-Oct-18
18/00933/B,Erection of conservatory to rear of property,Sea Cottage 3 Lime Street Port St. Mary Isle Of Man IM9 5ED,PER,14-Nov-18
18/00934/B,Erection of flagpoles to West elevation of Hotel and South elevation of Golf Club,Hotel/leisure Complex & Golf Club Comis At Mount Murray Mount Murray Road Mount Murray Douglas Isle Of Man IM4 2HT,PER,01-Nov-18
18/00936/B,Erection of a first floor extension over existing garage to provide additional living accommodation,1 Oak Road Ballawattleworth Peel Isle Of Man IM5 1WD ,PER,19-Oct-18
18/00937/B,Installation of replacement rear door and patio doors,7 Christian Street Peel Isle Of Man IM5 1NW,PER,19-Oct-18
18/00938/B,Removal of chimney stack,71 Friary Park Ballabeg Castletown Isle Of Man IM9 4EP,PER,02-Nov-18
18/00939/B,Alterations and erection of a two storey extension to dwelling (amendments to PA 16/00897/B),Green Hills Pinfold Hill Laxey Isle Of Man IM4 7HJ,PER,06-Dec-18
18/00941/B,Replacement of existing basement window with a door,Savoy 6 Castlemona Terrace Central Promenade Douglas Isle Of Man IM2 4LU ,PER,19-Oct-18
18/00943/B,Replacement of slate roof and roof lights,21 Kensington Road Douglas Isle Of Man IM1 3EP,PER,15-Oct-18
18/00944/B,Erection of extension to rear of property,Reina Malvern Road Douglas Isle Of Man IM2 5AP,PER,19-Oct-18
18/00945/B,"Erection of stables/tack room/storage building on land adjacent to dwelling, including adjustments to access driveway",Replacement Dwelling Part Of Field 430242 Corlea Farm Corlea Road Ballasalla Isle Of Man  ,PER,19-Oct-18
18/00946/B,"Installation of first floor window in south facing wall, and cladding of existing rear extension with timber boarding",Broomfield Cottage Qualtroughs Lane Ballafesson Port Erin Isle Of Man IM9 6TP,PER,10-Oct-18
18/00948/B,Creation of new vehicular access to provide off street parking area within front garden of property,Sound Of The Falls 5 Hamilton Terrace Lower Foxdale Isle Of Man IM4 3BB ,REF,27-Nov-18
18/00949/B,Alterations and extension to the rear of dwelling,88 Summerhill Road Onchan Isle Of Man IM3 1NH,PER,10-Oct-18
18/00950/B,Removal of three chimney stacks and replacement roof tiles,Tan Coirrey Hey Brookfield Crescent Ramsey Isle Of Man IM8 2AQ ,PER,19-Oct-18
18/00951/B,"Construction of a first floor extension, alterations, conversion of a garage and removal of chimney",Canny Hill House Main Road Baldrine Isle Of Man IM4 6ER ,PER,30-Oct-18
18/00954/B,Erection of extension to rear of property,63A Friary Park Road Ballabeg Castletown Isle Of Man IM9 4EP,PER,09-Nov-18
