Decisions issued under delegated authority 1/1/19 - 31/12/19,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Installation of signage,Public Shelter Near To Bay Hotel Shore Road Port Erin Isle Of Man  ,PER,30-May-19,19/00411/D
Demolition of existing and erection of a replacement detached garage (in association with 18/01191/CON),Thie Gennal Main Road Kirk Michael Isle Of Man IM6 2HG,PER,04-Mar-19,18/01190/B
Registered Building consent for the demolition of existing and erection of a replacement detached garage (in association with 18/01190/B),Thie Gennal Main Road Kirk Michael Isle Of Man IM6 2HG,PER,04-Mar-19,18/01191/CON
Installation of a five metre flagpole mast with associated equipment,Andreas Parish Church St Andrews Church Andreas Village Isle Of Man IM7 4HH ,PER,09-Jan-19,18/01192/B
"Alterations in connection with conversion of existing storage area to open plan office space, installation of mezzanine floor to provide additional office space, formation of window and door openings, provision of external fire escape and entrance canopy ",Stores And Workshops Hills Meadow Industrial Estate Douglas Isle Of Man IM1 5EA ,PER,16-Apr-19,19/00023/B
Alterations and extensions to dwelling,Woodbank Glen Auldyn Ramsey Isle Of Man IM7 2AF ,PER,11-Mar-19,18/01238/B
Erection of single storey extension,Green Sleeves 13 Balladoyne Estate St Johns Isle Of Man IM4 3LX,PER,24-Oct-19,19/00945/B
Erection of summer house in rear garden,4 Cronk Drine Union Mills Isle Of Man IM4 4NG,PER,16-Oct-19,19/00946/B
Erection of a single storey extension,57 Howe Road Onchan Isle Of Man IM3 2AY,PER,12-Dec-19,19/01171/B
Alterations and erection of extension to front and rear elevations,Dhowin  Cottage Smeale Road Andreas Isle Of Man IM7 4JA,PER,12-Dec-19,19/01172/B
Erection of sun/garden room (retrospective),2 Meadow Court Ballasalla Isle Of Man IM9 2DW,PER,24-Dec-19,19/01173/B
Erection of replacement conservatory,23 Cannan Court Kirk Michael Isle Of Man IM6 1FA ,PER,17-Dec-19,19/01174/B
Alterations and erection of extension to dwelling,9 River Walk Braddan Douglas Isle Of Man IM4 4TJ,PER,30-Aug-19,19/00779/B
"Alterations, erection of rear extension and first floor extension above garage",26 Clybane Road Douglas Isle Of Man IM2 2LP,PER,16-Dec-19,19/01119/B
Installation of replacement windows to front elevation,7 Hope Street Castletown Isle Of Man IM9 1AS,PER,13-Dec-19,19/01120/B
Change of use from Public House to residential property,Liverpool Arms Main Road Baldrine Isle Of Man IM4 6AE,REF,24-Jan-19,18/00870/C
Installation of a roller shutter door to side elevation of building and installation of gates within boundary fence,Unit 9 And Builders Merchant Yard Hills Meadow Industrial Estate Douglas Isle Of Man  ,PER,01-Mar-19,18/01084/B
Widening of existing vehicular access,Homecroft Hibernia Ramsey Isle Of Man IM7 1ER ,PER,30-Jan-19,18/01341/B
Erection of a detached swimming pool building,17 Ballanard Woods Ballanard Road Douglas Isle Of Man IM2 5PQ ,PER,05-Sep-19,19/00426/B
Alterations and extension to rear plant room,Hyperbaric Chamber Peel Road Douglas Isle Of Man IM1 5ED,PER,27-Jun-19,19/00522/B
Erection of front porch extension,Vardale Croit E Quill Road Laxey Isle Of Man IM4 7JH,PER,27-Jun-19,19/00523/B
Alterations and installation of rear dormer and decking,8 Marathon Avenue Douglas Isle Of Man IM2 4HZ,PER,04-Jul-19,19/00524/B
Erection of an agricultural storage unit (retrospective),Field 114116 West Kimmeragh Road Bride Isle Of Man  ,REF,22-Jan-19,18/00766/B
Attic conversion and external alterations to dwelling (amendments to PA 15/00677/B),Thie Ny Creg Plantation Road Port St. Mary Isle Of Man IM9 5AY ,PER,23-Jan-19,18/01226/B
Creation of a secure bin enclosure to the rear of the School,QEII High School Douglas Road Peel Isle Of Man IM5 1RD ,PER,09-Jan-19,18/01229/B
"Erection of extension to side of property, and installation of gates to driveway",171 Fairways Drive Mount Murray Douglas Isle Of Man IM4 2JG ,PER,24-May-19,18/01306/B
Installation of Flue (retrospective),7 Beech Avenue Onchan Isle Of Man IM3 3HQ,PER,03-May-19,19/00316/B
"Alterations, enlargement of windows, replacement of existing windows, removal  of existing annex and creation of door canopy.",1 Cooil Road Braddan Isle Of Man IM4 2AF ,PER,15-May-19,19/00318/B
"Erection of detached dwelling with associated vehicular access, driveway, landscaping and drainage",Land Adjacent To Longmead Ballakillowey Road Colby Isle Of Man  ,PER,30-May-19,19/00320/B
Alterations and single storey extension to dwelling,Bay View Harbour Road Onchan Isle Of Man IM3 1BJ,PER,28-May-19,19/00319/B
Alterations and extension to existing restaurant and smoking area,King Edward Bay Golf And Country Club Groudle Road Onchan Isle Of Man IM3 2JR ,PER,03-May-19,19/00321/B
Installation of replacement windows and door to front elevation,Rose Cottage South Cape Laxey Isle Of Man IM4 7BU ,PER,29-May-19,19/00323/B
Alterations to vehicular access and creation of decking (retrospective),Hill Top Ocean Castle Drive Port Erin Isle Of Man IM9 6LU ,PER,21-Jun-19,19/00326/B
Installation of a heat pump to side elevation,Dring Cottage Saint Marys Road Port Erin Isle Of Man IM9 6JJ,PER,30-Sep-19,19/00869/B
Replacement of existing glazed conservatory roof with tile,15 St Stephens Meadow Sulby Isle Of Man IM7 3DA ,PER,10-Oct-19,19/00940/B
Erection of timber horse training pen.,Mine Cottage Ballakilpheric Road Colby Isle Of Man  ,PER,04-Apr-19,19/00050/B
Erection of ground floor extension,The Firs Glen Wyllin Kirk Michael Isle Of Man IM6 1AW ,REF,21-Oct-19,19/00525/B
Removal of exiting chimney stack,Cronk Breck 33 Eskdale Road Onchan Isle Of Man IM3 2AH,PER,27-Jun-19,19/00526/B
Installation of protective netting on boundary of Rushen Youth and Community Centre,Youth & Community Centre Bay View Road Port Erin Isle Of Man IM9 6LF ,PER,02-Jul-19,19/00527/B
Replacement of existing glazed conservatory roof with tile,16 Lezayre Park Ramsey Isle Of Man IM8 2PU,PER,10-Oct-19,19/00941/B
Installation of external ramp and steps,2 Athol Street Isle Of Man Bank Douglas Isle Of Man IM1 1JA,PER,04-Jul-19,19/00587/B
"Alterations to vehicle access and parking area, erection of garden shed and garden room (retrospective)",Corvally Barn Bollyn Road Ballaugh Isle Of Man IM7 5AY ,PER,19-Dec-19,19/01145/B
Erection of two storey extension to side elevation,Courtlands Somerset Road Douglas Isle Of Man IM2 5AQ,PER,11-Dec-19,19/01147/B
Demolition of existing rear porch and erection of a conservatory (in association with 18/01179/CON),18 Castle Street Peel Isle Of Man IM5 1AN,PER,04-Mar-19,18/01178/B
Additional use of residential apartment as tourist living accommodation,67 Spectrum Apartments Central Promenade Douglas Isle Of Man IM2 4LL ,PER,26-Feb-19,19/00004/C
Installation of replacement windows,20 Glenfaba Road Peel Isle Of Man IM5 1BU,PER,31-May-19,19/00374/B
"Reserved matters application for erection of a dwelling on plot one addressing siting, internal layout, design, means of access, external appearance  and landscaping (in association with 16/01139/A)",Fields 612728 & 612727 Baldrine Road Baldrine Isle Of Man  ,PER,01-Mar-19,18/01166/REM
"Variation of condition 1 of PA 16/00576/A for the approval in principle for the erection of a four storey apartment block, to extend the period of approval for a further 2 years",21 - 22 West Quay Ramsey Isle Of Man  ,PER,11-Mar-19,18/01234/B
"Alterations, demolition of existing outbuildings and erection of extension (in association with 19/00159/CON)",Westport House 4 Devonshire Road Douglas Isle Of Man IM2 3QY,PER,24-May-19,19/00158/B
Registered Building Consent for the demolition elements of PA 19/00158/B,Westport House 4 Devonshire Road Douglas Isle Of Man IM2 3QY,PER,24-May-19,19/00159/CON
Alterations and erection of a rear two storey extension,169 Royal Avenue Onchan Isle Of Man IM3 1LL,PER,04-Apr-19,19/00160/B
Replacement of existing glazed conservatory roof with tiles,35 Erin Way Port Erin Isle Of Man IM9 6EF ,PER,04-Apr-19,19/00161/B
"Variation of condition one of PA 17/00317/C, Temporary change of use to worship hall with associated administration, practice spaces, meeting areas and nursery, to extend the period of permission by two years",Former Fairfield School Fairfield Terrace Douglas Isle Of Man IM1 1BE,PER,04-Apr-19,19/00162/B
Erection of extension to provide garage with terrace above,3 Cooil Ushtey Port Lewaigue Ramsey Isle Of Man IM7 1AQ,REF,16-May-19,19/00183/B
Sun room extension at rear of property to replace existing conservatory,24 Windermere Avenue Onchan Isle Of Man IM3 2DT ,PER,08-May-19,19/00381/B
Replacement of existing external doors on rear elevation with windows,5 Queens Road Onchan Isle Of Man IM3 4AF,PER,30-Sep-19,19/00735/B
Additional use as tourist accommodation,Flat 1 Basement  Pier View Stanley Mount East Ramsey Isle Of Man IM8 1NP,PER,21-Aug-19,19/00737/C
Alterations and installation of a rear dormer window,21 Linden Gardens Douglas Isle Of Man IM2 6AB ,PER,03-May-19,19/00315/B
Installation of two roof lights to front elevation,Sunnyside Lower Dukes Road Douglas Isle Of Man IM2 4BH,PER,01-Oct-19,19/00915/B
"Alterations, erection of rear two storey extension, installation of a heat pump to rear of garage, widening of access and relocation of a tree",29 The Park Onchan Isle Of Man IM3 1HR,REF,16-Oct-19,19/00985/B
Divide existing apartment into two apartments,Apartment 15 / 22 Douglas Head Apartments Douglas Head Douglas Isle Of Man IM1 5BY ,PER,16-Oct-19,19/00986/B
Addition of seven polycarbonate panels between poles of existing enclosure (retrospective),The Old Mortuary Farrants Way Castletown Isle Of Man IM9 1NR,PER,24-Oct-19,19/00987/B
Additional use of residence as tourist accommodation,20 Lime Street Port St. Mary Isle Of Man IM9 5EF,PER,11-Oct-19,19/00976/C
Replacement of garage door with a doorway and extension of driveway,23 Cooil Breryk Ramsey Isle Of Man IM8 3HL ,PER,14-Nov-19,19/01060/B
"Alterations, installation of replacement windows and replacement of two ground floor windows with timber double doors",10 Water Street Ramsey Isle Of Man IM8 1JP ,PER,13-Nov-19,19/01070/B
Installation of a 10 cycle shelter,Fire Station Peel Road Douglas Isle Of Man IM1 5ED,PER,08-Nov-19,19/01071/B
Alterations and erection of extension,11 Beech Avenue Onchan Isle Of Man IM3 3HQ,PER,14-Nov-19,19/01073/B
Two storey extension to rear of property,Ballawanton Farm The Lhen Andreas Isle Of Man IM7 3EH ,PER,04-Apr-19,18/01303/B
"Alterations, erection of an external balcony and additional use of dwelling to provide tourist living accommodation",Glenfaba Lodge Glenfaba Road Raggatt Peel Isle Of Man IM5 3AD,PER,04-Mar-19,19/00053/B
"Alterations, installation of a dormer window and erection of extensions to provide garaging and living accommodation",Glenlea Lodge Truggan Road Port St. Mary Isle Of Man IM9 5LD,PER,08-Jan-19,18/01148/B
Installation of flue from a multi-fuel stove,4 King Orry Road Glen Vine Isle Of Man IM4 4EL ,PER,22-Jan-19,18/01212/B
"Installation of cladding to existing hoardings, repair and repositioning of seating, installation of additional seating, planting and bin stores",Villiers Square Fort Street Douglas Isle Of Man  ,PER,13-May-19,19/00424/B
Installation of non-illuminated signage,Villiers Square Fort Street Douglas Isle Of Man  ,PER,03-Jun-19,19/00425/D
Installation of replacement door,Lambourne Cottage Main Road Kirk Michael Isle Of Man IM6 1AB,PER,14-Jun-19,19/00428/B
"Alterations and erection of two storey extension to side of dwelling, installation of replacement roof tiles and render",Ballagrianey Spaldrick Avenue Port Erin Isle Of Man IM9 6PE,PER,30-May-19,19/00430/B
"Installation of weather boarding, render and replacement roof tiles and installation of window in existing garage (part retrospective)",Norleigh 7 Elizabeth Rise Castletown Isle Of Man IM9 1EL,PER,11-Jul-19,19/00429/B
" Alterations, erection of extension, creation of a pitched roof over garage and vehicular access amendments",Highfield (formerly Aniwa) Douglas Road Kirk Michael Isle Of Man IM6 1AR ,PER,21-May-19,19/00290/B
Approval in principle for the erection of an agricultural workers dwelling addressing siting,Mount Karrin  Sulby Glen Sulby Isle Of Man IM7 2BB,REF,21-May-19,19/00292/A
Erection of a rear extension,Bramble Tor Tromode Park Douglas Isle Of Man IM2 5LB,PER,24-May-19,19/00295/B
"Alterations, erection of extensions and replacement of existing glazed conservatory roof with tile",Ballacowle Agneash Laxey Isle Of Man IM4 7NP ,PER,03-May-19,19/00296/B
Alterations and erection of a first floor extension to dwelling,Ard Aalin Pinfold Hill Laxey Isle Of Man IM4 7HW ,PER,07-May-19,19/00297/B
Erection of an agricultural building for storage and livestock,Field 214552 (formerly 211012) Ballacrye Jurby Isle Of Man  ,REF,19-Feb-19,18/01102/B
Alterations including creation of rear patio door and reduction in size of existing window.,Struie Highfield Drive Baldrine Isle Of Man IM4 6ED,PER,20-Feb-19,19/00037/B
Installation of replacement front door,Eastfield 58 Queen Street Castletown Isle Of Man IM9 1NZ,PER,22-Aug-19,19/00696/B
Alterations and erection of ground floor and first floor extension to dwelling,3 Harcroft Meadow Douglas Isle Of Man IM2 1JS ,PER,08-Aug-19,19/00698/B
Alterations and erection of roof to cover rear yard,8 Hatfield Grove Douglas Isle Of Man IM1 3HD,PER,05-Jun-19,19/00382/B
Erection of a detached garden shed / store,The Lhea Pinfold Hill Laxey Isle Of Man IM4 7HL,PER,29-May-19,19/00385/B
Erection of an interpretation board on south facing gable wall of building,Foxdale Heritage Centre Station House Mines Road Foxdale Isle Of Man IM4 3EX,PER,11-Nov-19,19/01005/D
Erection of a timber shed (retrospective),Field 131341 Main Road Sulby Isle Of Man  ,PER,18-Nov-19,19/01089/B
Installation of replacement windows to front elevation,13 Circular Road Peel Isle Of Man IM5 1ND,PER,20-Nov-19,19/01091/B
Erection of a detached dwelling and associated detached garage,Stables Rear Of Cooil Avenue Kirk Michael Isle Of Man,REF,09-Dec-19,19/01094/B
Erection of single storey extension to side elevation,Skerrisdale Stockfield Road Kirk Michael Isle Of Man IM6 1HP,PER,01-Oct-19,19/00903/B
Alterations and erection of two storey extension,Dreemlang 40 Victoria Road Castletown Isle Of Man IM9 1ED,PER,01-Oct-19,19/00908/B
Installation of replacement windows,Apt 5  Seaforth House 25 Loch Promenade Douglas Isle Of Man IM1 2LX,PER,01-Oct-19,19/00909/B
Erection of balcony at first floor level,Ballacondra Barn Cranstal Bride Isle Of Man IM7 4BP ,PER,15-Feb-19,18/01081/B
Installation of electrical meter box to existing wall,8 Summerhill Douglas Isle Of Man IM2 4PG,PER,21-Aug-19,19/00693/B
Installation of replacement roof tiles,15 Cooil Breryk Ramsey Isle Of Man IM8 3HL ,PER,12-Sep-19,19/00694/B
Installation of eight replacement windows to front elevation,1 Brunswick Road Douglas Isle Of Man IM2 3LL,PER,25-Sep-19,19/00752/B
"Installation of replacement windows, alteration to windows, replacement door and creation of two roof lights",Freelyn Old Laxey Hill Laxey Isle Of Man IM4 7BT,PER,21-Aug-19,19/00754/B
Replacement of existing glazed conservatory roof with tiles,30 Balleigh Park Ramsey Isle Of Man IM8 3NL,PER,02-Jul-19,19/00473/B
Creation of field access gateways on either side of track (retrospective),Disused Railway Track Between Fields 324280 & 324282 Glen Vine Isle Of Man  ,PER,09-Dec-19,19/01124/B
Installation of replacement front door and additional use of residential property as tourist living accommodation,Mariners House Back Shore Road Laxey Isle Of Man IM4 7DQ,PER,21-Nov-19,19/01125/B
Installation of a replacement window,Cranford 116 Woodbourne Road Douglas Isle Of Man IM2 3BA,PER,02-Dec-19,19/01126/B
Alterations and replacement of existing conservatory with single storey rear extension,7 Bradda View Ballakillowey Colby Isle Of Man IM9 4BE,PER,18-Sep-19,19/00795/B
