Decisions issued under delegated authority 1/1/11 - 31/12/11,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Creation of new farm vehicular access,Field 313057 Land Adjacent To Cronkbreck Farm Main Road Greeba Isle Of Man IM4 3LG,PER,02-Sep-11,11/01003/B
Siting of a metal storage container,Ballacottier Primary School Clybane Road Douglas Isle Of Man IM2 2ST,PER,28-Oct-11,11/01306/B
Alterations and extension to dwelling,Juniper House 1 Bradda West Lane Port Erin Isle Of Man IM9 6PW,PER,18-Nov-11,11/01385/B
"Demolition of outbuildings and creation of glazed areas in lower rear courtyard, installation of solar panels and creation roof terrace",9 Fort William Head Road Douglas Isle Of Man IM1 5BQ ,PER,22-Nov-11,11/01409/B
Alterations and creation of field access,Field 122174 St Judes Road West Craig Ramsey Isle Of Man  ,PER,20-Sep-11,11/00792/B
Creation of a field access,Field 122228 Loop Road West Craig Ramsey Isle Of Man  ,REF,20-Sep-11,11/00793/B
Creation of a field access,Field 124155 St Judes Road St Judes Isle Of Man  ,REF,20-Sep-11,11/00794/B
Erection of a replacement dwelling,Fern Cottage Ballaragh Laxey Isle Of Man IM4 7PJ ,PER,22-Jul-11,11/00795/B
Alterations and extension to dwelling (amendment to PA 10/01164/B),7 Reayrt Lhean Castletown Isle Of Man IM9 1HQ,PER,22-Nov-11,11/01413/B
Refurbishment works including removal of chimneys and application of insulation render,18-50 (Even Nos) North View Peel Isle Of Man IM5 1DQ,PER,14-Jul-11,11/00786/B
"Alterations, replace existing garage door with windows and door, erection of a garage extension and extend driveway",Melrose Cottage St Judes Road Andreas Isle Of Man IM7 3HF,PER,11-Oct-11,11/01119/B
Creation of temporary construction access from Ballanard Road (Retrospective),Ballanard Woods Residential Development  Ballanard Road Douglas Isle Of Man  ,PER,22-Nov-11,11/01134/B
Erection of an extension to existing garage,3 Ballamillaghyn Estate Mount Rule Douglas Isle Of Man IM4 4HU,PER,28-Sep-11,11/01139/B
Installation of underground heating pipes in field (Retrospective),Field 624472 Glen Mona Ramsey Isle Of Man  ,PER,02-Aug-11,11/00623/B
Erection of advertising signage,15 - 17 Strand Street Douglas Isle Of Man IM1 2ED,PER,29-Sep-11,11/01193/D
Installation of dormer to rear elevation,49 Birch Hill Crescent Onchan Isle Of Man IM3 3DD,PER,11-Oct-11,11/01196/B
Erection of detached dwelling,Land Adjacent To Kerrowkeil Patrick Road St Johns Isle Of Man  ,PER,29-Sep-11,11/01199/B
"Erection of conservatory to replace existing greenhouse, garage door replacement and creation of window to garage",Gat E Whing Smeale Andreas Isle Of Man IM7 3EF ,PER,11-Oct-11,11/01201/B
"Alterations, erection of a two storey extension and rear access gate",9 Close Quirk Douglas Isle Of Man IM2 2HN,PER,26-Jul-11,11/00797/B
Alterations and erection of a two storey extension to dwelling,5 Mona Terrace Castletown Isle Of Man IM9 1BH,PER,21-Nov-11,11/01036/B
Conversion of duplex apartment into two separate apartments,Apartment's 4 & 8 Brewery Wharf Castletown Isle Of Man IM9 1ES,PER,14-Jul-11,11/00777/B
Erection of a garage and extension of hard standing,1 Joseph Hall Avenue Reayrt Y Sheear Douglas Isle Of Man IM2 6PN ,PER,14-Jul-11,11/00778/B
Erection of a retaining wall and alterations to rear garden levels,116 Cronk Liauyr Douglas Isle Of Man IM2 5LL,PER,30-Aug-11,11/00815/B
Erection of a replacement extension and creation of an additional window,Church Farm Great Meadow Castletown Isle Of Man IM9 4EB ,PER,26-Jul-11,11/00816/B
Alterations and erection of an extension to dwelling,28 Larivane Meadows Andreas Isle Of Man IM7 4JD ,REF,25-Jul-11,11/00817/B
Erection of a first floor extension over existing garage,2 Northcroft Off Malew Street Castletown Isle Of Man IM9 1LT ,REF,28-Sep-11,11/01137/B
Erection of a replacement extension to dwelling,The Stables Trollaby Lane Union Mills Isle Of Man IM4 4AP,PER,17-Oct-11,11/01251/B
Alterations and roofing works to premises,4/5 Glen Falcon Road Douglas Isle Of Man IM2 3EY,PER,22-Nov-11,11/01252/B
Window and door alterations to dwelling,5 Strathallan Crescent Douglas Isle Of Man IM2 4NR,PER,05-Dec-11,11/01462/B
Installation of a 15m monopole supporting two antennas and associated base station,Field 434126 Foxdale Road Ballasalla Isle Of Man  ,PER,10-Nov-11,11/01467/TEL
Remove existing earth bank and replace with a wall,Thie Keirn Ardonan Lane Regaby Ramsey Isle Of Man IM7 3HN,PER,05-Dec-11,11/01469/B
Replace existing garage door with a window,8 Oak Road Ballawattleworth Peel Isle Of Man IM5 1WN ,PER,03-Aug-11,11/00873/B
Erection of a front porch,22 Hillcroft Rise Douglas Isle Of Man IM2 7EE ,PER,03-Aug-11,11/00874/B
Installation of replacement windows and door,Flat 2  Withington Court Withington Road Douglas Isle Of Man IM2 3BE,PER,16-Aug-11,11/00894/B
Erection of a replacement garage,Holly Trees Glen Mona Loop Road Glen Mona Ramsey Isle Of Man IM7 1HG,PER,25-Aug-11,11/00910/B
Alterations and first floor extension over garage,The Vickerage Willow Lane  Eairy Isle Of Man IM4 3HP ,PER,01-Sep-11,11/00959/B
Replace existing window with a door to rear elevation of dwelling,Wingfield 6 Coburg Road Ramsey Isle Of Man IM8 3EH,PER,25-Jul-11,11/00819/B
Removal of chimney stack,27 Brisbane Street Douglas Isle Of Man IM1 3JH,PER,30-Aug-11,11/00960/B
Installation of replacement front and back doors,Croit-Ny-Kiyt Crossag Road Ballasalla Isle Of Man IM9 3EF,PER,30-Aug-11,11/00961/B
"Demolition of chimney stack, creation of a roof terrace and the installation of roof lights to dwelling",4 Second Avenue Douglas Isle Of Man IM2 6AW,PER,28-Sep-11,11/00823/B
Installation of replacement ground floor windows to rear elevation,Isle Of Man Bank  Parliament Street Ramsey Isle Of Man IM8 1AP,REF,29-Jul-11,11/00826/B
Erection of a detached dwelling with integral garage,Land At Erinbrae Bride Road Ramsey Isle Of Man  ,PER,29-Jul-11,11/00853/B
Erection of an extension to and conversion of existing detached garage to create ancillary living accommodation,Ballakewin Farm Foxdale Road Ballasalla Isle Of Man IM9 3DW,REF,01-Sep-11,11/00855/B
Installation of replacement widows and rear door,54 Glenfaba Road Peel Isle Of Man IM5 1DA,PER,07-Dec-11,11/01538/B
Erection of a dwelling,Land Forming Part Of    14 Main Road Onchan Isle Of Man IM3 1AS,PER,03-Nov-11,11/00849/B
Conservatory to rear elevation,7 Alderley Close Douglas Isle Of Man IM2 1NT,PER,09-Sep-11,11/01095/B
Construction of steps and portico over main entrance,2 Abbots Way Abbotswood Ballasalla Isle Of Man IM9 3EQ ,PER,23-Sep-11,11/01123/B
Erection of an agricultural building,Ballamodha Moar Farm Ballamodha Straight Ballasalla Isle Of Man IM9 3EL,PER,28-Oct-11,11/01276/B
Erection of an extension to dwelling,10 Alderley Close Douglas Isle Of Man IM2 1NT,PER,24-Oct-11,11/01278/B
Widen vehicular access and extend driveway,21 Broogh Wyllin Kirk Michael Isle Of Man IM6 1HU ,PER,24-Oct-11,11/01279/B
Installation of solar panels,23 Wentworth Close Onchan Isle Of Man IM3 2JT,PER,23-Dec-11,11/01590/B
Widening of existing vehicular access,Croit Oates Glen Vine Road Glen Vine Isle Of Man IM4 4HG,PER,01-Sep-11,11/00985/B
Re- roofing workshop building,45 - 46 Derby Square Douglas Isle Of Man IM1 3LP,PER,31-Aug-11,11/00988/B
Extension to rear elevation,26 Berkeley Street Douglas Isle Of Man IM2 3QA,PER,31-Aug-11,11/00989/B
Erection of an extension and roofing works to dwelling,Balladane Queens Road Port St. Mary Isle Of Man IM9 5EZ,PER,24-Oct-11,11/01282/B
Alterations and erection of an extension to dwelling,50 Wybourn Drive Onchan Isle Of Man IM3 4AN,REF,06-Dec-11,11/01283/B
Installation of a replacement front door,Lynwood Ballure Road Ramsey Isle Of Man IM8 1NL,PER,07-Nov-11,11/01284/B
Installation of replacement windows to front elevation,16 Mona Street Douglas Isle Of Man IM1 2QD,PER,07-Dec-11,11/01512/B
Erection of a tractor shed with store room,Football Club Billy Goat Park Stoney Mountain Road Eairy Isle Of Man IM4 3HJ ,PER,02-Aug-11,11/00870/B
Conversion of existing integral garage into living accommodation and erection of replacement detached garage,Millfield Tynwald Mills St Johns Isle Of Man IM4 3AF ,PER,22-Nov-11,11/01382/B
"Amendments to detached dwellings with integral garages on plots 1, 2 & 3 approved under PA 10/01320/B",Palm Winds The Vollan Ramsey Isle Of Man  ,PER,07-Dec-11,11/01504/B
Alterations and extension to provide ground floor office and first and second floor apartments,31 High Street Port St. Mary Isle Of Man IM9 5DP,PER,15-Dec-11,11/01567/B
Extension to existing temporary car park to create an additional 31 spaces,Former Albert Road School Site Albert Road Ramsey Isle Of Man IM8 1JB,PER,27-Oct-11,11/01293/B
Alterations and erection of extension to dwelling,7 Croft Park Andreas Isle Of Man IM7 4HN,PER,15-Dec-11,11/01536/B
Installation of replacement windows to front elevation,3 Douglas Street Castletown Isle Of Man IM9 1AY,PER,22-Dec-11,11/01555/B
"Extension of boundary, erection of a detached garage and vehicular access alteration",Sutton Oak Lodge Lower Dukes Road Douglas Isle Of Man  ,PER,11-Oct-11,11/01017/B
Formation of temporary hard standing and storage of three steel containers (Retrospective),Field 524767 Saddle Road Douglas Isle Of Man  ,PER,28-Nov-11,11/01079/B
Conversion of existing barn to additional living accommodation (comprising amendment to PA 10/00924/B),The Barn  Whitestrand Farm Lhergydhoo Peel Isle Of Man IM5 2AE ,PER,22-Sep-11,11/01080/B
Subdivision of existing shop with flat to create separate shop unit with two self contained flats,8 Windsor Road Douglas Isle Of Man IM1 3LB,PER,09-Sep-11,11/01081/B
Alterations to existing building to form a dwelling (amendment to PA 09/01850/B),Building At Curpheys Field St Marks Road Ballasalla Isle Of Man IM9 3EF ,PER,29-Sep-11,11/01154/B
Alterations and erection of extensions to and conversion of existing barn to create a dwelling,Outbuilding At Sunnycroft Smeale Road Andreas Isle Of Man  ,REF,29-Dec-11,11/01452/B
Erection of fencing,Football Field  D H S O B   A F C Blackberry Lane Onchan Isle Of Man IM3 1NR,PER,15-Dec-11,11/01541/B
Additional use of residential dwelling for the operation of a health and beauty therapy business,Thie-Ny-Corneil Peveril Avenue Peel Isle Of Man IM5 1QB,PER,14-Dec-11,11/01544/C
Erection of an extension to dwelling,Homefield Hillberry Road Onchan Isle Of Man IM3 3BQ ,PER,22-Dec-11,11/01545/B
Alterations and erection of a two storey extension to side elevation to replace existing garage,9 Fuchsia Close Reayrt Ny Keylley Peel Isle Of Man IM5 1GL ,PER,22-Dec-11,11/01547/B
Installation of replacement windows to front elevation,"6, 8 & 10 St Georges Street Douglas Isle Of Man IM1 1AH",PER,05-Sep-11,11/01059/B
Installation of a tri folding door and roofing works (Retrospective),20 Church Street Peel Isle Of Man IM5 1HL,PER,11-Oct-11,11/01213/B
Removal of condition five regarding horticulture worker occupancy (PA 86/01334) (Retrospective),Norfolk Nurseries Main Road Greeba Isle Of Man IM4 3LF,REF,21-Oct-11,11/00908/C
Replace existing side elevation window with door,27 Majestic Drive Onchan Isle Of Man IM3 2JL,PER,02-Dec-11,11/01407/B
Change of use of existing office to a community centre,Shannon Court Forest View Bowring Road Ramsey Isle Of Man IM8 2LQ,PER,28-Nov-11,11/01470/C
Change of use of premises to a cafe/tearoom and retail,Tower Buildings Strand Road Port Erin Isle Of Man IM9 6HE,PER,05-Dec-11,11/01472/C
Alterations and erection of an extension to dwelling,Croit-E-John Shore Road Ballaugh Isle Of Man IM7 5AZ,PER,05-Dec-11,11/01474/B
Erection of a two storey extension to dwelling and widen driveway,3 Cushag Drive Ballawattleworth Estate Peel Isle Of Man IM5 1WX ,PER,05-Dec-11,11/01475/B
Installation of additional window and change of use from ancillary accommodation to tourist accommodation,Beaconsfield Barn Richmond Hill Douglas Isle Of Man IM4 1JG ,PER,11-Oct-11,11/00994/B
Installation of external steel flue on side elevation,20 Clybane Road Douglas Isle Of Man IM2 2LP,PER,31-Aug-11,11/00995/B
Erection of conservatory to rear elevation,49 Lhon Vane Close Onchan Isle Of Man IM3 3BB,PER,01-Sep-11,11/00996/B
Alterations and extension to dwelling,Rose Cottage Ballajora Hill Ballajora Ramsey Isle Of Man IM7 1AZ,PER,27-Sep-11,11/00997/B
Erection of a replacement extension to dwelling,19 Terence Avenue Douglas Isle Of Man IM2 5BN,PER,29-Jul-11,11/00858/B
Erection of extension to dwelling,The Grange Montreux Court Douglas Isle Of Man IM2 6AF,PER,29-Jul-11,11/00860/B
Extension to dwelling,15 Ballamaddrell Port Erin Isle Of Man IM9 6AS,PER,28-Jun-11,11/00582/B
Erection of a warehouse building with associated office and car parking,"Plot 4, Opposite Entrance To JCK Depot Port Way Balthane Industrial Estate Ballasalla Isle Of Man  ",PER,22-Nov-11,11/01410/B
Registered Building Consent for re-tiling area to front of property (RB no 96 in association with 11/00851/GB),12 - 14 Finch Road Douglas Isle Of Man IM1 2PT,PER,16-Aug-11,11/00852/CON
Erection of a dwelling,Plot 21 Pinehurst Glen Douglas Isle Of Man  ,PER,09-Sep-11,11/01082/B
Erection of a replacement detached garage and extension of driveway,Nirvana Ramsey Road Laxey Isle Of Man IM4 7PY,PER,23-Dec-11,11/01597/B
Conversion of workshop / office to office accommodation with public counter,Homefield 88 Woodbourne Road Douglas Isle Of Man IM2 3AS,PER,22-Nov-11,11/01418/B
Installation of replacement windows,36 Victoria Street Douglas Isle Of Man IM1 2LB,PER,12-Dec-11,11/01421/B
Erection of a single storey extension to rear elevation,18 Highcroft Avenue Douglas Isle Of Man IM2 5BP,PER,06-Dec-11,11/01441/B
Erection of two dwellings (comprising amendments to PA 09/01335/B),Plots 30 And 31 Knock Rushen Scarlett Road Castletown Isle Of Man IM9 1TQ ,PER,02-Dec-11,11/01443/B
"Alterations, erection of an extension and raise roof level of dwelling",24 Baldrine Park Baldrine Isle Of Man IM4 6DD,PER,06-Dec-11,11/01453/B
Additional use of dwelling as tourist accommodation,Bay View Cottage Shore Road Port Erin Isle Of Man IM9 6HH,PER,05-Dec-11,11/01455/C
Erection of an agricultural building,West Kimmeragh Farm West Kimmeragh Road Bride Isle Of Man IM7 4BA,PER,05-Dec-11,11/01456/B
Demolition of outbuilding and erection of building to provide tourist accommodation,Kennaa Cottage Kennaa Road St Johns Isle Of Man IM4 3LW,REF,29-Dec-11,11/01575/B
Alterations and extension to dwelling (comprising amendments to PA 06/01499/B),Crofton Fistard Port St. Mary Isle Of Man IM9 5PQ ,PER,23-Sep-11,11/01156/B
"Installation of replacement windows to front, side and rear elevations",14 Clifton Terrace Douglas Isle Of Man IM2 3HX,PER,28-Sep-11,11/01158/B
Replace and re-site bulk fuel tanks,Bus Station And Garage Westbourne Road Ramsey Isle Of Man IM8 2ER,PER,24-Oct-11,11/01160/B
Extension to dwelling and installation of replacement and additional windows,7 Victoria Road Castletown Isle Of Man IM9 1EP,PER,23-Sep-11,11/01162/B
Installation of two solar panels,Struan Thie Sulby Glen Sulby Isle Of Man IM7 2BD,PER,07-Nov-11,11/01346/B
Installation of replacement windows to front and rear elevations,4 Riverside Ramsey Isle Of Man IM8 3DA,PER,07-Nov-11,11/01348/B
Installation of replacement doors and window to external storage sheds,The Lodge Braddan Road Braddan Douglas Isle Of Man IM4 4TQ,PER,23-Dec-11,11/01603/B
Installation of a flue to dwelling,Thie Grian Ballacollister Road Laxey Isle Of Man IM4 7JR,PER,23-Dec-11,11/01604/B
Erection of extension above existing garage to create a dwelling,Land Adjacent To Woodbrae The Crescent Ramsey Isle Of Man  ,REF,16-Dec-11,11/01537/B
Approval in principle for erection of a replacement dwelling,Field 313072 Ballachurry Road Greeba Isle Of Man  ,REF,14-Dec-11,11/01558/A
Creation of vehicular access and hard standing,2 Auburn Road Onchan Isle Of Man IM3 1LW,PER,23-Dec-11,11/01559/B
Installation of French doors to replace existing window to rear elevation,Norlands 1 Auburn Place Lezayre Road Ramsey Isle Of Man IM8 2LP ,PER,16-Dec-11,11/01560/B
Installation of replacement windows and doors and rear porch roof,Edgeworth Rencell Hill Laxey Isle Of Man IM4 7BJ,PER,22-Dec-11,11/01561/B
Conversion of building into a church hall for church activities (comprising amendments to PA 11/00621/B),Gymnasium Adj To Palace Cinemas Car Park Central Promenade Douglas Isle Of Man  ,PER,30-Aug-11,11/00951/B
Erection of a dwelling,Land Between Invertay And Westdene Croit E Quill Road Laxey Isle Of Man  ,PER,01-Sep-11,11/00952/B
Re-instatement of light well,38 Woodbourne Road Douglas Isle Of Man IM1 3AN,PER,30-Aug-11,11/00953/B
Formation of two parking spaces and access steps,Iona Ramsey Road Laxey Isle Of Man IM4 7PT,PER,01-Sep-11,11/00954/B
Change of use from bookshop to a tattoo studio,6 Windsor Road Douglas Isle Of Man IM1 3JY,PER,27-Sep-11,11/01109/C
Extension with raised decking to rear elevation,8 Buttermere Drive Onchan Isle Of Man IM3 2DY,PER,05-Aug-11,11/00875/B
