Decisions issued under delegated authority 1/1/14 - 31/12/14,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Erection of a replacement summer house,1 Viking Close Ballakillowey Colby Isle Of Man IM9 4BH,PER,03-Oct-14,14/01024/B
Installation of doors and Juliet balcony to replace existing first floor window of detached ancillary accommodation,Walton House Bridge Road Ballasalla Isle Of Man IM9 3DA,PER,03-Oct-14,14/01025/B
Installation of replacement windows to front elevation,Wits End Dandy Hill Port Erin Isle Of Man IM9 6HN,PER,22-Dec-14,14/01140/B
Approval in principle for erection of a dwelling,Part Of Field 424871 Main Road Ballabeg Castletown Isle Of Man  ,REF,20-Oct-14,14/00740/A
Erection of an extension and chimney to dwelling,6 Maple Close Birchill Onchan Isle Of Man IM3 3JS,PER,24-Sep-14,14/00992/B
Change of use of premises from retail to financial services,33 - 35 Victoria Street Douglas Isle Of Man IM1 2LF ,PER,29-Sep-14,14/00993/C
"Erection of a single storey garage with roof terrace above, to front elevation",98 Ballagarey Road Glen Vine Isle Of Man IM4 4EU ,REF,31-Jan-14,13/91441/B
Alterations and erection of an extension to dwelling,97 Silverburn Crescent Ballasalla Isle Of Man IM9 2ED,PER,03-Feb-14,13/91449/B
Erection of an agricultural machine store,Ballakilley Farm Bride Isle Of Man IM7 4AT ,PER,22-Jan-14,13/91452/B
Creation of a vehicle access and off road parking (retrospective),1 Cooil Breryck Ramsey Isle Of Man IM8 3HH,PER,05-Feb-14,13/91453/B
Installation of a replacement front door,4 Bridge Street Peel Isle Of Man IM5 1NB,PER,07-Apr-14,14/00222/B
Erection of an extension to dwelling,19 Glebe Aalin Ballaugh Isle Of Man IM7 5BW,PER,06-May-14,14/00252/B
Installation of replacement windows to front elevation,The Cushag 10 Shore Road Laxey Isle Of Man IM4 7DE,REF,21-May-14,14/00256/B
Installation of replacement front door,Sunnyside Derby Road Peel Isle Of Man IM5 1HW,PER,06-May-14,14/00290/B
"Erection of eight terraced dwellings, parking provision, landscaping and a children's playground","Area Of Land Adjacent To Malew Football Club, Crossag Close And Kinnish Terrace Ballasalla Isle Of Man  ",PER,28-Feb-14,13/91443/B
Erection of fencing (retrospective),84 Eary Veg Douglas Isle Of Man IM2 5LZ,PER,24-Jul-14,13/91444/B
Creation of a window to side elevation,17 Eyreton Park Crosby Isle Of Man IM4 2DG,PER,31-Jan-14,13/91446/B
Erection of agricultural buildings,Cooley Lodge Farm Rhencullen Kirk Michael Isle Of Man IM6 2HA ,PER,02-Jun-14,14/00020/B
Alterations and rear extension to dwelling (comprising amendments to PA 12/01611/B),3 Royal Terrace Onchan Isle Of Man IM3 1EE,PER,28-Mar-14,14/00199/B
Alterations and first floor extension to provide additional living accommodation,Flat 1   1 White House Close Laxey Isle Of Man IM4 7BA,REF,21-Jan-14,13/91310/B
Alterations and erection of extension to dwelling,Close Mooar Farm Glen Roy Laxey Isle Of Man IM4 7QF ,PER,21-Jan-14,13/91376/B
Creation of vehicular access for three approved dwellings,"Fields 432533,432534 And 432535  Phildraw Road Ballasalla Isle Of Man  ",PER,03-Jan-14,13/91377/B
Erection of a flat roof to replace existing garage roof,18 Birch Hill Avenue Onchan Isle Of Man IM3 4EP,PER,17-Mar-14,14/00143/B
Erection of replacement conservatory,Glion Darragh Ballachurry Road Greeba Isle Of Man IM4 3LE,PER,17-Mar-14,14/00145/B
Erection of a machine shed to replace existing garden shed,Highfield Bibaloe Beg Road Onchan Isle Of Man IM4 5AD,PER,14-Mar-14,14/00028/B
Extension to existing dormer on rear elevation,15 Kissack Road Castletown Isle Of Man IM9 1NP,PER,12-May-14,14/00360/B
Installation of replacement windows and shop windows,Bourne House & Bourne Concourse  Peel Street & College Street Ramsey Isle Of Man IM8 1JW ,PER,18-Jun-14,14/00361/B
Erection of a dwelling to replace former dwelling and shop,1 & 1A Derby Road Douglas Isle Of Man IM2 3EU,PER,13-Jun-14,14/00362/B
Alterations to existing vehicular access and widening of driveway to dwelling,Castleward Quarterbridge Road Douglas Isle Of Man IM2 3RJ,PER,30-Oct-14,14/01134/B
Change of use from retail to coffee shop and sandwich bar,Shop  Unit 3  Whitehouse Buildings  New Road Laxey Isle Of Man IM4 7BB,PER,04-Jul-14,14/00418/C
Erection of single storey extension to rear and garage extension to side elevation,2 Faaie-Ny-Cabbal Kirk Michael Isle Of Man IM6 2HW,PER,03-Jun-14,14/00419/B
Creation of vehicular access to lower gardens,Kerrowmoar West Kerrowmoar Sulby Isle Of Man IM7 2AX ,PER,24-Jun-14,14/00498/B
Installation of replacement double doors to rear elevation,44 Michael Street Peel Isle Of Man IM5 1HD ,PER,10-Jun-14,14/00501/B
Removal of five parking spaces to increase grassed area to front of public house and enclose with fencing,Crosby Hotel Main Road Crosby Isle Of Man IM4 2DQ,PER,24-Jul-14,14/00502/B
Erection of a porch to dwelling,Cronk Ny Geayee Ballagorry Drive Glen Mona Ramsey Isle Of Man IM7 1HE,PER,20-Jun-14,14/00577/B
"Erection of a single storey garage extension, first floor lounge extension with walkway and change of facing material to front elevation",98 Ballagarey Road Glen Vine Isle Of Man IM4 4EU ,PER,02-Jun-14,14/00255/B
Erection of extensions to front and rear elevations,21 Close Quane Peel Isle Of Man IM5 1PZ,PER,28-Jul-14,14/00733/B
Erection of single storey extension to rear elevation,14 Farmhill Park Douglas Isle Of Man IM2 2EE,PER,17-Jun-14,14/00536/B
Variation of condition 1 of approved extension to dwelling (PA 10/00947/B) to extend duration of planning permission,Cains Croft Smeale Road Andreas Isle Of Man IM7 4JA,PER,18-Jun-14,14/00538/B
Construction of a pitched roof over existing detached garage to provide additional storage space,Walton House Bridge Road Ballasalla Isle Of Man IM9 3DA,PER,17-Jun-14,14/00542/B
Installation of replacement windows to front and rear elevations,11 Station Road Port Erin Isle Of Man IM9 6AE,PER,13-Jun-14,14/00543/B
Replacement of existing glazed conservatory roof with roof tiles,Glen Hazel Crescent Road Ramsey Isle Of Man IM8 2JR,PER,24-Jun-14,14/00566/B
Replace existing glazed conservatory roof with roof tiles,9 Ballaughton Manor Hill Douglas Isle Of Man IM2 1NZ,PER,18-Jun-14,14/00567/B
Erection of an extension to dwelling,4 The Millrace Sulby Isle Of Man IM7 2HT,PER,24-Jun-14,14/00568/B
Alterations to existing lean-to structure,Mona House Station Road St Johns Isle Of Man IM4 3AJ,PER,18-Jun-14,14/00569/B
Erection of a replacement garage,NW Corner Of Field 214080 Ballamoar Sandygate Ramsey Isle Of Man  ,PER,04-Jul-14,14/00570/B
Erection of a garage extension and a porch to dwelling,16 Grammah Avenue Port Erin Isle Of Man IM9 6NJ,PER,24-Jun-14,14/00571/B
Removal of existing shop front and erection of a new front consisting of a sliding folding door,35 North Quay Douglas Isle Of Man IM1 4LB,REF,09-Dec-14,14/00934/B
"Alterations and erection of extensions to dwelling, erection of detached garage with storage above, extension of existing driveway and creation of a turning bay",Blue Bell Cottage Station Road Ballaugh Isle Of Man IM7 5AE ,PER,21-Nov-14,14/00937/B
Installation of two outdoor condensing units on flat roof of pharmacy premises to serve air conditioning units to third floor offices within Well Road House,Clear Pharmacy 13 Castle Street Douglas Isle Of Man IM1 2EX,PER,14-Oct-14,14/01041/B
Erection of four dwellings with garaging to replace existing apartment building,Hillside House Vernon Road Ramsey Isle Of Man IM8 2EG,REF,31-Oct-14,14/01042/B
Alterations and extension to dwelling and creation of new vehicular access and parking space,17 The Fairway Onchan Isle Of Man IM3 2EG,PER,13-Oct-14,14/01043/B
Installation of three roof lights to rear elevation,Kenmure The Crofts Castletown Isle Of Man IM9 1LW,PER,13-Oct-14,14/01044/B
Erection of a two storey extension to create an indoor swimming pool with residential accommodation above,Laurel Bank Farm Glen Helen Road Laurel Bank St Johns Isle Of Man IM4 3NJ,PER,13-Oct-14,14/01046/B
Alterations and extensions to dwelling,Ca' D' Zan The Downs Union Mills Isle Of Man IM4 4NQ,PER,13-Oct-14,14/01047/B
Erection of a replacement extension to rear elevation,The Bungalow Main Road Ballaugh Isle Of Man IM7 5ED,PER,07-Aug-14,14/00789/B
Construction of tennis court with walling and fencing,The Crofts Chapel Lane Baldrine Isle Of Man IM4 6DG,PER,21-Aug-14,14/00791/B
Erection of roadside advertising signage,Pascoes Ltd Tromode Works Carrs Road Tromode Douglas Isle Of Man IM4 4QB,REF,10-Oct-14,14/01048/D
Erection of a workshop/garage/store building,Field 613057 Ballamenagh Moar Farm Ballamenagh Road Baldrine Isle Of Man IM4 6AJ ,REF,30-Oct-14,14/01137/B
Erection of a detached garage/workshop and extension to driveway,Lhergy Vreck Crescent Road Ramsey Isle Of Man IM8 2JR,PER,09-Jan-14,13/91439/B
Additional use of premises to combined use as car sales and car servicing workshop,The Showroom  Demesne Road Douglas Isle Of Man IM1 3DZ ,PER,18-Feb-14,13/91440/C
"Demolition of existing chimney stack, installation of steel flue and window alteration",53 Ormly Road Ramsey Isle Of Man IM8 3LH,PER,17-Mar-14,14/00105/B
Erection of porch extension to front elevation and garage/store extension to rear,Reception Cottage  Groudle Glen Cottages King Edward Road Onchan Isle Of Man IM3 2JP ,PER,16-May-14,14/00106/B
Erection of a greenhouse,37 Ballacriy Park Colby Isle Of Man IM9 4LU,PER,07-Apr-14,14/00211/B
Alterations and erection of extension to dwelling (amendment to PA 13/91102/B),33 Howe Road Onchan Isle Of Man IM3 2BA,PER,17-Apr-14,14/00212/B
Alterations to existing balcony,The Pines Woodlands Avenue Douglas Isle Of Man IM2 3QS,PER,12-May-14,14/00213/B
Replacement of existing glazed conservatory roof with a tiled roof,34 Ballamaddrell Port Erin Isle Of Man IM9 6BA,PER,07-Apr-14,14/00214/B
Erection of a shed with lean-to shelter (retrospective),Riversdale Glen Roy Laxey Isle Of Man IM4 7QB ,PER,18-Mar-14,13/91538/B
Erection of a two storey extension to east elevation and a first floor extension to west elevation,3 Perwick Rise Perwick Road Port St. Mary Isle Of Man IM9 5QA ,PER,10-Jun-14,14/00514/B
Erection of company name plate to front elevation (in association with 14/00517/CON),The Red House  1 The Parade Castletown Isle Of Man IM9 1LG,PER,04-Jul-14,14/00515/D
Erection of six advertising signs on roadside wall (retrospective),1 Clarence Terrace  Corner Of Castle Mona Avenue   Central Promenade Douglas Isle Of Man  ,REF,27-Oct-14,14/00972/D
Installation of a replacement 12.5m high telecommunications monopole accommodating six antennas within a glass reinforced plastic shroud,Manx Telecom Base Station Nobles Hospital Strang Douglas Isle Of Man  ,PER,06-Nov-14,14/01143/TEL
Alterations and extensions to dwelling,11 The Crescent Douglas Isle Of Man IM2 5ET,PER,09-Jan-14,13/91135/B
Replacement of existing glazed conservatory roof with lightweight roof tiles,6 Close Oard Ramsey Isle Of Man IM8 3PY ,PER,14-Mar-14,14/00042/B
Erection of a sun lounge extension to replace existing conservatory and verandah to rear elevation and alterations to driveway and vehicular access (amendment to PA 12/00229/B),Inglewood Little Switzerland Douglas Isle Of Man IM2 6AG,PER,20-Feb-14,14/00044/B
Erection of a single storey extension to rear elevation,5 Cronk Avenue Onchan Isle Of Man IM3 3DG,REF,20-Mar-14,14/00045/B
"Erection of an indoor tennis court, footbridge and vehicular access",Thie Ny Strooan Hillberry Green Douglas Isle Of Man IM2 6DE,PER,21-Mar-14,14/00154/B
Installation of dormer to rear elevation to provide additional living accommodation in roof space,Cooil Rhennie Whitebridge Avenue Ramsey Isle Of Man IM8 3PW,PER,03-Nov-14,14/01149/B
Approval in principle for erection of a dwelling addressing siting and means of access,Land Adjoining Ard Reayrt Laxey Isle Of Man  ,REF,10-Dec-14,14/01189/A
Installation of replacement windows to front elevation,117 Malew Street Castletown Isle Of Man IM9 1LU,PER,28-Nov-14,14/01186/B
Erection of an extension to rear elevation of dwelling,14 Close Caaig Reayrt Ny Cronk Peel Isle Of Man IM5 1GS ,PER,16-Sep-14,14/00943/B
Window alterations and installation of roof dormer,Apartment 12 Hilary Wharf Apartments South Quay Douglas Isle Of Man IM1 5BL ,PER,23-Dec-14,14/01188/B
Erection of extension to existing agricultural building,Ballamenagh Beg Jurby Road Sandygate Ramsey Isle Of Man IM7 3AG,PER,23-Dec-14,14/01209/B
Removal of existing window and door and installation of new dwarf wall and window,Clear Pharmacy Orchard Street Port Erin Isle Of Man IM9 6AJ,PER,30-Dec-14,14/01366/B
Alterations and extension to dwelling (comprising amendments to PA 09/01396/B),24 Manor Park Onchan Isle Of Man IM3 2EW ,PER,30-Dec-14,14/01368/B
Erection of a replacement 15m high telecommunications monopole accommodating 3 antennas within a glass reinforced plastic shroud and erection of three equipment cabins to replace existing single cabin,Manx Telecom Mast  Car Park By Quarterbridge Peel Road Douglas Isle Of Man  ,PER,28-Aug-14,14/00827/TEL
Erection of a portal frame building / shelter to be used for sheep handling and food storage,Shenvalla Farm Glen Maye Road Patrick Village Isle Of Man IM5 3AP,PER,04-Sep-14,14/00907/B
Conversion of existing chip shop/restaurant to an apartment,The Shop  1 High Street Port St. Mary Isle Of Man IM9 5DP,PER,03-Mar-14,13/91305/B
Approval in principle for erection of detached dwelling,Plot 7 St Patricks View Jurby Isle Of Man  ,PER,03-Jan-14,13/91403/A
Erection of a detached dwelling with integral garage (comprising amendments to PA 13/00817/B),Plot 5 Palm Winds  The Vollan Ramsey Isle Of Man  ,PER,31-Jan-14,13/91478/B
Replacement of existing garage doors with a window,24 Hillberry Heights Douglas Isle Of Man IM2 7BP,PER,22-Apr-14,14/00173/B
 Window and door alterations to front elevation of the dwelling,Cummal Hollyn (formally Navarro) Beach Road Port St. Mary Isle Of Man IM9 5NG,PER,16-May-14,14/00175/B
Conversion from office to a fish and chip shop,1 Dale Street Ramsey Isle Of Man IM8 1BJ,PER,24-Jul-14,14/00180/B
Removal of a chimney stack,Park Crest Residential Home Bay View Ramsey Isle Of Man IM8 3EQ ,PER,28-Mar-14,14/00181/B
Conversion of building to provide four residential dwellings,Former Salisbury Street Methodist Church Farrant Street Douglas Isle Of Man IM2 3HF ,PER,05-Jun-14,14/00328/B
Change of use from retail to financial and professional services,Ground Floor 55 Victoria Street Douglas Isle Of Man IM1 2LA,PER,25-Apr-14,14/00330/C
Erection of an extension to replace existing conservatory to side elevation,White House Poortown Road St Johns Isle Of Man IM4 3NQ,PER,04-Sep-14,14/00902/B
Erection of plant room extension (retrospective) and installation of two additional windows,28 Howe Road Onchan Isle Of Man IM3 2BA,PER,12-Sep-14,14/00903/B
 Approval in principle for erection of a dwelling addressing siting and means of access,Field 234504 Land Between Belgaun And Whiteleas Main Road Kirk Michael Isle Of Man  ,REF,14-Nov-14,14/01178/A
Erection of a detached garage,Crofton Glen Auldyn Ramsey Isle Of Man IM7 2AE ,PER,31-Oct-14,14/01102/B
Change of use of land from farmland to woodland in selected areas,"Fields 510719, 510720, 510722, 510723, 510728, 510763, 510764, 510765, 510768, 514071, 514075, 514135 & 514138, Ballavale Road Santon Isle Of Man  ",PER,18-Nov-14,14/01190/C
Installation of replacement windows to front side and rear elevations,13 Bridge Street Castletown Isle Of Man IM9 1AX,PER,24-Nov-14,14/01191/B
Variation of condition 1 of approved PA 09/01076/REM (Reserved matters application for erection of detached dwelling) to extend period of permission,Plot 1 Highfield Glen Vine Drive Glen Vine Isle Of Man  ,PER,01-Dec-14,14/01192/B
Variation of condition 1 of approved PA 09/01078/REM (Reserved matters application for erection of detached dwelling) to extend period of permission,Plot 2 Highfield Glen Vine Drive Glen Vine Isle Of Man  ,PER,01-Dec-14,14/01193/B
"Conversion of retail unit to additionally provide the sale of hot food and drink for consumption on and off the premises, provision of a takeaway service and creation of an indoor seating area",Shop & Former Post Office 1 Station Road Port St. Mary Isle Of Man IM9 5BF,PER,18-Jul-14,14/00703/B
Installation of replacement gates (retrospective) (in association with 14/00706/CON),Westwood The Crofts Castletown Isle Of Man IM9 1LW,PER,18-Jul-14,14/00705/GB
Registered Building consent for the installation of replacement gates (retrospective) (in association with 14/00705/GB) Registered Building Nos. 260,Westwood The Crofts Castletown Isle Of Man IM9 1LW,PER,18-Jul-14,14/00706/CON
Window and door alterations to dwelling,77 Cronk Drean Douglas Isle Of Man IM2 6AS,PER,22-Aug-14,14/00867/B
Alterations and erection of extension to dwelling,26 Clybane Road Douglas Isle Of Man IM2 2LP,PER,05-Sep-14,14/00868/B
Creation of hard standing to provide additional car parking and relocation of existing flag pole,Jurby Primary School School Close Jurby Isle Of Man IM7 3BJ,PER,04-Sep-14,14/00869/B
Extension to residential curtilage of dwelling,Part Of Field 111304 To Rear Of Lheakerrow Cottage  Andreas Road Regaby Ramsey Isle Of Man  ,REF,17-Sep-14,14/00915/C
Replacement of existing glazed conservatory roof with tiles,26 Cherry Walk Douglas Isle Of Man IM2 5NN,PER,31-Oct-14,14/01116/B
Extension of existing raised patio to rear elevation,32 Majestic Drive Onchan Isle Of Man IM3 2JJ,PER,31-Oct-14,14/01118/B
Installation of a replacement garage roof and window alterations to dwelling,106 Ballacriy Park Colby Isle Of Man IM9 4NB,PER,31-Oct-14,14/01120/B
Replacement of existing glazed conservatory roof with roof tiles,Mayfield Fairways Drive Mount Murray Douglas Isle Of Man IM4 2JL,PER,31-Oct-14,14/01121/B
Alterations and erection of extension to dwelling,7 Main Road Onchan Isle Of Man IM3 1BA,PER,06-Jan-14,13/91356/B
Extension of driveway and widening of vehicular access and conversion of integral garage to living accommodation,48 High View Road Douglas Isle Of Man IM2 5BJ,PER,03-Jun-14,14/00187/B
Demolition of outbuilding (In association with 13/01359/CON),The Central Hotel 14 Castle Street Peel Isle Of Man IM5 1AN ,PER,27-Jun-14,13/91358/F
Registered Building consent for the demolition of outbuilding (In association with 13/91358/F),The Central Hotel 14 Castle Street Peel Isle Of Man IM5 1AN ,PER,14-Jan-14,13/01359/CON
Installation of a digital advertising display in ground floor window,Queen Victoria House 41 - 43 Victoria Street Douglas Isle Of Man IM1 2LF,REF,04-Jun-14,14/00120/D
"Alterations and extension to former boiler room to provide enlarged kitchen, dining area, ancillary staff accommodation, changing rooms and toilets; new satellite plant room; additional air handling unit, creation of desk store in courtyard area and exten",Queen Elizabeth The Second High School Douglas Road Peel Isle Of Man IM5 1RD ,PER,19-Mar-14,14/00124/B
"Creation of a window to side elevation, alterations to existing windows and creation of a French door with Juliet balcony to rear elevation, and removal of rear lower mansard roof and replace with painted render",2 High Street Port St. Mary Isle Of Man IM9 5DR,REF,30-Oct-14,14/01122/B
Alterations and erection of extension to dwelling,Boe Norris The Promenade Castletown Isle Of Man IM9 1BJ,PER,24-Nov-14,14/01199/B
Alterations and extension to dwelling,16 Killeaba Mount Ramsey Isle Of Man IM8 2JG,PER,03-Oct-14,14/00959/B
Change of use of existing second floor office to a beauty salon,Stanley House 7 - 9 Market Hill Douglas Isle Of Man IM1 2BF,PER,17-Sep-14,14/00960/C
Installation of new glazed doors and alterations to entrance porch,Atlantic House 4 - 8 Circular Road Douglas Isle Of Man IM1 1QW ,PER,06-Nov-14,14/01159/B
Repair works to the great west window (In association with PA 13/01267/CON),St German's Cathedral Derby Road Peel Isle Of Man IM5 1HH,PER,17-Mar-14,13/91266/GB
Erection of a new agricultural building,Glenlough Farm Ballahutchin Hill Union Mills Isle Of Man IM4 4AT ,PER,29-Jan-14,13/91511/B
Alterations and extensions to dwelling (comprising amendments to PA 13/00382/B),Abbeycourt Abbeylands Isle Of Man IM4 5ED ,PER,11-Feb-14,13/91515/B
Erection of extension to rear elevation to replace existing conservatory and erection of front porch,8 Marion Road Onchan Isle Of Man IM3 1HQ,PER,21-May-14,14/00379/B
Change of use from deli-takeaway to retail shop,5 Wellington Street Douglas Isle Of Man IM1 2AS,PER,22-May-14,14/00426/C
Erection of an extension to rear elevation of dwelling,7 Crovens Close Douglas Isle Of Man IM2 7AQ,PER,16-Jun-14,14/00527/B
Alterations to existing sun lounge and creation of a garden terrace,9 Ballagorry Heights Glen Mona Ramsey Isle Of Man IM7 1HS,REF,17-Jun-14,14/00560/B
Registered Building consent for the installation of a badge to the building (Registered Building Nos. 29),Old House Of Keys Building Parliament Square Castletown Isle Of Man IM9 1LA,PER,13-Jun-14,14/00329/CON
Erection of single storey extension to rear elevation and additional windows to side elevation,2 Reayrt Ny Sleityn Ramsey Isle Of Man IM8 3PX ,PER,09-Jan-14,13/91273/B
Erection of sun lounge extension to replace existing conservatory and raised decking to rear garden,3 Lower Cronk Orry Minorca Hill Laxey Isle Of Man IM4 7EG ,PER,20-Feb-14,13/91433/B
Erection of a tractor/implement shed,Poyl Breck East Baldwin Isle Of Man IM4 5EW ,PER,14-Jan-14,13/91436/B
Erection of detached garage to replace existing (amendments to PA 10/01327/B),Garage Opposite 4 Windsor Terrace Douglas Isle Of Man IM1 3LH,PER,24-Jul-14,14/00599/B
"Alterations, roofing works to dining room and erection of a detached garage.",13 Westbourne Drive Douglas Isle Of Man IM1 4AY,PER,23-Dec-14,14/00600/B
Conversion of former cart shed / granary into a private detached dwelling,Plot 1 Kerrowdhoo Farm Cranstal Bride Isle Of Man  ,PER,04-Sep-14,14/00852/B
Creation of two windows to rear elevation of dwelling,Stoneleigh Glen Road Ballaugh Isle Of Man IM7 5JE,PER,06-Nov-14,14/01144/B
Erection of a conservatory to replace existing to rear elevation (In association with 14/01146/CON),Our Lady Star Of The Seas And St Maughold Queens Promenade Ramsey Isle Of Man IM8 1BH ,REF,03-Dec-14,14/01145/GB
Registered Building consent for the erection of a conservatory to replace existing to rear elevation (In association with 14/01145/GB) Registered Building Nos. 80,Our Lady Star Of The Seas And St Maughold Queens Promenade Ramsey Isle Of Man IM8 1BH ,REF,03-Dec-14,14/01146/CON
Installation of a replacement conservatory roof with light weight roof tiles,24 Mountain View Peel Isle Of Man IM5 1QE,PER,14-Nov-14,14/01171/B
Approval in principle for erection of a dwelling,Land Adjacent To Glen Mona Hotel Car Park Glen Mona Ramsey Isle Of Man  ,REF,31-Jul-14,14/00607/A
Erection of an extension to replace existing conservatory to rear elevation,5 Croit-E-Quill Close Laxey Isle Of Man IM4 7JE,PER,17-Jul-14,14/00692/B
Installation of replacement roof tiles,39 Brunswick Road Douglas Isle Of Man IM2 3NW,PER,17-Jul-14,14/00694/B
Re-instatement of four windows to existing attached stone barn,The Rheast Ballamodha Straight Ballasalla Isle Of Man IM9 3ES,PER,29-Apr-14,14/00133/B
Replacement of existing conservatory roof with light weight roof tiles,1 Rowan Avenue Ballawattleworth Peel Isle Of Man IM5 1WF ,PER,17-Mar-14,14/00135/B
Alterations and extensions to dwelling (comprising amendments to PA 13/91238/B),12 Hillcroft Rise Douglas Isle Of Man IM2 7EE,PER,21-Mar-14,14/00136/B
Erection of a dwelling (comprising amendments to PA 10/00934/B),Plot 23 A  Manor Park Onchan Isle Of Man IM3 2EP ,PER,04-Jul-14,14/00475/B
Demolition of existing detached garage and erection of a single storey extension to side and rear elevations,12 Greyfriars Close Ballabeg Castletown Isle Of Man IM9 4EJ,PER,02-Jun-14,14/00476/B
Installation of replacement windows to front and side elevations,62 Woodbourne Road Douglas Isle Of Man IM1 3AW,PER,17-Jul-14,14/00684/B
Alterations and extension to dwelling,Shangri La Maine Road Port Erin Isle Of Man IM9 6LQ,PER,11-Jul-14,14/00686/B
Approval in principle for erection of a dwelling,Land Adjacent To Kella Sheear Kella Road Sulby Isle Of Man  ,REF,17-Jul-14,14/00687/A
Erection of sun room extension to rear elevation,Little Mill Garage Little Mill Road Onchan Isle Of Man IM4 5BD,PER,14-Nov-14,14/01169/B
Alterations and erection of ground floor and first floor extensions to garage,Whitebeam South Cape Laxey Isle Of Man IM4 7HY ,PER,23-Dec-14,14/01297/B
Erection of a front porch to dwelling,47 Cooil Drive Douglas Isle Of Man IM2 2HE,PER,26-Nov-14,14/01232/B
"Alterations including installation of a flue, raised decking and erection of an extension to dwelling",Carnane Tromode Park Douglas Isle Of Man IM2 5LB,PER,27-Nov-14,14/01233/B
Erection of a detached garage and re-build rear outlet,7 Patrick Street Peel Isle Of Man IM5 1BP,PER,24-Jun-14,14/00041/B
Alterations and erection of an extension to dwelling,140 Dreeym Beary Douglas Isle Of Man IM2 5LQ,PER,17-Jul-14,14/00696/B
Erection of an extension and installation of two roof dormers to rear elevation of dwelling,10 Station Road Peel Isle Of Man IM5 1AY,PER,11-Sep-14,14/00729/B
Replacement of existing glazed conservatory roof with roof tiles,17 Second Avenue Douglas Isle Of Man IM2 6AW,PER,28-Aug-14,14/00899/B
Installation of replacement roof tiles to dwelling and garage,Bridge House West Baldwin Isle Of Man IM4 5HA ,PER,12-Sep-14,14/00901/B
Alterations and expansion of commercial business into adjacent unit,Unit 18 & 18A  Snugborough Trading Estate Union Mills Isle Of Man IM4 4LH,PER,20-Oct-14,14/01035/B
"Creation of additional access to property from highway, including entrance gates, pillars, access track and bridge over stream",Clough Willey Tosaby Road St Marks Ballasalla Isle Of Man IM9 3AN,REF,06-Nov-14,14/01037/B
Temporary erection of a garden shed in front garden (retrospective),31 Derby Square Douglas Isle Of Man IM1 3LW,REF,14-Oct-14,14/01038/B
Widening of vehicular access and driveway,Westdene Croit E Quill Road Laxey Isle Of Man IM4 7JJ,PER,20-Oct-14,14/01039/B
Erection of a two storey extension to rear elevation of dwelling,Greeba Park Avenue Douglas Isle Of Man IM2 5HR,PER,09-Dec-14,14/01105/B
Alterations and extension to dwelling,23 Ridgeway Road Onchan Isle Of Man IM3 1HT,PER,13-Nov-14,14/01183/B
"Conversion of existing shop, dwelling and warehouse to offices",22 - 23 North Quay Douglas Isle Of Man IM1 4LE ,PER,03-Dec-14,14/01243/B
Installation of replacement garage door,Garage For House No. 58 Glenfaba Road Peel Isle Of Man IM5 1DA,PER,30-Dec-14,14/01342/B
Erection of a single storey extension to side elevation,Langeghyn 19 Brookfield Avenue Ramsey Isle Of Man IM8 2AE,PER,09-Jan-14,13/91234/B
Alterations including installation of additional window,44 Lhon Vane Close Onchan Isle Of Man IM3 3BB,PER,27-Jan-14,13/91476/B
Erection of a two storey extension to side and rear elevations,12 Close Cowley Douglas Isle Of Man IM2 2HX,PER,23-Apr-14,14/00165/B
"Alterations to Commissioner's offices to include replacement entrance ramp and railings, new entrance canopy, lift enclosure and additional window to rear elevation",Hawthorn Villa 79 Main Road Onchan Isle Of Man IM3 1RD,PER,29-Apr-14,14/00166/B
Replacement of existing conservatory roof with light weight roof tiles,Ballagarraghyn Cottage Main Road Greeba Isle Of Man IM4 3LH,PER,21-Mar-14,14/00167/B
Erection of single storey extension to rear elevation,21 Ballamaddrell Port Erin Isle Of Man IM9 6AS,PER,16-May-14,14/00168/B
Installation of flue to rear elevation,16 Manor Woods Douglas Isle Of Man IM2 2PE ,PER,16-Jun-14,14/00485/B
Application to make lawful the conversion of basement into an apartment,6 Sherwood Terrace Douglas Isle Of Man IM2 4EN,CLAWA,02-Jun-14,14/00488/LAW
Conversion of dwelling into two apartments and erection of store to rear elevation,14 Falcon Street Douglas Isle Of Man IM2 3HA,PER,31-Jul-14,14/00489/B
Creation of field access and farm track,Field 431183 & 431258 St Marks Ballasalla Isle Of Man  ,REF,02-Jun-14,14/00491/B
Alterations and erection of extension to dwelling,8 Orchard Close Andreas Isle Of Man IM7 4HP,PER,27-Oct-14,14/00825/B
Erection of a two storey extension to side elevation of dwelling,15 Furman Close Onchan Isle Of Man IM3 1BT,REF,16-Sep-14,14/00826/B
Variation of condition one of PA 10/00903/B to extend period of permission by four years,Fairfield House Fairfield Avenue Ramsey Isle Of Man IM8 2LS,PER,22-Aug-14,14/00828/B
Installation of replacement windows to upper floors (in association with 14/00698/CON),Co-operative Store The Parade Castletown Isle Of Man IM9 1LG ,PER,18-Jul-14,14/00697/GB
Registered Building Consent for installation of replacement windows to upper floors (RB no 32 in association with 14/00697/GB),Co-operative Store  The Parade Castletown Isle Of Man IM9 1LG ,PER,18-Jul-14,14/00698/CON
Additional use of domestic dwelling as tourist accommodation,7 Queen Street Castletown Isle Of Man IM9 1PB,PER,18-Jul-14,14/00712/C
