"id","lat","lon","name","name:en","name:gv","ref","highway"
"25986862","","","Crescent Road","","","","unclassified"
"25986864","","","Berry Woods Avenue","","","","residential"
"25986865","","","Kentraugh Mill Road","","","B33","secondary"
"25986867","","","Grove Mount","","","","residential"
"25986870","","","Kirby Hill","","","","residential"
"25986872","","","Ballaradcliffe Road","","","","unclassified"
"25986873","","","Seamount Road","","","","unclassified"
"25986874","","","Lonan Church Road","","","B12","secondary"
"25986876","","","Tynwald Close","","","","residential"
"25986879","","","Ballabeg Main Road","Ballabeg Main Road","","A7","primary"
"25986880","","","Orrisdale","","","","unclassified"
"25986881","","","The Cooil Road","","","A6","trunk"
"25986882","","","Cooil Close","","","","residential"
"25986885","","","Marathon Road","Marathon Road","Raad Marathon","","unclassified"
"25986886","","","Senna Road","","","","service"
"25986888","","","The Esplanade","","","","service"
"25986889","","","Falcon Cliff Terrace","","","","residential"
"25986890","","","Keown's Lane","","","","service"
"25986891","","","Upper Cronk Orry","Upper Cronk Orry","","","residential"
"25986896","","","Horseshoe Avenue","","","","residential"
"25986897","","","Coburn Drive","","","","residential"
"25986900","","","Ballakneale Close","","","","residential"
"25986901","","","Close Corlett","","","","residential"
"25986902","","","Cronk Y Berry Drive","","","","residential"
"25986903","","","Four Roads","","","A5","trunk"
"25986905","","","Larivane Meadow","","","","residential"
"25986907","","","Queen Margaret Road","","","","unclassified"
"25986908","","","Parliament Square","","","","service"
"25986909","","","Milner Close","","","","residential"
"25986910","","","Johnny Waterson Court","","","","residential"
"25986911","","","Walpole Drive","","","","unclassified"
"25986912","","","Cronkbourne Avenue","","","","unclassified"
"25986913","","","Market Place","","","A27","primary"
"25986914","","","Honna Road","","","A32","primary"
"25986917","","","Fort Island Road","","","D44","unclassified"
"25986918","","","Isle of Man Business Park","","","A6","trunk"
"25986921","","","Larch Hill Grove","","","","residential"
"25986924","","","Surby Road","","","B47","secondary"
"25986926","","","Majestic View","","","","unclassified"
"25986930","","","Vicarage Park","","","","residential"
"25986933","","","Douglas Street","","","","unclassified"
"25986934","","","Sandringham Drive","","","","residential"
"25986935","","","Bradda West Lane","Bradda West Lane","","","residential"
"25986937","","","Marathon Drive","","","","unclassified"
"25986938","","","Church Road","","","","primary"
"25986942","","","Loch Promenade","","","","primary"
"25986943","","","All Saints Park","","","","residential"
"25986945","","","Turnberry Avenue","","","","unclassified"
"25986947","","","Creg ny Baa Back Road","","","B12","secondary"
"25986948","","","Fairway Drive","","","","unclassified"
"25986950","","","Hillside Avenue","Hillside Avenue","Astyl ny Lhargagh","","unclassified"
"25986951","","","Hillcrest Grove","","","","residential"
"25986952","","","Wybourn Grove","","","","residential"
"25986953","","","Ballacriy Park","","","","residential"
"25986954","","","Tynwald Close","","","","residential"
"25986956","","","Stoney Road","","","","residential"
"25986957","","","Cronk Y Berry","","Cronk y Berry","","residential"
"25986959","","","Gellings Avenue","","","","residential"
"25986960","","","Stanley Road","","","","unclassified"
"25986963","","","All Saints Park","","","","residential"
"25986964","","","Douglas Road","","","A7","primary"
"25986966","","","School Hill Avenue","School Hill Avenue","","","residential"
"25986970","","","Ash Close","","","","residential"
"25986971","","","Reayrt Ny Sleityn","","Reayrt Ny Sleityn","","residential"
"25986973","","","Westhill Village","","","","residential"
"25986974","","","Duke's Road","","","","unclassified"
"25986976","","","Sulby Glen Road","","","A14","primary"
"25986977","","","Snaefell View","","","","unclassified"
"25986979","","","Baldrine Road","","","","unclassified"
"25986982","","","Hillcrest Grove","","","","residential"
"25986983","","","Ballagill","","","","residential"
"25986988","","","The Laurels","","","","residential"
"25986990","","","Jacks Lane","","","C13","tertiary"
"25986992","","","Clypse Road","","","","residential"
"25986993","","","Harris Lane","Harris Lane","Lhoan Harris","","service"
"25986994","","","Cleiy Rhennee","","","","residential"
"25986995","","","Ballabrodie","","","","residential"
"25986996","","","Briarfield Avenue","","","","residential"
"25986997","","","Linden Grove","","","","residential"
"25986999","","","Beach Road","","","","residential"
"25987003","","","Odins Way","","","","residential"
"25987004","","","Governors Hill","","","","residential"
"25987005","","","East Drive","","","","unclassified"
"25987006","","","Forest Close","","","","unclassified"
"25987007","","","Cronk Drean","","Cronk Drean","","residential"
"25987008","","","Ballacubbon Close","","","","residential"
"25987009","","","Kerrocoar Close","Kerrocoar Close","Close Kerroo Coar","","unclassified"
"25987012","","","Drinkwater Street Lane","Drinkwater Street Lane","Lhoan Straid Drinkwater","","service"
"25987014","","","Rheast Mooar Avenue","","","","residential"
"25987016","","","Marathon Road","","","","unclassified"
"25987020","","","School Lane","","","","pedestrian"
"25987022","","","Ballachurry Avenue","","","","residential"
"25987023","","","Captain's Hill","Captain's Hill","Cronk y Chaptan","","unclassified"
"25987024","","","Abbots Way","","","","unclassified"
"25987026","","","Barna Beg","","","","residential"
"25987027","","","Hawarden Avenue","","","","unclassified"
"25987028","","","Glenfaba Park","Glenfaba Park","Pairk Ghlion Fabey","","residential"
"25987029","","","Larivane Close","","","","residential"
"25987032","","","Close Malew","","","","unclassified"
"25987033","","","Mountain View","","","","residential"
"25987038","","","Andreas Main Road","Andreas Main Road","","A17","primary"
"25987039","","","Langdale Close","","","","unclassified"
"25987040","","","Silverburn Drive","Silverburn Drive","","","residential"
"25987046","","","Ard Reayrt","","Ard Reayrt","","residential"
"25987047","","","Glencrutchery Road","","","A2","trunk"
"25987048","","","Cannan Avenue","","","","residential"
"25987049","","","Ard Reayrt","","Ard Reayrt","","residential"
"25987050","","","Falkland Drive","","","B55","secondary"
"25987051","","","Road of the Grey Hill","Road of the Grey Hill","Bayr Yn Chor Lheeah","B39","secondary"
"25987052","","","Falcon Cliff Court","","","","unclassified"
"25987053","","","Mooragh Promenade","","","","unclassified"
"25987056","","","Seafield Crescent","","","","residential"
"25987057","","","River Vale","","","","unclassified"
"25987059","","","Poplar Close","","","","residential"
"25987061","","","Cedar Grove","","","","residential"
"25987062","","","Fuchsia Lane","","","","residential"
"25987070","","","Cypress Grove","","","","residential"
"25987071","","","Old Castletown Road","Old Castletown Road","Shenn Raad Balley Cashtal","A25","primary"
"25987074","","","Jurby East Road","","","B3","secondary"
"25987079","","","Clay Head Close","","","","residential"
"25987080","","","The Tongue","","","","service"
"25987081","","","Saint Catherines Drive","","","","unclassified"
"25987082","","","Close Quirk","","","","residential"
"25987083","","","Close Cubbon","","","","residential"
"25987084","","","Tosaby Road","","","B36","secondary"
"25987085","","","Mourne View","","","","residential"
"25987086","","","Ormly Road","","","","residential"
"25987087","","","The Crescent","","","","residential"
"25987088","","","Clugston's Gut","Clugston's Gut","Gut Clugston","","steps"
"25987089","","","Saint Catherines Close","","","","residential"
"25987090","","","Maitland Terrace","","","A1","trunk"
"25987095","","","The Steps","The Steps","","","service"
"25987096","","","Croit-e-Quill Road","","","","unclassified"
"25987097","","","Lucerne Court","Lucerne Court","Cooyrt Lucerne","","residential"
"25987100","","","Alexander Road","","","","unclassified"
"25987101","","","Bayr Rheynn Doo","","Bayr Rheynn Doo","","unclassified"
"25987103","","","Saddle Road","Saddle Road","Raad Jeelt","B27","secondary"
"25987105","","","Eyreton Park","","","","unclassified"
"25987106","","","Chapel Beach Slipway","","","","service"
"25987107","","","Gansey Road","","","","service"
"25987110","","","Lheannag Park","","","","residential"
"25987112","","","Ennerdale Avenue","","","","unclassified"
"25987113","","","Road of the Scarffe's Ridge","Road of the Scarffe's Ridge","Bayr Dreeym Skerry","B19","secondary"
"25987114","","","Corlea Road","Corlea Road","Bayr yn Chor Cheean","B39","secondary"
"25987116","","","Bridge Lane","","","","residential"
"25987117","","","Ballamaddrell","","","","residential"
"25987118","","","Joseph Hall Avenue","Joseph Hall Avenue","Astyll Joseph Hall","","residential"
"25987119","","","Brunswick Road","","","","unclassified"
"25987124","","","Highfield Drive","","","","unclassified"
"25987126","","","Killeaba Mount","","","","unclassified"
"25987127","","","Bemahague Avenue","","","","residential"
"25987129","","","Rowan Avenue","Rowan Avenue","","","residential"
"25987130","","","Athol Court","","","","residential"
"25987131","","","Kallow Point Road","Kallow Point Road","Raad Gob Callow","","residential"
"25987132","","","Bradda View","","","","residential"
"25987134","","","Isle of Man Business Park","","","A6","trunk"
"25987136","","","Ballakermeen Close","","","","residential"
"25987139","","","Earystane Road","Earystane Road","","","unclassified"
"25987141","","","Bretney Close","","","","residential"
"25987142","","","Road of the Middle Farm","Road of the Middle Farm","Bayr Balley Meanagh","","unclassified"
"25987143","","","The Abbey Wood","","","","unclassified"
"25987144","","","Ard Reayrt","","Ard Reayrt","","residential"
"25987146","","","Lezayre Park","","","","residential"
"25987148","","","Cooil Veg","","","","residential"
"25987149","","","Sandfield","","","","service"
"25987152","","","Ballagale Avenue","","","","residential"
"25987153","","","Ballachrink","","","","residential"
"25987154","","","Fuchsia Court","","","","residential"
"25987155","","","Ballagale Close","","","","residential"
"25987157","","","Fairy Hill","","","","residential"
"25987158","","","Hazel Close","","","","residential"
"25987159","","","Slieau Curn Park","","","","unclassified"
"25987161","","","Laureston Grove","","","","unclassified"
"25987162","","","York Road","York Road","Raad York","B76","secondary"
"25987163","","","Meadowcourt","","","","unclassified"
"25987164","","","Johnny Watterson's Lane","","","","footway"
"25987165","","","Coburg Road","","","","residential"
"25987166","","","Cronk Avenue","","","","residential"
"25987167","","","Willow Close","","","","residential"
"25987171","","","The Crescent","","","","unclassified"
"25987172","","","East Street","East Street","Straid Hiar","","unclassified"
"25987173","","","Hillcroft Green","","","","residential"
"25987174","","","Lord Street","Lord Street","","A1","primary"
"25987176","","","Church Street","","","B62","secondary"
"25987177","","","Old Sulby Road","Old Sulby Road","","","unclassified"
"25987179","","","Rosebank Court Apartments","","","","service"
"25987180","","","The Lhargan","","","","unclassified"
"25987182","","","Farrant Park","","","","unclassified"
"25987183","","","Barley Field Road","","","","unclassified"
"25987185","","","Howstrake Drive","","","","unclassified"
"25987186","","","Wybourn View","","","","residential"
"25987187","","","Glen Darragh Road","","","A26","primary"
"25987189","","","Oatlands Road","","","B24","secondary"
