"Name","Number","Inc/Reg Date","Status","Registry Type","Name Status","URL","Index Date"
"Beveridges'","000239B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=kwaCcZdILPJM3HGhnJb03A%3d%3d","2024-05-03"
"FINTONA BAY","000241V","20 Dec 2006","Dissolved","2006 Act Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=Gi6ywvY%2fj153jNDuxC%2bf1Q%3d%3d","2024-05-03"
"Colonnade Cafe Co.","000242B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=X1h6JAmAHf9ZHGX9zg2kKA%3d%3d","2024-05-03"
"Johnson's Stores","000244B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=ujolPOf4VBsPOxSNNdQu5w%3d%3d","2024-05-03"
"Plant Bros","000245B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=C1vkvwk%2fLYbrzhNnSwfpwg%3d%3d","2024-05-03"
"Douglas Window Cleaners","000246B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=eUUQ6cmDA5MCUWq9lFdT0Q%3d%3d","2024-05-03"
"Corkill Bros.","000249B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=7HxpW9KCAGPAcwBq%2fQkGAQ%3d%3d","2024-05-03"
"Gill Bros.","000251B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=6bbY7Y8B8hS2KLbVIPaVXA%3d%3d","2024-05-03"
"Percy Daugherty","000253B","13 Jul 1924","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=2k0tyrg6%2bEPS391q4NpXsw%3d%3d","2024-05-03"
"Dale Bros.","000255B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=2aIPbh1wqzT2tVetRJ66qQ%3d%3d","2024-05-03"
"Daugherty","000256B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=a%2bcHHx0g14vPwVcAYYJsrA%3d%3d","2024-05-03"
"John Marlow","000261B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=o08Ij7gb%2fVrenMBFSn8Jyg%3d%3d","2024-05-03"
"Cannell Bros.","000262B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=93%2f5pI6%2b9AIOEgARCAeNHg%3d%3d","2024-05-03"
"Wattleworth's","000264B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=tTMlgjgyV2J%2bnTvwkzuSFQ%3d%3d","2024-05-03"
"Kaneen Bros.","000265B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=Q0B6h8hE5DYM1mf%2fuFxF7Q%3d%3d","2024-05-03"
"Frederick Montrose","000268B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=Io%2b3vZ%2fY8kapSOXZLQet8A%3d%3d","2024-05-03"
"The Mona Motor Company","000281B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=5Hrr0JnBcNFnkJUaEWEl4A%3d%3d","2024-05-03"
"William Henry Shimmin","000282B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=qvtwXrla3syodFGIcI%2fYiQ%3d%3d","2024-05-03"
