Decisions issued under delegated authority 1/1/13 - 31/12/13,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Alterations and erection of extension to dwelling,Cronk Mayn Beg Jurby Road Ramsey Isle Of Man IM8 3TA ,PER,08-Nov-13,13/91164/B
Installation of replacement windows,63 Woodbourne Road Douglas Isle Of Man IM2 3AQ,PER,15-Nov-13,13/91165/B
Alteration and extension to garage and alteration to vehicular entrance and driveway,Keristal 33 Brunswick Road Douglas Isle Of Man IM2 3NW,PER,14-Mar-13,13/00136/B
Alterations and extensions to dwelling,Rushen Vicarage Barracks Road Port St. Mary Isle Of Man IM9 5LP,PER,14-Mar-13,13/00142/B
Erection of illuminated advertising signage,68 - 72 Strand Street Douglas Isle Of Man IM1 2EW ,PER,14-May-13,13/00370/D
Creation of two gable windows to dwelling and widen existing driveway and vehicular access,Anchor House Queens Road Port St. Mary Isle Of Man IM9 5ES,PER,04-Jun-13,13/00523/B
Replace existing patio doors with a window to front elevation of dwelling,40 Claughbane Drive Ramsey Isle Of Man IM8 2BG,PER,14-Jun-13,13/00536/B
Erection of six illuminated display boards,Private Jet Terminal Ronaldsway Airport Ballasalla Isle Of Man  ,PER,20-Jun-13,13/00537/D
Installation of additional ground floor window to side elevation,Flat 1 14 Mona Drive Douglas Isle Of Man IM2 4LF ,PER,10-Oct-13,13/91046/B
Installation of a door and window side panel to create an enclosed front porch to dwelling,119 Royal Avenue Onchan Isle Of Man IM3 1LD,PER,04-Dec-13,13/91252/B
Change of use from marine engineering and commercial plant/vehicle agency to an industrial unit,Falcon Auto Centre Ronaldsway Industrial Estate Ronaldsway Ballasalla Isle Of Man  ,PER,21-Nov-13,13/91211/C
Erection of a dormer bathroom to rear elevation of dwelling,113 Wybourn View Onchan Isle Of Man IM3 4AZ,PER,21-Nov-13,13/91215/B
Construction of a stone track and widening of roadside field entrance,Field 414399 Fleshwick Road Surby Port Erin Isle Of Man  ,PER,10-Dec-13,13/91274/B
Alterations and erection of a two storey extension to dwelling,22 Whitebridge Road Onchan Isle Of Man IM3 4HS,PER,05-Dec-13,13/91280/B
Alterations and extension of existing canopy to form a smoking shelter,Pinewood Complex Laburnum Road Douglas Isle Of Man IM2 1DE ,PER,05-Dec-13,13/91281/B
Reserved Matters Application for erection of a dwelling,"Land Adjacent To Holly Cottage, The Crofts Ballaughton Meadows Douglas Isle Of Man  ",PER,14-Mar-13,13/00129/REM
Replacement of original garden shed with a summerhouse (retrospective),7 Glen Elfin Road Ramsey Isle Of Man IM8 2HF,PER,08-Aug-13,13/00754/B
Installation of replacement front door,34 Glenfaba Road Peel Isle Of Man IM5 1BX,PER,01-Aug-13,13/00756/B
"Extension to provide storage facility, garden machine workshop and weather protection to existing canopied display area (comprising amendments to PA 12/00243/B)",Eden Park Garden Centre Ballapaddag Cooil Road Douglas Isle Of Man IM4 2AF ,PER,27-Mar-13,13/00201/B
Amendment to bin store approved under PA 09/01131/B (retrospective),Cregville 13 Empire Terrace Douglas Isle Of Man IM2 4LE ,REF,04-Apr-13,13/00202/B
Alterations and extension to dwelling (comprising amendments to PA 12/00787/B),30 Howe Road Onchan Isle Of Man IM3 2BA,PER,27-Mar-13,13/00204/B
Demolition of existing outbuilding and erection of a timber garden house,46 Selborne Drive Douglas Isle Of Man IM2 3NH,PER,04-Apr-13,13/00205/B
Alterations and extensions to dwelling (comprising amendments to PA 12/01334/B),Westwood House Dalby Isle Of Man IM5 3BT ,PER,10-Apr-13,13/00263/B
Erection of a replacement conservatory,46 Faaie-Ny-Cabbal Kirk Michael Isle Of Man IM6 2HU ,PER,10-Apr-13,13/00266/B
Alterations and erection of an extension to dwelling to provide an integral garage with living accommodation above,112 Summerhill Road Onchan Isle Of Man IM3 1NJ,PER,16-May-13,13/00439/B
Alterations and erection of extensions to dwelling,Park Na Silla Woodlands Avenue Douglas Isle Of Man IM2 3QS,REF,24-May-13,13/00440/B
Installation of replacement windows,23 Alexander Drive Douglas Isle Of Man IM2 3QQ,PER,24-May-13,13/00445/B
Alterations to conservatory (retrospective),Balquhidder 9 Woodlands Close Douglas Isle Of Man IM2 3QT ,PER,05-Jun-13,13/00448/B
Erection of an extension and timber deck to rear of dwelling,Windbourne Main Road Union Mills Isle Of Man IM4 4AN,PER,18-Sep-13,13/00911/B
Erection of fence adjacent to garage (retrospective),2 Cronk Y Thatcher Colby Isle Of Man IM9 4LN,PER,04-Dec-13,13/91235/B
 Demolition of rear outlet wall and rebuild to match existing,109 Woodbourne Road Douglas Isle Of Man IM2 3AR,PER,27-Jun-13,13/00495/B
Amendments to approved alterations and extension to dwelling ( 99/00576/B),Cornerstone Lime Street Port St. Mary Isle Of Man IM9 5ED ,REF,24-Jul-13,13/00713/B
"Alterations to existing vehicular access and driveway, and change to design of conservatory roof as approved under PA 11/01627/B",41 Douglas Street Peel Isle Of Man IM5 1BB,PER,26-Nov-13,13/00739/B
Alterations and extensions to dwelling,Ballakew Farm Braaid Road St Marks Ballasalla Isle Of Man IM9 3AP,PER,23-Jul-13,13/00740/B
Change of use from light industrial to a micro brewery,Unit 3 Hills Meadow Industrial Estate Douglas Isle Of Man IM1 5EB ,PER,27-Sep-13,13/90921/C
Erection of seven detached dwellings with integral garages (Amendments to PA 08/00965/B) Re-advertised due to amendment to Plots 3 and 6; and further details and revisions to hard and soft landscaping including boundary treatment,Land Adjacent To Briarville Crescent Road Ramsey Isle Of Man  ,PER,21-Nov-13,13/90923/B
Alterations and first floor extension to dwelling,Ballagarrow  Glen Auldyn Ramsey Isle Of Man IM7 2AF ,PER,22-Oct-13,13/90939/B
Erection of advertising signage,62 Bucks Road Douglas Isle Of Man IM1 3AE ,PER,20-Dec-13,13/01333/D
"Window / door alterations, rendering and roofing works to dwelling",Ballagarey East Baldwin Isle Of Man IM4 5ER ,PER,20-Dec-13,13/91334/B
Replace existing glazed conservatory roof with tiles,7 Cronk Avenue Onchan Isle Of Man IM3 3DG,PER,20-Dec-13,13/91335/B
Alterations and erection of an infill extension to dwelling,19 Devonshire Crescent Douglas Isle Of Man IM2 3RD,PER,23-Dec-13,13/91336/B
Alterations and erection of an extension to replace existing conservatory,11 Reginald Close Douglas Isle Of Man IM2 7AJ,PER,20-Dec-13,13/91337/B
Change of use from office accommodation to a retail unit,19 Victoria Street Douglas Isle Of Man IM1 2LW ,PER,04-Nov-13,13/91130/C
 Alterations and extension to dwelling to provide first floor living accommodation,7 Ballakneale Avenue Port Erin Isle Of Man IM9 6ND,REF,21-Mar-13,13/00189/B
Installation of first floor replacement windows to dwelling,Lothlorian Quarry Road Laxey Isle Of Man IM4 7DU ,PER,22-May-13,13/00412/B
Conversion of unit to provide a sorting office and storage facility,Warehouse Part Of Former Ronaldsway Shoe Factory Ronaldsway Industrial Estate Ronaldsway Ballasalla Isle Of Man IM9 2RY ,PER,09-Jul-13,13/00413/B
Installation of replacement front door,22 Circular Road Peel Isle Of Man IM5 1ND,PER,21-Jun-13,13/00588/B
"Installation of dormer, roof lights and window alterations",Fir Croft Douglas Road Ballasalla Isle Of Man IM9 2AN,PER,10-Jul-13,13/00660/B
Change of use and internal works to former coffee bar to form office space for educational purposes (in association with 13/00710/CON),18-20 Victoria Street Douglas Isle Of Man IM1 2LE ,PER,08-Aug-13,13/00709/GB
Registered Building Consent  for change of use and internal works to former coffee bar to form office space for educational purposes ( RB no 223 in association with 13/00709/GB),18-20 Victoria Street Douglas Isle Of Man IM1 2LE ,PER,08-Aug-13,13/00710/CON
Installation of replacement windows to front and rear elevations and replacement back door (in association with 13/01029/CON),The Red House  1 The Parade Castletown Isle Of Man IM9 1LG,PER,07-Oct-13,13/91028/GB
Registered Building Consent for installation of replacement windows to front and rear elevations and replacement back door (RB no 70 in association with 13/91028/GB),The Red House  1 The Parade Castletown Isle Of Man IM9 1LG,PER,07-Oct-13,13/01029/CON
Installation of replacement conservatory roof with light weight roof tiles,66 Ballagarey Road Glen Vine Isle Of Man IM4 4EQ,PER,14-Nov-13,13/91148/B
Demolition of existing rear outlet and erection of a single storey ground floor extension and formation of new door and window to side elevation,Mountford Eleanora Drive Douglas Isle Of Man IM2 3NN,PER,22-Nov-13,13/91218/B
Installation of additional windows and patio doors,Pumpkin Patch Day Nursery  Hailwood Court Douglas Isle Of Man IM2 7EA ,PER,14-Mar-13,13/00130/B
"Alterations, erection of extensions to dwelling, extend existing driveway and creation of an additional vehicular access",Carrick View Shore Road Bay Ny Carrickey Port St. Mary Isle Of Man IM9 5LZ,PER,14-Jun-13,13/00424/B
Creation of vehicular access and off road parking in front garden,16 Ballakermeen Avenue Douglas Isle Of Man IM1 4HW,PER,01-Aug-13,13/00604/B
Installation of replacement windows and balcony door,Apartment 3 Queens Mansions Palace Terrace Queens Promenade Douglas Isle Of Man IM2 4ND ,PER,27-Jun-13,13/00605/B
Installation of roof light to front elevation and window alteration and dormer with Juliet balconies to rear elevation,116 Woodbourne Road Douglas Isle Of Man IM2 3BA,PER,27-Jun-13,13/00607/B
Installation of replacement conservatory roof,Fiddlers Green 5 Mount View Andreas Village Isle Of Man IM7 4HJ ,PER,26-Jul-13,13/00706/B
Installation of replacement balcony balustrades (retrospective),3 And 4  Premier Road Ramsey Isle Of Man IM8 3AS,PER,23-Sep-13,13/00875/B
Erection of a dwelling with detached garage block,Plot 17  Ballanard Woods Ballanard Road Douglas Isle Of Man  ,PER,14-Aug-13,13/00712/B
Installation of replacement doors,1 Peveril Road Peel Isle Of Man IM5 1NU,PER,05-Sep-13,13/00714/B
Erection of an extension to rear of dwelling,12 Fuchsia Road Reayrt Ny Keylley Peel Isle Of Man IM5 1GA ,PER,15-Aug-13,13/00715/B
Alterations and extensions to dwelling,16 Groudle View Onchan Isle Of Man IM3 2EY ,PER,04-Dec-13,13/91240/B
Erection of a replacement conservatory with room below,Chinook Ballagorry Drive Glen Mona Ramsey Isle Of Man IM7 1HE,PER,29-Nov-13,13/91241/B
Roofing works to existing conservatory,23 Glebe Aalin Ballaugh Isle Of Man IM7 5BW,PER,08-Mar-13,13/00111/B
Roofing works to existing conservatory,5 Close Oard Ramsey Isle Of Man IM8 3PY ,PER,08-Mar-13,13/00115/B
Creation of an open air equestrian arena,Ballawilleykilley Glen Vine Road Glen Vine Isle Of Man IM4 4HD,PER,28-May-13,13/00143/B
Conversion of existing out building into a dwelling,Riversdale Strang Road Union Mills Isle Of Man IM4 4NP,PER,25-Jul-13,13/00376/B
Alterations and erection of extensions to dwelling,33 Howe Road Onchan Isle Of Man IM3 2BA,PER,09-May-13,13/00379/B
Replace garage door with a window and erection of a porch canopy to dwelling,Fo Cronk Sulby Glen Sulby Isle Of Man IM7 2AZ,PER,14-Jun-13,13/00456/B
Mounting of a 1.8m communication dish on existing tower,DHA Radio Tower Site Jurby Industrial Estate Jurby Isle Of Man IM2 3AP ,PER,19-Aug-13,13/00773/B
Roofing works to existing conservatory,11 Majestic Drive Onchan Isle Of Man IM3 2JQ,PER,15-Aug-13,13/00775/B
Erection of a sun room extension,2 Bramble Close Douglas Isle Of Man IM2 1QN ,REF,18-Nov-13,13/91064/B
Erection of an extension to dwelling,60 Claughbane Drive Ramsey Isle Of Man IM8 2BJ,PER,04-Dec-13,13/91160/B
Alterations and erection of an extension to dwelling,133 Royal Avenue Onchan Isle Of Man IM3 1LD,REF,13-Sep-13,13/00619/B
Erection of a conservatory to dwelling,Ballacottier House Slegaby Ride Onchan Isle Of Man IM4 5BW ,PER,11-Jul-13,13/00620/B
Installation of flue,Thie Vannin Nassau Road Regaby Ramsey Isle Of Man IM7 4AL ,PER,10-Oct-13,13/91053/B
Installation of additional flue,Hazlewood House  Ballaragh Road Laxey Isle Of Man IM4 7PH ,PER,18-Nov-13,13/91054/B
Repositioning of an existing window to dwelling,Tintern 4 Auburn Place Lezayre Road Ramsey Isle Of Man IM8 2LP ,PER,27-Jun-13,13/00610/B
Erection of an entrance gate and flanking walls and erection of a replacement summerhouse,Lower Ballig Tynwald Mills St Johns Isle Of Man IM4 3AF ,PER,11-Jul-13,13/00678/B
Erection of a single storey extension to side elevation,Ballanelson Farmhouse Jurby East Isle Of Man IM7 3HD ,PER,15-Nov-13,13/91014/B
"Installation of patio doors, infill existing kitchen door and erection of garden shed",10 Erin Way Port Erin Isle Of Man IM9 6EF ,PER,04-Oct-13,13/91033/B
Erection of a first storey extension to provide an en-suite bathroom to dwelling,Mount Auldyn House Jurby Road Ramsey Isle Of Man IM8 3PF,PER,15-Nov-13,13/91195/B
Replacement of existing chimney stack,23 & 25 Market Street Peel Isle Of Man IM5 1AE,PER,18-Dec-13,13/91313/B
Creation of compound area and installation of light to side of existing building,Saw Mills Foxdale Road St Johns Isle Of Man IM4 3AS ,PER,11-Apr-13,13/00294/B
Registered Building Consent for erection of replacement signage (RB no 40 in association with 13/00362/D),Lloyds Bank Market Square Castletown Isle Of Man IM9 1LQ,PER,13-Jun-13,13/00363/CON
Installation of replacement conservatory roof,56 King Orry Road Glen Vine Isle Of Man IM4 4FJ ,PER,09-Jul-13,13/00647/B
Installation of replacement conservatory roof,25 Ballagyr Park Peel Isle Of Man IM5 1UP,PER,09-Jul-13,13/00648/B
Installation of replacement conservatory roof,28 Bellevue Park Peel Isle Of Man IM5 1UE,PER,09-Jul-13,13/00649/B
Extension to rear elevation and replacement roof construction to create first floor living space,Dunluce 19 Groudle Road Onchan Isle Of Man IM3 2EH,REF,10-Jul-13,13/00650/B
Erection of extension to replace existing conservatory,Ballaterson Manor Ballaterson Beg Ballaugh Isle Of Man IM7 5BN,PER,19-Jul-13,13/00651/B
Extensions to dwellings to form sun lounges,32 And 33 Knock Rushen Scarlett Road Castletown Isle Of Man IM9 1TQ ,PER,03-Jul-13,13/00652/B
Installation of replacement windows to front elevation,Balmoral Queens Promenade Ramsey Isle Of Man IM8 1BH,PER,03-Jul-13,13/00654/B
Removal of chimney stack extensions,44 The Crofts Castletown Isle Of Man IM9 1LZ,PER,03-Sep-13,13/00853/B
"Alterations, erection of a first floor extension to dwelling and extend existing driveway",23 Heywood Close Onchan Isle Of Man IM3 3AF,PER,22-Oct-13,13/90971/B
Erection of a conservatory to dwelling,Karrin Sulby Glen Sulby Isle Of Man IM7 2AZ,PER,23-Sep-13,13/90972/B
Erection of a fire fighting equipment storage container,Isle Of Man Fire & Rescue Service Fire Station Station Road Kirk Michael Isle Of Man IM6 1AE,PER,15-Nov-13,13/91192/B
"Refurbishment and extension of existing building to create a new engineering department and erection of a new motor vehicle workshop building with foul and surface water drainage, car park, improved vehicular access and soft landscaping with trees",Former Water Treatment Plant  Greenfield  Road Douglas Isle Of Man  ,PER,11-Jul-13,13/00663/B
Creation of vehicular access and parking area in front garden,Trelja 35 Selborne Drive Douglas Isle Of Man IM2 3NJ,PER,10-Jul-13,13/00665/B
Approval in principle for erection of a dwelling,Land Adjacent To Hill View Clanagh Road Sulby Isle Of Man  ,REF,18-Nov-13,13/91156/A
Approval in principle for erection of a dwelling,Land Adjacent To Laurieston House Booilushag Ballajora Ramsey Isle Of Man IM7 1BB,PER,15-Apr-13,13/00282/A
Alterations and extensions to dwelling,17 Cooil Breryck Ramsey Isle Of Man IM8 3HL ,PER,14-Jun-13,13/00541/B
Erection of replacement balcony panels,Brewery Wharf Apartments Brewery Wharf Castletown Isle Of Man IM9 1ES ,PER,03-Jul-13,13/00543/B
Amendments to elevation details on approved retail development (09/01864/B retrospective),55 - 57 Duke Street Douglas Isle Of Man IM1 2AU ,PER,15-Jul-13,13/00545/B
Installation of replacement windows to dwelling,The Rock Bridge Street Castletown Isle Of Man IM9 1AX,REF,09-Jul-13,13/00602/B
Removal of a chimney stack,Beach View Windsor Mount Ramsey Isle Of Man IM8 3EA,REF,19-Jul-13,13/00697/B
Erection of illuminated signage,34 Parliament Street Ramsey Isle Of Man IM8 1AW ,PER,06-Nov-13,13/01110/D
Erection of a dwelling,Land Adjacent To 23 Close Famman   Close Famman Port Erin Isle Of Man  ,PER,15-Nov-13,13/91177/B
Conversion of ground floor unit from Class 1 Retail to Class 2 Financial & Professional services,62 Duke Street Douglas Isle Of Man IM1 2AR,PER,24-Jul-13,13/00705/B
Alterations to external finish on rear elevation,44 The Crofts Castletown Isle Of Man IM9 1LZ,REF,11-Jul-13,13/00473/B
Alterations and extension to dwelling,Struan Ballakillowey Road Colby Isle Of Man IM9 4BD,PER,31-Jul-13,13/00760/B
Conversion of former agricultural building to a dwelling with additional use as tourist accommodation,Outbuilding Ballakissack Farm Little Mill Road Onchan Isle Of Man  ,PER,05-Nov-13,13/00761/B
Erection of a replacement dwelling and garage,Clarecourt Marathon Road Douglas Isle Of Man IM2 4HL,REF,23-Sep-13,13/00762/B
Installation of solar panels to rear elevation,126 Malew Street Castletown Isle Of Man IM9 1LT,PER,31-Jul-13,13/00763/B
"Revised route of pedestrian path (retrospective, in association with 13/00765/CON)",St German's Cathedral Grounds  Derby Road Peel Isle Of Man IM5 1HH,PER,14-Nov-13,13/00764/GB
"Registered Building Consent for revised route of pedestrian path (retrospective, RB no 204 in association with 13/00764/GB)",St German's Cathedral Grounds  Derby Road Peel Isle Of Man IM5 1HH,PER,14-Nov-13,13/00765/CON
Installation of replacement windows to front elevation,19 Brunswick Road Douglas Isle Of Man IM2 3LG,PER,05-Sep-13,13/00790/B
"   Alterations, erection of a two storey extension and installation of replacement windows to dwelling",Greystones Main Road Union Mills Isle Of Man IM4 4AG,PER,08-Aug-13,13/00794/B
Erection of two gate posts and installation of entrance gates,11 Odins Way Ballakillowey Colby Isle Of Man IM9 4BQ,PER,27-Mar-13,13/00194/B
Erection of a block of eight industrial units,Land Adjacent To The Dome  Port Way Balthane Industrial Estate Ballasalla Isle Of Man  ,PER,10-Apr-13,13/00197/B
"Existing sun lounge roof raised, erection of a replacement garage and formation of new vehicular access and driveway",Braeside Glen Chass Road Glen Chass Port St. Mary Isle Of Man IM9 5PN,PER,10-Apr-13,13/00258/B
Erection of three detached dwellings (on site of four semi-detached dwellings approved under PA 10/01558/B),Pots 20 To 23 Springfield Rise Foxdale Isle Of Man IM4 3JX ,PER,10-Apr-13,13/00260/B
Erection of a canopy over rear doorway,Pinewood Complex Laburnum Road Douglas Isle Of Man IM2 1DE ,PER,10-Apr-13,13/00261/B
Installation of replacement windows to front elevation,15 Derby Road Douglas Isle Of Man IM2 3ES,PER,10-Apr-13,13/00274/B
Erection of a two storey extension to rear elevation,The Cottage Douglas Road Ballasalla Isle Of Man IM9 2EQ,PER,11-Apr-13,13/00275/B
Erection of barriers with advertising to form an outside smoking area,The Crescent  Queens Promenade Douglas Isle Of Man IM2 4NN,PER,23-May-13,13/00472/D
Installation of replacement conservatory roof,32 Cronk Reayrt Peel Isle Of Man IM5 1DB,PER,01-Aug-13,13/00742/B
Installation of a replacement shop front and replacement windows to front elevation,Ken Quines 15 Station Road Port Erin Isle Of Man IM9 6AE ,PER,14-Nov-13,13/91115/B
Conversion of former workshop and offices into two dwellings,5 Farrants Way Castletown Isle Of Man IM9 1NR,REF,01-Nov-13,13/91116/B
Demolition of rear annex and erection of a two storey extension to provide garage and ancillary living accommodation,14 Stanley Terrace Douglas Isle Of Man IM2 4EP,PER,15-Nov-13,13/91123/B
Installation of replacement conservatory roof,Oxenbourne Beach Road Port St. Mary Isle Of Man IM9 5ND,PER,20-Jun-13,13/00540/B
Alterations and extensions to dwelling,14 Windermere Avenue Onchan Isle Of Man IM3 2DT ,PER,20-Jun-13,13/00544/B
"Alterations and erection of a two storey extension to dwelling, extension of residential curtilage and creation of an additional driveway and vehicular access",13 The Links Peel Isle Of Man IM5 1LP ,PER,03-Jul-13,13/00653/B
"Alterations, erection of an extension to dwelling and erection of a utility / store room to replace existing shed",13 Nursery Avenue Onchan Isle Of Man IM3 4HF,PER,19-Jul-13,13/00656/B
Installation of replacement windows,13 Mona Street Peel Isle Of Man IM5 1HJ,PER,16-Aug-13,13/00707/B
 Erection of a two storey building with single storey link and alteration of parking area. Proposed use; a) environmental ground and soil testing as amplified by the documentation received 03.09.13 or b) additional floor space/accommodation for adjacent a,Former Factory Building  Gladstone Avenue Ramsey Isle Of Man IM8 2LE,PER,04-Nov-13,13/00744/B
"Alterations, erection of extensions and installation of a dormer window to dwelling",Rose Cottage Baldrine Hill Baldrine Isle Of Man IM4 6DQ,PER,15-Aug-13,13/00782/B
Alterations to two existing dormer windows to create one dormer window,65 Ballagarey Road Glen Vine Isle Of Man IM4 4EJ,PER,08-Aug-13,13/00783/B
Erection of an extension to replace existing conservatory,Wegberg 2 Cronk Drine Union Mills Isle Of Man IM4 4NG,PER,08-Aug-13,13/00786/B
Erection of stable,Halcyon Days Main Road Ballaugh Isle Of Man IM7 5EX,PER,10-Apr-13,13/00265/B
Installation of additional window to front elevation,13 Cronk Avenue Onchan Isle Of Man IM3 3DG,PER,10-Apr-13,13/00269/B
Erection of garage extension to side elevation,12 Abbots Drive Abbotswood Ballasalla Isle Of Man IM9 3EB ,PER,10-Apr-13,13/00271/B
Installation of replacement windows and door,24 Circular Road Peel Isle Of Man IM5 1ND,PER,28-May-13,13/00454/B
Installation of replacement conservatory roof,38 Seafield Crescent Onchan Isle Of Man IM3 3BZ,PER,27-Jun-13,13/00599/B
Erection of replacement advertising signage,Lloyds Bank  Peveril Building Peveril Square Douglas Isle Of Man IM1 2BS,PER,16-Aug-13,13/00814/D
Alterations and extensions to dwelling (comprising amendments to PA 13/00326/B),Glencar Main Road St Johns Isle Of Man IM4 3LU,PER,16-Aug-13,13/00815/B
Installation of replacement windows and front door,Keirn Corneil 42 The Meadows Kirk Michael Isle Of Man IM6 1EU,PER,19-Sep-13,13/90977/B
Erection of disabled access ramps,St Catherines Church And Church Hall  Church Road Port Erin Isle Of Man IM9 6AH,PER,23-Sep-13,13/90978/B
Installation of replacement windows,Bayr Dowin Cottage Baltic Road Kirk Michael Isle Of Man IM6 1EF,REF,30-Aug-13,13/00865/B
Alterations and extension to dwelling,11 Cambridge Terrace Douglas Isle Of Man IM1 3LL,PER,13-Sep-13,13/90919/B
Roof light alterations and erection of a conservatory and a decked area with ramp access within internal courtyard area,Castle Rushen High School Arbory Road Castletown Isle Of Man IM9 1RE,PER,05-Sep-13,13/90920/B
Alterations to access to rear of dwelling (retrospective),8 Close Cubbon Peel Isle Of Man IM5 1NS,PER,02-Dec-13,13/91269/B
Registered Building Consent for internal alterations to dwelling (RB no 42),Packet House The Quay Castletown Isle Of Man IM9 1LD ,PER,26-Nov-13,13/01157/CON
Replace existing conservatory roof with light weight roof tiles,1 Strawberry Meadows Colby Isle Of Man IM9 4DA ,PER,14-Nov-13,13/91161/B
Approval in principle for the erection of a replacement dwelling,Clypse Lodge Clypse Onchan Isle Of Man IM4 5BG,PER,19-Mar-13,13/00183/A
Alterations and installation of dormer windows to dwelling,7 Westlands Avenue Ramsey Isle Of Man IM8 3PS,PER,04-Apr-13,13/00193/B
Creation of a storage compound (Amendments to PA 11/00298/B) (Retrospective),Field 331659 Foxdale Road The Hope St Johns Isle Of Man  ,PER,27-Mar-13,13/00195/B
Conversion of two properties to form a single dwelling including the erection of a first floor extension and a double garage,Arbory House Glen Road Colby Isle Of Man IM9 4HW,PER,27-Mar-13,13/00196/B
Erection of an extension to dwelling,Dhoon Parsonage Glen Mona Ramsey Isle Of Man IM7 1HD ,PER,10-Apr-13,13/00223/B
Window alterations to dwelling (retrospective),36 Malew Street Castletown Isle Of Man IM9 1AF,REF,05-Apr-13,13/00224/B
Erection of illuminated signage,57 Strand Street Douglas Isle Of Man IM1 2EN,PER,05-Apr-13,13/00225/D
Alterations to vehicular access,1 Ballakneale Avenue Port Erin Isle Of Man IM9 6ND,PER,27-Jun-13,13/00608/B
Erection of a two storey extension to side elevation,126 Ballaquark Douglas Isle Of Man IM2 2EU,PER,28-Oct-13,13/00578/B
Erection of a first floor extension over garage and a single storey extension to rear elevation,6 Cherry Walk Douglas Isle Of Man IM2 5NR,PER,15-Aug-13,13/00579/B
Erection of floodlighting to be operated by token meters,Tennis Courts Mooragh Park Ramsey Isle Of Man  ,PER,18-Nov-13,13/91089/B
Alterations and extensions to dwelling,Ballacallin House Gordon Peel Isle Of Man IM5 3AR ,PER,04-Nov-13,13/91090/B
"Alterations, creation of additional parking spaces to existing car park and installation of entrance gates",Church Of Jesus Christ Of Latter Day Saints Woodbourne Road Douglas Isle Of Man,PER,20-Feb-13,12/01551/B
Creation of a fire door to rear elevation,4 Forest View Bowring Road Ramsey Isle Of Man IM8 2LQ,PER,28-Jan-13,12/01557/B
Removal of a chimney stack,Arianda Viking Hill Ballakillowey Colby Isle Of Man IM9 4BJ,PER,04-Jan-13,12/01558/B
Erection of an agricultural building to replace existing pig sty,Gleneedle Farm Gleneedle Lower Foxdale Isle Of Man IM4 3BF,REF,01-Feb-13,12/01330/B
Erection of a two storey extension to dwelling,Brottby Peveril Road Peel Isle Of Man IM5 1PJ,PER,04-Jan-13,12/01564/B
Installation of two roof windows to dwelling (In association with 12/01566/CON),The Old Sail Loft  Shore Road Underway Port St. Mary Isle Of Man IM9 5DX ,PER,11-Jan-13,12/01565/GB
Registered Building consent for the installation of two roof windows to dwelling (In association with 12/01565/GB) Registered Building Nos. 203,The Old Sail Loft  Shore Road Underway Port St. Mary Isle Of Man IM9 5DX ,PER,15-Feb-13,12/01566/CON
Installation of replacement windows,Kenilworth Hotel 5 Castlemona Terrace Central Promenade Douglas Isle Of Man IM2 4LU ,PER,16-Jan-13,12/01592/B
Erection of an agricultural building adjacent to existing for the storage of grain / straw,Ballakelly Farm Kiondroghad Road Andreas Isle Of Man IM7 3EJ,PER,10-Jan-13,12/01593/B
Erection of five dwellings (Amendments to PA 10/00354/B),Plots 22 To 26 Reayrt Ny Glionney Adjacent To All Saints Park Lonan Isle Of Man  ,PER,16-Jan-13,12/01595/B
Erection of an aerial to dwelling (retrospective),65 Lezayre Park Ramsey Isle Of Man IM8 2PT,PER,16-Jan-13,12/01569/B
"Erection of three detached dwellings and six apartments on site of twelve previously approved apartments, with associated access, parking and drainage arrangements (amendments to scheme approved under PA 10/00544/B)","Approved Plots C49 To C60 Residential Development Under Construction  Field 311825, Parts Of Fields 315097, 311826, 311827 & 314444 Between Derby Road / Poortown Road & QE2 High School And East Of Reayrt Ny Keylley Peel Isle Of Man  ",PER,20-Feb-13,12/01519/B
Creation of a track (retrospective),Field 524363 Ballaquine House West Baldwin Road Mount Rule Isle Of Man IM4 5EZ ,PER,21-Jan-13,12/01562/B
Alterations and extension to dwelling and widen driveway and vehicular access,52 Ballagarey Road Glen Vine Isle Of Man IM4 4EF,PER,04-Jan-13,12/01563/B
Installation of replacement roof to existing conservatory,Sunnybank Derby Road Peel Isle Of Man IM5 1HW,PER,07-Jan-13,12/01570/B
Erection of a statue and creation of additional pedestrian access via the formation of steps,Heritage Garden Land Adjacent To And  West Of Junction Of New Road And Mines Road Laxey Isle Of Man  ,PER,07-Jan-13,12/01571/B
Erection of road-side advertising signage,Plot 2 Ballanard Woods Development  Ballanard Road Douglas Isle Of Man  ,PER,16-Jan-13,12/01494/D
Demolition of existing property and erection of a replacement property to provide four apartments with associated parking,145 & 147 Royal Avenue Onchan Isle Of Man IM3 1LG ,REF,31-Jan-13,12/01526/B
Erection of a dwelling with attached garage,Plot 18 Poachers Pocket  Bridge Road Ballasalla Isle Of Man  ,PER,04-Jan-13,12/01520/B
Installation of electrical and gas metres to dwelling,16 Thorny Road Douglas Isle Of Man IM2 5ED,PER,07-Jan-13,12/01578/B
"Alterations including reducing the height of front boundary wall, erection of fencing and alterations to vehicular access gates",Cronk My Chree Arbory Road Castletown Isle Of Man IM9 1HA,PER,25-Jan-13,12/01579/B
"Alterations to dwelling, erection of extension to existing gardener's chalet and driveway and access gates alterations",South Court Ramsey Road Laxey Isle Of Man IM4 7PX,PER,31-Jan-13,12/01678/B
