Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,12/01587/B,"Erection of 13 elderly persons dwellings on site of 13 previously approved terraced dwellings, with associated access, parking, open space and drainage arrangements (Amendment to PA 10/00544/B)",20-Feb-13,Director Delegation,"Plots C27 - C39,  Residential Development Under Construction Field 311825 And Parts Of Fields 315097, 311826, 311827 & 314444 Between Derby Road / Poortown Road & QE2 High School And East Of Reayrt Ny Keylley Peel Isle Of Man    "
Permitted,12/01588/B,Alterations and erection of extension to dwelling to provide extended garaging with living accommodation above,12-Mar-13,Planning Committee,Croit Vane Corlea Road Ballasalla Isle Of Man IM9 3BA
Application Withdrawn,12/01589/B,Conversion of existing detached garage to provide ancillary living accommodation,07-Mar-13,Withdrawn,Croit Vane Corlea Road Ballasalla Isle Of Man IM9 3BA
Permitted,12/01590/B,"Erection of reception / administration and storage cabin, construction of platforms, installation of rope courses, refurbishment of paths, to create a tree - based activity facility",15-Jan-13,Planning Committee,Part Of South Barrule Plantation Adjacent To A36 Shoulder Road Foxdale Isle Of Man  
Permitted,12/01591/B,Alterations and conversion of outbuildings to form ancillary living accommodation (Amendments to PA 12/00699/B),10-Jan-13,Senior Planning Officer - North (CB),Tremesare Lodge Blackberry Lane Douglas Isle Of Man IM2 4PD
Permitted,12/01592/B,Installation of replacement windows,16-Jan-13,Senior Planning Officer - South (SC),Kenilworth Hotel 5 Castlemona Terrace Central Promenade Douglas Isle Of Man IM2 4LU 
Permitted,12/01593/B,Erection of an agricultural building adjacent to existing for the storage of grain / straw,10-Jan-13,Senior Planning Officer - South (SC),Ballakelly Farm Kiondroghad Road Andreas Isle Of Man IM7 3EJ
Permitted,12/01594/B,Erection of two cattle shelters and two silage pits with associated hard standing and surface water drainage,04-Jun-13,Planning Committee,Field 310651 Bwoaillieecowle Farm Staarvey Road Peel Isle Of Man  
Permitted,12/01595/B,Erection of five dwellings (Amendments to PA 10/00354/B),16-Jan-13,Senior Planning Officer - South (SC),Plots 22 To 26 Reayrt Ny Glionney Adjacent To All Saints Park Lonan Isle Of Man  
Permitted,12/01596/C,Creation of a temporary camping area for a seven day period during TT week,30-Jan-13,Planning Committee,Grass Area Within Existing Sports Track National Sports Centre Groves Road Douglas Isle Of Man IM2 1RB
Refused,12/01597/B,Erection of a fence (retrospective),05-Feb-13,Senior Planning Officer - North (CB),16 Main Road Onchan Isle Of Man IM3 1AS 
Permitted,12/01598/B,Erection of a metal storage shed,10-Jan-13,Senior Planning Officer - North (CB),Willaston Primary School School Road Douglas Isle Of Man IM2 6RD
Permitted,12/01599/B,Erection of an extension to replace existing conservatory to rear elevation,10-Jan-13,Senior Planning Officer - South (SC),4 Manor Woods Douglas Isle Of Man IM2 2PE 
Permitted,12/01600/B,Alterations and erection of a two storey extension with surrounding raised decking to dwelling,15-Feb-13,Senior Planning Officer - South (SC),33 Farmhill Park Douglas Isle Of Man IM2 2ED
Permitted,12/01601/C,Additional use of premises as a coffee shop,16-Jan-13,Senior Planning Officer - South (SC),Inglewood 26 Palace Terrace Queens Promenade Douglas Isle Of Man IM2 4NF 
Permitted,12/01602/B,Erection of a building to provide two animal shelters and storage with associated hard standing,18-Mar-13,Senior Planning Officer - North (CB),Field 520956 West Baldwin Isle Of Man  
Permitted,12/01603/B,Application for permission to retain existing shop front in a modified form,26-Mar-13,Planning Committee,70 - 72 Bucks Road Douglas Isle Of Man IM1 3AE
Permitted,12/01604/B,Erection of a replacement dwelling with detached garage,15-Jan-13,Planning Committee,Bay View Old Castletown Road Port Soderick Isle Of Man IM4 1BB
Permitted,12/01605/C,Additional use of dwelling for tourist accommodation,10-Jan-13,Senior Planning Officer - North (CB),Red Gap Cottage 7 Arbory Road Castletown Isle Of Man IM9 1HB 
Permitted,12/01606/B,Erection of a replacement dwelling,16-Jan-13,Senior Planning Officer - South (SC),Gareyford Garey Road Garey Ramsey Isle Of Man IM7 2EQ 
Permitted,12/01607/B,Erection of a detached garage,25-Jan-13,Senior Planning Officer - North (CB),Kerrowdhoo Farm Gleneedle Lower Foxdale Isle Of Man IM4 3BG 
Permitted,12/01608/B,Conversion of existing offices on upper floors onto three apartments,29-Jan-13,Planning Committee,31 Parliament Street Ramsey Isle Of Man IM8 1AT
Permitted,12/01609/B,Erection of a detached dwelling with integral garage and associated parking,16-May-13,Senior Planning Officer - South (SC),Part Field 614733 Baldrine Road Baldrine Isle Of Man  
Permitted,12/01610/B,Use of building as industrial unit or as a cafe with external seating area to rear.,18-Jan-13,Planning Committee,Unit Kb1 Harcourt Drive Balthane Ballasalla Isle Of Man IM9 2AG 
Permitted,12/01611/B,Alterations and erection of two storey extension to dwelling,10-Jan-13,Senior Planning Officer - South (SC),3 Royal Terrace Onchan Isle Of Man IM3 1EE
Permitted,12/01612/B,Erection of a wall (retrospective),10-Jan-13,Senior Planning Officer - North (CB),Plot 1 Land Adjacent To Dalemount Peveril Road Peel Isle Of Man IM5 1PQ 
Refused,12/01613/B,Erection of a boundary fence (retrospective),11-Jan-13,Senior Planning Officer - North (CB),15 Marathon Road &  Cubbon Residential Home 3 Marathon Road Douglas Isle Of Man IM2 4HN
Permitted,12/01614/A,Approval in principle for conversion of former office building to residential accommodation.,04-Apr-13,Head of Development Management,Kingswood House  3 Harris Terrace Douglas Isle Of Man IM1 3PL
Permitted,12/01615/B,Erection of a stable,23-Jan-13,Senior Planning Officer - South (SC),Halcyon Days Main Road Ballaugh Isle Of Man IM7 5EX
Permitted,12/01616/B,Alterations and erection of a first floor extension to dwelling,10-Jan-13,Senior Planning Officer - South (SC),Rose Cottage 49 Brunswick Road Douglas Isle Of Man IM2 3NW
Permitted,12/01617/B,Re-location of horsewalker approved under PA 10/01672/B and creation of additional parking,10-Jan-13,Senior Planning Officer - North (CB),Ballavartyn Equestrain Centre Ballavartyn Road Santon Isle Of Man IM4 1HT 
Refused,12/01618/B,Alterations and erection of two storey extension to dwelling,05-Feb-13,Senior Planning Officer - North (CB),Lower Ballachrink Farm St Marks Road Ballasalla Isle Of Man IM9 3AG 
Permitted,12/01619/GB,Installation of replacement windows and doors (In association with 12/01620/CON),21-Jan-13,Head of Development Management,Beaconsfield Tower The Close Off Jurby Road Ramsey Isle Of Man
Permitted,12/01620/CON,Registered Building consent for the installation of replacement windows and doors (In association with 12/01619/GB) Registered Building Nos. 246,21-Jan-13,Head of Development Management,Beaconsfield Tower The Close Off Jurby Road Ramsey Isle Of Man 
Permitted,12/01621/B,Installation of replacement garage door,10-Jan-13,Senior Planning Officer - North (CB),36 - 38 Douglas Street Peel Isle Of Man IM5 1BB
Permitted,12/01622/B,Installation of a new playground,16-Jan-13,Senior Planning Officer - North (CB),Bradda Glen Bradda Glen Port Erin Isle Of Man IM9 6PJ
Permitted,12/01623/C,Change of use of second floor living accommodation into treatment rooms in association with the gymnasium,21-Jan-13,Director Delegation,The Gym 1 - 3 Victoria Buildings Parliament Street Ramsey Isle Of Man IM8 1AX 
Permitted,12/01624/B,Erection of an extension to dwelling with balcony above,13-Mar-13,Senior Planning Officer - North (CB),Alpines Curragh Road St Johns Isle Of Man IM4 3LN
Permitted,12/01625/B,Erection of a detached dwelling with garage and associated parking,12-Feb-13,Planning Committee,Plot 14 Poachers Pocket  Bridge Road Ballasalla Isle Of Man  
Permitted,12/01626/GB,Demolition of existing extension and erection of a two storey extension with parking/access alterations (In association with 12/01627/CON),21-Jan-13,Head of Development Management,Laxey Working Mens Institute 17 New Road Laxey Isle Of Man IM4 7BD
Permitted,12/01627/CON,Registered Building Consent for demolition of existing extension and erection of a two storey extension with parking/access alterations (RB no 227 in association with 12/01626/GB),21-Jan-13,Head of Development Management,Laxey Working Mens Institute 17 New Road Laxey Isle Of Man IM4 7BD
Permitted,12/01628/B,Erection of temporary hoarding to enclose construction site (retrospective),16-Jan-13,Senior Planning Officer - North (CB),Field 521895 And Site Of Former Cooil Smithy Adjacent To Cooil Road Braddan Isle Of Man  
Refused,12/01629/D,Erection of temporary advertising signage (retrospective),16-Jan-13,Senior Planning Officer - North (CB),"Field 521895, Between Isle Of Man Business Park And Cooil Road Douglas Isle Of Man  "
Permitted,12/01630/B,Erection of a single storey extension to rear elevation,18-Feb-13,Director Delegation,15 Queens Road Onchan Isle Of Man IM3 4AF
Permitted,12/01631/B,Erection of an extension to dwelling,16-Jan-13,Senior Planning Officer - North (CB),9 Droghadfayle Park Port Erin Isle Of Man IM9 6ER
Refused,12/01632/B,Erection of a four storey extension to dwelling,20-Feb-13,Senior Planning Officer - North (CB),36 Stanley Road Peel Isle Of Man IM5 1NY
Refused,12/01633/A,Approval in principle for the erection of a detached dwelling,30-Aug-13,Planning Committee,Site Within Grounds Of Folieu Lewaigue Maughold Isle Of Man  
Permitted,12/01634/B,Erection of a detached dwelling,21-Jan-13,Director Delegation,Land Adjacent To Mostynville Chapel Hill Bride Isle Of Man  
Permitted,12/01635/B,Creation of folding doors to rear elevation of dwelling,21-Jan-13,Director Delegation,Summerville 62 King Edward Road Onchan Isle Of Man IM3 2AT
Permitted,12/01636/B,Alterations and erection of an extension to dwelling,16-Jan-13,Senior Planning Officer - North (CB),19 Albany Road Peel Isle Of Man IM5 1JS
Permitted,12/01637/B,Alterations and erection of a two storey extension to dwelling,12-Feb-13,Planning Committee,Graystones Ballakillowey Road Colby Isle Of Man IM9 4BN
Permitted,12/01638/B,Erection of an extension to rear of dwelling,16-Jan-13,Senior Planning Officer - North (CB),2 Abbots Way Abbotswood Ballasalla Isle Of Man IM9 3EQ 
Permitted,12/01639/B,Creation of a driveway and vehicular access (retrospective),16-Jan-13,Senior Planning Officer - North (CB),87 Ballamaddrell Port Erin Isle Of Man IM9 6AU
Refused,12/01640/B,Alterations and extension to rear annex to form a dwelling with garage,12-Feb-13,Planning Committee,Land Behind 6 Sydney Street Adjacent To 1 Oxford Street Douglas Isle Of Man IM1 3JB
Permitted,12/01641/B,Conversion of part of existing barn to ancillary living accommodation,31-Jan-13,Senior Planning Officer - South (SC),Croit-Ny-Claughbane Ballaragh Road Laxey Isle Of Man IM4 7PG 
Permitted,12/01642/B,Replacement of existing garage door with a double door with side panels,22-Jan-13,Director Delegation,52 Maple Avenue Onchan Isle Of Man IM3 3JT
Permitted,12/01643/B,Conversion of existing workshop building into a day nursery with secure outdoor play area,09-Apr-13,Planning Committee,Workshop Adjacent To Masham Court Victoria Avenue Douglas Isle Of Man IM2 4AW
Permitted,12/01644/B,Erection of a dwelling,15-Feb-13,Director Delegation,Plot 7 Bay View Road Onchan Isle Of Man  
Permitted,12/01645/B,"Alterations, roofing works and erection of a garage extension to dwelling",22-Jan-13,Director Delegation,Cronk Aash Bowring Road Ramsey Isle Of Man IM8 3EP
Permitted,12/01646/B,Alterations and extensions to dwelling,17-Jan-13,Senior Planning Officer - South (SC),2 Cooil Farrane Douglas Isle Of Man IM2 1NX
Permitted,12/01647/B,Creation of a field access,12-Feb-13,Planning Committee,Field 234250 Baltic Road Kirk Michael Isle Of Man  
Permitted,12/01648/B,"Construction of new garage on existing parking area, conversion of existing garage to gym/games room, removal of existing glazed porch and erection of a single storey extension",22-Jan-13,Director Delegation,2 Cronkbourne Road Douglas Isle Of Man IM2 3LB 
Permitted,12/01649/B,Alterations and extension to dwelling,22-Jan-13,Director Delegation,1 Manor Park Onchan Isle Of Man IM3 2EW
Permitted,12/01650/B,Erection of a timber shed,26-Mar-13,Planning Committee,Field 534590 Slegaby Ride Onchan Isle Of Man  
Permitted,12/01651/B,Installation of replacement windows to front elevation,22-Jan-13,Director Delegation,Alverna Somerset Road Douglas Isle Of Man IM2 5AE
Permitted,12/01652/B,Alterations and extension to dwelling,22-Jan-13,Senior Planning Officer - North (CB),2 Lucerne Court Douglas Isle Of Man IM2 6BJ 
Permitted,12/01653/B,Installation of replacement windows to front elevation,17-Jan-13,Senior Planning Officer - North (CB),7 Queen Street Castletown Isle Of Man IM9 1PB
Permitted,12/01654/B,Installation of replacement windows to bay window,17-Jan-13,Senior Planning Officer - North (CB),Thie Foillan Shore Road Underway Port St. Mary Isle Of Man IM9 5DX
Permitted,12/01655/B,Creation of land drainage and culverting of ditch to fields (retrospective),16-Oct-13,Planning Committee,Fields 324080 & 324082 Corvalley Braaid Road Braaid Isle Of Man  
Permitted,12/01656/B,Erection of a porch to front elevation,17-Jan-13,Senior Planning Officer - South (SC),22A Ormly Avenue Ramsey Isle Of Man IM8 3LQ
Permitted,12/01657/B,Erection of a single storey extension to side elevation,17-Jan-13,Senior Planning Officer - North (CB),17 Keeill Pharick Glen Vine Isle Of Man IM4 4EW 
Permitted,12/01658/B,Removal of three windows and installation of replacement windows to premises,31-Jan-13,Senior Planning Officer - South (SC),37 Castle Street Douglas Isle Of Man IM1 2HA
Permitted,12/01659/B,Creation of a window,17-Jan-13,Senior Planning Officer - North (CB),Unit 4 (Paint Shop) Qualtroughs Yard Hope Street Castletown Isle Of Man IM9 1AN 
Refused,12/01660/B,Erection of a first floor extension to dwelling,13-Feb-13,Senior Planning Officer - North (CB),2 Glen View Road Onchan Isle Of Man IM3 4HL
Permitted,12/01661/B,Installation of replacement windows to front and rear elevation and replacement front door,25-Jan-13,Senior Planning Officer - North (CB),18 High Street Port St. Mary Isle Of Man IM9 5DW
Permitted,12/01662/B,Alterations and erection of ground and first floor extension to dwelling,01-Feb-13,Senior Planning Officer - North (CB),Kerrowmoar Cottage Kerrowmoar Sulby Isle Of Man IM7 2AX 
Permitted,12/01663/GB,Renovation and alterations to dwelling (in association with 12/01664/CON),04-Feb-13,Head of Development Management,10 Albion Terrace Lezayre Road Ramsey Isle Of Man IM8 2LW 
Permitted,12/01664/CON,Registered Building Consent for renovation and alterations to dwelling (RB no 151 in association with 12/01663/GB),04-Feb-13,Head of Development Management,10 Albion Terrace Lezayre Road Ramsey Isle Of Man IM8 2LW 
Refused,12/01665/B,Demolition of existing garage and erection of a dwelling with garage,28-Feb-13,Senior Planning Officer - North (CB),Land Between And Adjacent To Seafield Garage And Haven Court Fort Island Road Derbyhaven Isle Of Man  
Permitted,12/01666/B,Installation of four dormers and two roof lights and erection of a replacement conservatory,25-Jan-13,Senior Planning Officer - North (CB),The Rowans Main Road Kirk Michael Isle Of Man IM6 1AH
