Decisions issued under delegated authority 1/1/12 - 31/12/12,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Installation of replacement windows and door to front elevation,8 The Crofts Castletown Isle Of Man IM9 1LW,REF,31-May-12,12/00585/B
Erection of a block of ten industrial units,Site At Corner Of Balthane Road And Port Way Balthane Industrial Estate Ballasalla Isle Of Man  ,PER,12-Jul-12,12/00756/B
Erection of a sun room extension,21B Farmhill Park Douglas Isle Of Man IM2 2EE,PER,02-Jul-12,12/00757/B
"Erection of a first floor extension, installation of French doors and raised decking to west elevation",Hynish Spaldrick Avenue Port Erin Isle Of Man IM9 6PE,PER,03-Jul-12,12/00758/B
Installation of a replacement roof to conservatory and replace existing windows with a doorway,8 Mull View Kirk Michael Isle Of Man IM6 1AQ,PER,16-Jul-12,12/00844/B
"Alterations, creation of external staircase and erection of first floor extension and balcony to existing detached garage",Ballaconn Ballalfayle Road Cornaa Ramsey Isle Of Man IM7 1EE ,REF,15-Oct-12,12/01225/B
Erection of a summer house (retrospective),34 Sunningdale Drive Onchan Isle Of Man IM3 1EH,PER,15-Oct-12,12/01226/B
Creation of vehicle parking area and access off highway (Retrospective),121 Ballamaddrell Port Erin Isle Of Man IM9 6AX,PER,15-Oct-12,12/01234/B
Alterations to barn conversion to provide an attached garage with roof terrace above,Ballagawne Farm Peel Road Kirk Michael Isle Of Man IM6 1HL,PER,18-Oct-12,12/01246/B
Creation of a window,10 Hillberry Meadows Douglas Isle Of Man IM2 7BJ,PER,09-Nov-12,12/01329/B
Alterations and extension to disused Tholtan to create workshop and store (retrospective),Building Adjacent To Ballavolley Lodge The Curragh Ballaugh Isle Of Man IM7 5EA ,REF,17-Dec-12,12/01340/B
Alterations and extension to dwelling,Ballyre Beg Balleira Road Kirk Michael Isle Of Man IM6 1EE,PER,15-Mar-12,12/00115/B
Construction of glass lift to east elevation and canopy to north elevation,East Wing  Nunnery Mills Old Castletown Road Douglas Isle Of Man IM2 1QA,PER,05-Mar-12,12/00116/B
Demolition and re-construction of part of dwelling and alterations and additions,Villa Ludon Glen Helen Road Ballig St Johns Isle Of Man IM4 3NH,PER,04-Jul-12,12/00786/B
"Erection of extension, installation of dormer to rear elevation and alteration to driveway and vehicular access",30 Howe Road Onchan Isle Of Man IM3 2BA,PER,24-Jul-12,12/00787/B
Installation of dormers and erection of a single storey extension,11 Ballaterson Crescent Peel Isle Of Man IM5 1BL,PER,24-Jul-12,12/00825/B
"Creation of two additional parking spaces and new vehicular access, installation of security gates and new access doorway",Ramsey Town Hall Parliament Square Ramsey Isle Of Man IM8 1RT ,PER,26-Sep-12,12/00973/B
Installation of a dormer window to rear elevation of dwelling,25 Linden Gardens Douglas Isle Of Man IM2 6AB ,REF,05-Sep-12,12/01046/B
Erection of a fence / trellis (retrospective),Yn Darragh Darragh Port Erin Isle Of Man IM9 6JB,PER,17-May-12,12/00539/B
Erection of a first floor extension over garage and single storey extension to rear elevation,7 Hilltop Rise Douglas Isle Of Man IM2 2LF,PER,04-Jul-12,12/00778/B
Creation of a balcony,Flat 3 The Point Apartments Douglas Head Douglas Isle Of Man IM1 5BX ,PER,30-Jul-12,12/00286/B
Additional use of dwelling as tourist accommodation,7 Douglas Street Castletown Isle Of Man IM9 1AY,PER,04-Apr-12,12/00287/C
"Alterations, erection of extensions and widen existing driveway",14 Selborne Drive Douglas Isle Of Man IM2 3LS ,PER,12-Apr-12,12/00288/B
Approval in principle for erection of two dwellings,Field 534183 Clypse Onchan Isle Of Man  ,REF,29-May-12,12/00579/A
Installation of replacement windows to existing barn,Ballacrye Farm  Sandygate Ramsey Isle Of Man IM7 3BS ,PER,01-Aug-12,12/00906/B
Installation of replacement windows and erection of extension to dwelling,3 Switzerland Terrace Douglas Isle Of Man IM2 4NQ,PER,30-Aug-12,12/01031/B
Installation of replacement windows to front elevation at ground and first floor levels,27 Derby Road Douglas Isle Of Man IM2 3ES,PER,04-Sep-12,12/01039/B
Installation of replacement windows to dwelling,9 Queens Terrace Douglas Isle Of Man IM1 4BZ,PER,24-Jul-12,12/00845/B
Alterations to dwelling including creation of a rear vehicular access and parking area,27 Christian Road Douglas Isle Of Man IM1 2QH,PER,24-Jul-12,12/00847/B
Alterations and erection of an extension to provide replacement changing facilities,Castletown Metropolitan Football Stadium Malew Road Castletown Isle Of Man IM9 4EA,PER,25-Jul-12,12/00873/B
Alterations and erection of extension to dwelling and vehicular access alterations,Carla Beck 28 Devonshire Road Douglas Isle Of Man IM2 3RB,PER,13-Sep-12,12/01108/B
Window alterations to dwelling,Majolica Ballagawne Road Colby Isle Of Man IM9 4BB,PER,14-Sep-12,12/01114/B
Installation of a replacement front door,49 Hildesley Road Douglas Isle Of Man IM2 5AX,PER,23-May-12,12/00482/B
Erection of an extension and conversion of dwelling to create three self contained apartments,42 Woodbourne Road Douglas Isle Of Man IM1 3AN,REF,17-May-12,12/00483/B
Erection of a replacement garage,Thie Vane Truggan Road Port St. Mary Isle Of Man IM9 5AX,PER,18-Jun-12,12/00675/B
Alterations and extension to dwelling (comprising amendments to PA 11/01498/B),Braemar 1 Lag Birragh Drive Onchan Isle Of Man IM3 2JW,PER,15-Jun-12,12/00677/B
Installation of replacement windows,6 Hatfield Grove Douglas Isle Of Man IM1 3HD,PER,28-Aug-12,12/01013/B
"Installation of replacement windows, doors and thatching to dwelling, rebuild boundary wall and creation of parking bay (partial retrospective) (In association with 12/01127/CON)",Cranstal Cottage Cranstal Bride Isle Of Man IM7 4BP ,PER,12-Nov-12,12/01126/GB
"Registered Building consent for the installation of replacement windows, doors and thatching to dwelling, rebuild boundary wall and creation of parking bay (partial retrospective) (In association with 12/01126/GB) Registered Building Nos. 3",Cranstal Cottage Cranstal Bride Isle Of Man IM7 4BP ,PER,12-Nov-12,12/01127/CON
Erection of an extension to dwelling,Argyll St Judes Road Sulby Isle Of Man IM7 2ET,PER,15-Oct-12,12/01232/B
Erection of a conservatory to dwelling,Reayrt Aalin Glen Road Colby Isle Of Man IM9 4HW ,PER,18-Oct-12,12/01255/B
Change of use from residential to tourist accommodation,23 Rhenwyllan Close Port St. Mary Isle Of Man IM9 5NJ,PER,18-Oct-12,12/01256/C
"Renewal of road layout, new street lighting and infrastructure improvement works (Phase 2 and 3)",The Fish Yard Mill Road Peel Isle Of Man  ,PER,01-Nov-12,12/01044/B
"Alterations, erection of extension to provide garage, replacement ballustrading and spiral staircase to dwelling",6 Howe Road Onchan Isle Of Man IM3 2BB,PER,05-Oct-12,12/01045/B
Erection of a single storey extension to rear elevation,23 Factory Lane Peel Isle Of Man IM5 1NA,PER,12-Sep-12,12/01030/B
Installation of a replacement front door,22 Hawarden Avenue Douglas Isle Of Man IM1 4BS,PER,06-Sep-12,12/01088/B
"Alterations, erection of extensions and detached garage",Thie Corneil Richmond Road Ramsey Isle Of Man IM8 3PA,REF,07-Sep-12,12/01089/B
Erection of building to accommodate yard office and facilities,Mount Rule Equestrian Centre Mount Rule Douglas Isle Of Man IM4 4HW ,PER,10-Sep-12,12/01097/B
Erection of a detached dwelling with integral garage,4 Perwick Road Port St. Mary Isle Of Man IM9 5QA ,PER,20-Sep-12,12/01100/B
 Installation of replacement windows,17 Christian Road Douglas Isle Of Man IM1 2QH,PER,05-Oct-12,12/01102/B
Creation of signage to premises,Quality Furnishing Fort Street Douglas Isle Of Man IM1 2LJ ,PER,28-Sep-12,12/01106/D
Alteration to south elevation window,7 Marlborough Crescent Ramsey Isle Of Man IM8 3NE,PER,14-May-12,12/00478/B
Erection of an extension to existing detached garage,Seathwaite 13 Perwick Road Port St. Mary Isle Of Man IM9 5PB,PER,23-May-12,12/00551/B
Erection of an extension to dwelling,58 Broogh Wyllin Shore Road Kirk Michael Isle Of Man IM6 1HU ,PER,13-Sep-12,12/01040/B
"Application for a certificate of lawful development for the installation of replacement windows, doors and roof tiles",15 Athol Terrace Castletown Isle Of Man IM9 1AL,CLAWA,14-Nov-12,12/00808/LAW
Retention of portakabin to provide office/store/emergency base for synthetic pitch,QEII High School Douglas Road Peel Isle Of Man IM5 1RD ,PER,12-Jul-12,12/00810/B
Retention of portakabin to provide office/store/emergency base for synthetic pitch,Castle Rushen High School Arbory Road Castletown Isle Of Man IM9 1RE,PER,12-Jul-12,12/00811/B
Retention of portakabin to provide office/store/emergency base for synthetic pitch,Ramsey Grammar School Lezayre Road Ramsey Isle Of Man IM8 2RG,PER,13-Jul-12,12/00812/B
Conversion of existing outbuildings to form an additional dwelling and erection of a detached double garage and workshop,Shellag Farm House Bride Road Bride Isle Of Man IM7 4AR,PER,12-Sep-12,12/00814/B
"Addition of business continuity and workshop use, to existing office and training premises",Minerva House Ballafletcher Road Cronkbourne Douglas Isle Of Man IM4 4QJ ,PER,12-Jul-12,12/00815/C
Alterations to levels of field 514331 and land drainage works (Retrospective),Field 514331 Ballavartyn Road Santon Isle Of Man  ,PER,20-Nov-12,12/00912/B
Erection of a detached garage,Tuck Mill Slegaby Ride Onchan Isle Of Man IM4 5BW ,PER,18-Jun-12,12/00704/B
Creation of two windows from existing doorways and installation of replacement windows along the South East elevation of  'C corridor' section,Castle Rushen High School Arbory Road Castletown Isle Of Man IM9 1RE,PER,25-Jun-12,12/00748/B
Alterations and erection of a first floor dormer extension to dwelling,Greenacres 8 Ballakneale Close Port Erin Isle Of Man IM9 6NE,PER,03-Jul-12,12/00750/B
Roofing works,GE Aviation School Road Onchan Isle Of Man IM3 4PB,PER,25-Jun-12,12/00754/B
Extension to side elevation and timber decking to rear elevation (comprising amendment to PA 12/00227/B),4 Erin View Port Erin Isle Of Man IM9 6FG ,PER,16-Jul-12,12/00826/B
Re rendering work to dwelling,29 Devonshire Road Douglas Isle Of Man IM2 3QZ,PER,24-May-12,12/00572/B
Installation of four roof lights,The Barn Maughold Isle Of Man IM7 1AS ,PER,17-May-12,12/00544/B
"Alterations, erection of extensions to dwelling and driveway alterations",La Casita 4 Majestic Drive Onchan Isle Of Man IM3 2JQ,PER,12-Sep-12,12/01022/B
Installation of replacement windows to rear elevation,13 Upper Dukes Road Douglas Isle Of Man IM2 4BA,PER,01-Nov-12,12/01308/B
Installation of dormer and roof lights,33 Barrule Park Ramsey Isle Of Man IM8 2BT,PER,01-Nov-12,12/01310/B
Installation of a velux window to side elevation of dwelling,Plot 6 Poachers Pocket  Bridge Road Ballasalla Isle Of Man IM9 3DD ,PER,27-Nov-12,12/01450/B
Installation of a velux window to side elevation of dwelling,Plot 7 Poachers Pocket  Bridge Road Ballasalla Isle Of Man IM9 3DD ,PER,27-Nov-12,12/01451/B
Installation of two windows to side elevation of dwelling,Plot 8 Poachers Pocket  Bridge Road Ballasalla Isle Of Man IM9 3DD ,PER,27-Nov-12,12/01452/B
Alterations and erection of extensions to dwelling,Glen View Lhagg Road Dalby Isle Of Man IM5 3BU,PER,19-Jun-12,12/00722/B
Conversion of existing studio / store above existing garage to create additional ancillary living accommodation with additional use for tourist accommodation,Cronk Froy Knock Froy Road Santon Isle Of Man IM4 1JD ,PER,24-May-12,12/00578/B
Creation of a driveway and vehicular access,15 Clypse Road Douglas Isle Of Man IM2 6JE,PER,13-Jul-12,12/00580/B
"Renovation of original farmhouse and conversion of barn and outbuildings, including extensions, to form a single dwelling with ancillary buildings (comprising amendments to PA 09/00597/B)",Ballairgey Abbeylands Isle Of Man IM4 5EE ,PER,26-Jul-12,12/00887/B
Erection of extension over and to rear of existing garage,54 King Orry Road Glen Vine Isle Of Man IM4 4FJ ,PER,26-Jul-12,12/00894/B
Installation of roof lights,Sarpedon Orrisdale Road Ballasalla Isle Of Man IM9 3AE,PER,28-Aug-12,12/01020/B
Erection of an ancillary building and alterations to existing site boundary and parking hard standing,Killane House Formerly Killane Lodge Killane Ballaugh Isle Of Man IM7 5BD ,REF,13-Sep-12,12/01055/B
Alterations and erection of an extension to dwelling,47 Maple Avenue Onchan Isle Of Man IM3 3GA,REF,16-May-12,12/00516/B
Erection of six dwellings with parking to replace existing Public House,The New Inn New Road Laxey Isle Of Man IM4 7HS,REF,20-Sep-12,12/00749/B
Erection of a garden store,Ballairgey Abbeylands Isle Of Man IM4 5EE ,PER,25-Jun-12,12/00759/B
Erection of extension to replace existing conservatory to north elevation,2 Hillberry Close Douglas Isle Of Man IM2 6HP,PER,14-Aug-12,12/00971/B
Installation of replacement windows (Retrospective),Hillcrest Cregneash Isle Of Man IM9 5PS ,PER,14-Aug-12,12/00972/B
Installation of replacement windows and doors,Norton House 41 Arbory Street Castletown Isle Of Man IM9 1LL,PER,05-Sep-12,12/00983/B
Alterations and erection of extensions to dwelling (amendment to PA 08/02275/B),Boodee Beg Bride Road Bride Isle Of Man IM7 4AF ,REF,29-Jun-12,12/00736/B
Erection of a detached garage,Keillthustag Cottage Smeale Andreas Isle Of Man IM7 3EB ,PER,12-Sep-12,12/00739/B
Creation of new driveway and vehicular access onto highway,22 Reayrt Carnane Douglas Isle Of Man IM2 5LN,PER,04-Jul-12,12/00789/B
Erection of a garden room extension to replace existing conservatory,9 Greenlands View Ramsey Isle Of Man IM8 2PB,PER,24-Jul-12,12/00793/B
Erection of an extension to side elevation,25 Ballamaddrell Port Erin Isle Of Man IM9 6AS,PER,08-Aug-12,12/00927/B
Erection of a five storey office block with basement parking,19- 20 St Georges Street Douglas Isle Of Man,PER,01-Oct-12,12/01090/B
Installation of temporary signage,The Food Park Fish Yard Mill Road Peel Isle Of Man  ,PER,20-Apr-12,12/00400/D
Extensions to rear elevation and erection of detached garages (Amendments to PA 11/01127/B),7 & 8 Brisbane Street Douglas Isle Of Man IM1 3JL,PER,27-Apr-12,12/00401/B
Installation of flood lighting to riding arena,Field Number 614732 Baldrine Farm Baldrine Road Baldrine Isle Of Man  ,REF,25-Oct-12,12/01160/B
Erection of a single storey extension to replace existing garage,The Old Chapel House Strang Hill Strang Douglas Isle Of Man IM4 4NX,PER,20-Sep-12,12/01162/B
Erection of kitchen extension and decking to rear elevation,2 Mount Bradda Douglas Isle Of Man IM1 4AR,PER,20-Sep-12,12/01164/B
Erection of an agricultural building,Ballaskelly Farm  Mountain Road Onchan Isle Of Man IM4 5BL,PER,01-Oct-12,12/01166/B
Installation of a replacement front door and frame,12 Queens Avenue Douglas Isle Of Man IM1 4DA,PER,20-Sep-12,12/01168/B
"Alterations, erection of an extension, porch and creation of a vehicular access and hard standing",Glevum The Promenade Laxey Isle Of Man IM4 7DF,PER,26-Nov-12,12/01370/B
Installation of replacement windows and doors,Gymnasium Glencrutchery Special School Glencrutchery Road Douglas Isle Of Man IM2 6EB,PER,17-May-12,12/00541/B
"Alterations, erection of an extension and installation of solar panels to dwelling",8 Close Cubbon Peel Isle Of Man IM5 1NS,PER,19-Jun-12,12/00719/B
Removal of door and window and installation of replacement windows to side elevation,Poolaash Quarterbridge Road Douglas Isle Of Man IM2 3RL,PER,02-Jul-12,12/00745/B
Erection of a pair of semi detached dwellings,Plots 51 & 52 Elderberry Rise Douglas Isle Of Man IM2 1QR ,PER,16-Jul-12,12/00836/B
Erection of a dwelling with garage,Plot 58  Elderberry Rise Douglas Isle Of Man IM2 1QR ,PER,16-Jul-12,12/00837/B
Additional use of residential apartment as tourist living accommodation,15 Century Court Queens Promenade Douglas Isle Of Man IM2 4NT ,PER,25-Jul-12,12/00855/C
Alterations and erection of an extension to dwelling,10 Cambridge Terrace Douglas Isle Of Man IM1 3LL,PER,25-Jul-12,12/00856/B
Erection of illuminated advertising signage,Publishing House Peel Road Douglas Isle Of Man IM1 5PZ,PER,26-Jul-12,12/00863/D
Erection of an extension to dwelling,3 Orchard Close Andreas Isle Of Man IM7 4HP,PER,13-Aug-12,12/00929/B
Erection of an extension to existing agricultural building,Field 410872 Ballachrink Farm Cousins Hill Surby Port Erin Isle Of Man IM9 6QR ,PER,13-Aug-12,12/00930/B
Erection of a sun room extension,Valley Crest Main Road Santon Isle Of Man IM4 1EJ,PER,15-Oct-12,12/00957/B
Alterations and erection of an extension and porch to dwelling,Lawson Croft The Lhen Andreas Isle Of Man IM7 3EH ,PER,28-Aug-12,12/00984/B
Registered Building consent for the installation of replacement windows to ground floor (In association with 12/01014/GB) Registered Building Nos. 23,Holly Lodge Bishopscourt Kirk Michael Isle Of Man IM6 2EZ ,PER,04-Sep-12,12/01015/CON
